check,reward,mib,seed
Moogle Village Chest Phoenix Down,Antdt->Image->Heal,,5831061
Moogle Village Chest Ether,Comet->Meteo,,5831061
Moogle Village Chest Elf Cape,Crystal Shield,,5831061
Bal Castle Chest Angel Gwn,Angel Gwn,,5831061
Bal Castle Chest Hero Drink,Hero Drink,,5831061
Bal Castle Chest Exit,4900 gil,,5831061
Hiryuu Valley Skull Bone Mail,150 gil,,5831061
Hiryuu Valley Chest 5000,Revivify,,5831061
Hiryuu Valley Chest Cabin,Shuriken,,5831061
Hiryuu Valley Chest 7000,5000 gil,,5831061
Hiryuu Valley Chest Coronet,12000 gil,,5831061
Hiryuu Valley Chest Air Blade,Speed->Requiem Song,,5831061
Hiryuu Valley Chest Phoenix Down,Cover,,5831061
Surgate Castle Chest 5000,9000 gil,,5831061
Surgate Castle Chest Float,2000 gil,,5831061
Barrier Tower Chest Drain Sword,Silver Bow,,5831061
Barrier Tower Chest 9000,Thornlet,MIB,5831061
Barrier Tower Chest 18000,Mirage Vest,MIB,5831061
Barrier Tower Chest Gold Hairpin,Mythril Helm,,5831061
Mua Town Barrel Guardian,Gold Hairpin,,5831061
Mua Forest Chest 2500,Thunder Whip,,5831061
Mua Forest Chest Ether,Ether,,5831061
Mua Forest Chest 4900,FrogSong->TinySong->MoonFlut,,5831061
Mua Forest Chest Phoenix Down,300 gil,,5831061
Mua Forest Chest 9500,Caution,,5831061
Mua Forest Chest Soot,Trident,,5831061
Mua Forest Chest Flametongue,GbnPnch->Emision->Missle->Blwfsh,,5831061
Mua Forest Chest Cabin,Cabin,,5831061
Mua Forest Chest Giant Drink,Bandana,,5831061
Mua Forest Chest Elixir,Berserker Job Crystal,,5831061
Mua Forest Chest Morning Star,5000 gil,,5831061
Solitary Island Chest Ether,Mirage Vest,,5831061
Solitary Island Chest DragonFang,10000 gil,,5831061
Pyramid Chest Elixir,Haste->Exit->Hast2->Quick,,5831061
Pyramid Chest Black Robe,CornaJar,MIB,5831061
Pyramid Chest Thornlet,Plumed Hat,MIB,5831061
Pyramid Chest DarkMatter,Dragon's Whisker,,5831061
Pyramid Chest Crystal Armor,Tempest,MIB,5831061
Pyramid Chest Cursed Ring,Sylph->Crbnkl->Phenix->Syldra,,5831061
Pyramid Chest Ice Shield,Katana,,5831061
Pyramid Chest Flame Shield,Wizard Rod,,5831061
Pyramid Chest White Robe,Excailbur,MIB,5831061
Pyramid Chest DarkSuit,Dagger,MIB,5831061
Pyramid Chest 9000,Guardian,,5831061
Pyramid Chest 8000,Cursed Ring,,5831061
Pyramid Chest Earth Hammer,Black Robe,,5831061
Pyramid Chest 10000,Diamond Armor,MIB,5831061
Pyramid Chest Cabin,Silver Plate,,5831061
Pyramid Chest 12000,Kunai,,5831061
Pyramid Chest Guard Ring,Aegis Shield,MIB,5831061
Pyramid Chest Ribbon,Silver Harp,,5831061
Pyramid Chest Gold Hairpin,Battle Axe,MIB,5831061
Solitary Island Chest 12000,Diamond Shield,,5831061
Solitary Island Chest Hi-Potion,Power->Vitality Song,,5831061
Solitary Island Chest Protect Drink,9500 gil,,5831061
Solitary Island Chest BeastKiller,Phoenix Down,,5831061
Solitary Island Chest RisingSun,Plumed Hat,MIB,5831061
Solitary Island Chest Guard Ring,Avis Killer,,5831061
Solitary Island Chest Crystal Helm,Venom Axe,MIB,5831061
Solitary Island Chest 9000,Guardian,,5831061
Solitary Island Chest Elixir,WhiteMage Job Crystal,,5831061
Solitary Island Chest DarkMatter,Brawl,,5831061
Solitary Island Chest Circlet,Armor->Shell->Wall->Dispel,,5831061
Fork Tower L. Chest Ether,White Ability Progressive,,5831061
Fork Tower L. Chest Wonder Wand,990 gil,,5831061
Fork Tower R. Chest Hi-Potion,Mute->Size->Bersk,,5831061
Fork Tower R. Chest Defender Sword,MgcSword Ability Progressive,,5831061
Great Trench Chest Water Scroll,Red1->Red2->Red3->X-Magic,,5831061
Great Trench Chest Flame Ring,????->Fusion->Exploder->DrkShock,,5831061
Great Trench Chest DragonFang,Genji Armor,,5831061
Great Trench Chest Ether,12000 gil,,5831061
Great Trench Chest Phoenix Down,Vampire->MindBlst->WhiteWind,,5831061
Great Trench Chest Kaiser Knuckles,DiamndPlt,,5831061
Istory Falls Chest Ether,Regen->Float->Reset->Xzone,,5831061
Istory Falls Chest TurtleShell,DoomCut,,5831061
Istory Falls Chest Air Lance,Chocob->Titan->Golem->Odin,,5831061
Istory Falls Chest Giant Drink,Giant Drink,,5831061
Istory Falls Chest RuneEdge,War Hammer,,5831061
Istory Falls Chest Guard Ring,Guard Ring,,5831061
Istory Falls Chest Wall Ring,Mediator Job Crystal,,5831061
Istory Falls Chest Phoenix Down,Bone Mail,,5831061
Istory Falls Chest Enhancer,Flame Scroll,,5831061
Istory Falls Chest 12000,Fire Sword Magic Progressive,,5831061
Istory Falls Chest Artemis Bow,Mantra,,5831061
Istory Falls Chest Pinwheel,9900 gil,,5831061
Istory Falls Chest Aegis Shield,Excalibur,,5831061
Istory Falls Chest Giant's Axe,Red1->Red2->Red3->X-Magic,,5831061
Phoenix Tower Pot 5000,Power Staff,MIB,5831061
Phoenix Tower Pot Phoenix Down,Mythril Glove,MIB,5831061
Phoenix Tower Pot 10000,BuildUp,,5831061
Phoenix Tower Pot 15000,GrnBeret,MIB,5831061
Phoenix Tower Pot 20000,Crystal Shield,MIB,5831061
Phoenix Tower Pot Avis Killer,OmegaMedl,,5831061
Phoenix Tower Pot 25000,Yoichi Bow,MIB,5831061
Mirage Village Barrel Thief Knife,9000 gil,,5831061
Rift (Ruins) Chest Ether,10000 gil,,5831061
Rift (Ruins) Chest Cabin,Revivify,,5831061
Rift (Ruins) Chest Elixir,Kotetsu,,5831061
Rift (Ruins) Chest DarkMatter,Silk robe,,5831061
Rift (Ruins) Chest Drain Sword,8000 gil,,5831061
Rift (Forest) Chest DragonFang,Guard Ring,,5831061
Rift (Forest) Chest Ribbon,Thief Knife,,5831061
Rift (Forest) Chest Enhancer,Mage Masher,,5831061
Rift (Forest) Chest Lillith Rod,9000 gil,,5831061
Rift (Cave) Chest Angel Ring,2000 gil,,5831061
Rift (Cave) Chest Coral Ring,Wizard Rod,,5831061
Rift (Castle) Chest Thor Hammer,9000 gil,,5831061
Rift (Castle) Chest Running Shoes,Orialcon,,5831061
Rift (Castle) Chest Red Shoes,BeastKiller,,5831061
Rift (Castle) Chest Rainbow Dress,Sasuke,,5831061
Rift (Castle) Chest ManEater,Revivify,,5831061
The Void Chest Pinwheel,Venom->Drain->Break Sword,,5831061
The Void Chest Elixir,Slow->Stop->Slow2,,5831061
The Void Chest Ragnarok,Golden Shield,MIB,5831061
Byblos New,Artemis Bow,,5831061
WingRaptor New,Defender Sword,,5831061
Siren New,Murasume,,5831061
Galura New,Excailbur,,5831061
Sol Cannon New,Assassin,,5831061
ArchaeAvis New,Judgement Staff,,5831061
Chim.Brain New,Coral Ring,,5831061
Gilgamesh 1 New,Murasume,,5831061
Carbunkle New,Excailbur,,5831061
Antlion New,Dragon's Whisker,,5831061
Merugene New,Assassin,,5831061
Odin New,Crystal Helm,,5831061
"Triton, Neregeid & Phobos New",Enhancer,,5831061
Omniscient New,Sasuke,,5831061
Leviathan New,Artemis Bow,,5831061
Ifrit New,Thor Hammer,,5831061
Shiva New,DarkSuit,,5831061
Crayclaw New,AntiMagic Bow,,5831061
Wind Crystal Knight,Mute->Size->Bersk,,1048791
Wind Crystal BlueMage,Bandana,,1048791
Wind Crystal BlackMage,Sasuke,,1048791
Wind Crystal WhiteMage,Red1->Red2->Red3->X-Magic,,1048791
Wind Crystal Monk,Bolt Sword Magic Progressive,,1048791
Wind Crystal Thief,Ice Black Magic Progressive,,1048791
Fire Crystal Mediator,WhiteMage Job Crystal,,1048791
Fire Crystal Geomancer,Catch,,1048791
Fire Crystal Ninja,Mute->Psych->Holy Sword,,1048791
Black Choco Crystals Bard,Equip Katana,,1048791
Black Choco Crystals Hunter,Scan->Charm->Holy,,1048791
Earth Crystal Samurai,FrogSong->TinySong->MoonFlut,,1048791
Earth Crystal Dragoon,Leather Armor,,1048791
Earth Crystal Chemist,Bard Job Crystal,,1048791
Earth Crystal Dancer,Charm->Hero@Song,,1048791
Leviathan Esper Levia,Shoat,,1048791
Titan Titan,Tame,,1048791
Carbuncle Crbnkl,Ogre Killer,,1048791
Syldra Syldra,Revivify,,1048791
Odin Odin,Fire Rod,,1048791
Phoenix Phenix,Bronze Armor,,1048791
Bahamut Bahmut,Revive,,1048791
Life (or Strength) Song from Crescent Town bard Vitality,Magic Lamp,,1048791
Temptation Song at Lix Charm,Mute->Psych->Holy Sword,,1048791
Love Song at Istory Love,Mythril Hammer,,1048791
Requiem Song at Kelb Requiem,DragonFang,,1048791
Speed Song at Surgate Speed,Wizard Rod,,1048791
Magic Song at Ancient Library Magic,Lamia's Tiara,,1048791
Power Song from Crescent Town Power,Kotetsu,,1048791
Hero Song from Crescent Town Hero,Golem,,1048791
"Fork Tower, two Magics Holy",Chocob->Titan->Golem->Odin,,1048791
"Fork Tower, two Magics Flare",Mythril Sword,,1048791
Meteo Meteo,Chocob->Titan->Golem->Odin,,1048791
"5 potions in Wind Shrine, bottom left guy Potion",Condemn->Roulette->AquaRake,,1048791
"8 potions, Pirate after Torna Canal Key acquired Potion",Plumed Hat,,1048791
Chancellor at Tycoon Healing Staff,Full Moon,,1048791
Magisa & Forza Mythril Helm,Bone Mail,,1048791
CornaJar at Kelb CornaJar,Dragon's Whisker,,1048791
Ribbon from girl in Rugor Ribbon,Soot,,1048791
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Tricorn Hat,,1048791
12 Kuzar Events Assassin,Elixir,,1048791
12 Kuzar Events Apollo's Harp,Defender Sword,,1048791
12 Kuzar Events Excalibur,MgcSword Ability Progressive,,1048791
12 Kuzar Events Flame Whip,Circlet,,1048791
12 Kuzar Events Earth Bell,Golden Helm,,1048791
12 Kuzar Events Holy Lance,Fire Sword Magic Progressive,,1048791
12 Kuzar Events Masamune,Equip Shield,,1048791
12 Kuzar Events Wizard Rod,Venom->Drain->Break,,1048791
12 Kuzar Events Rune Axe,Elixir,,1048791
12 Kuzar Events Sage's Staff,Fire Rod,,1048791
12 Kuzar Events Sasuke,Dimen Ability Progressive,,1048791
12 Kuzar Events Yoichi Bow,Gungnir,,1048791
Shiva Shiva,Summoner Job Crystal,,1048791
Ifrit Ifrit,Silver Harp,,1048791
Water Crystal Samurai,Caution,,1048791
Water Crystal Berserker,????->Fusion->Exploder->DrkShock,,1048791
Water Crystal MysticKnight,Flash->Time Slip->DethClaw,,1048791
Water Crystal TimeMage,Defender Sword,,1048791
Water Crystal Summoner,RedMage Job Crystal,,1048791
Brave Blade Brave Blade,Brave Blade,,1048791
Chicken Knife Chicken Knife,Kotetsu,,1048791
Tycoon Castle Cabin Cabin,MP +X%,,1048791
Walse Tower Chest GoGo,Venom->Drain->Break,,1048791
Pyramid Top Pyramid Tablet,Animals->Aim->X-Fight,,1048791
Toad Event Toad,Slow->Stop->Slow2,,1048791
Aegis Shield Chest Aegis Shield,Analyze,,1048791
Lone Wolf Barrel Cabin,White Robe,,1048791
Lone Wolf Chest Thunder Whip,Cursed Ring,,1048791
Moat Item Epee,Vampire->MindBlst->WhiteWind,,1048791
Shop Backdoor Lamia Harp,Power Drink,,1048791
Top of the Falls Magic Lamp,Iron Armor,,1048791
Wind Shrine Chest Broadsword,2000 gil,,1048791
Beginner's House Chest Ether,Giant Drink,MIB,1048791
Beginner's House Chest 100,2000 gil,,1048791
Beginner's House Chest Potion,Aero Blue Magic Progressive,,1048791
Beginner's House Chest Phoenix Down,10000 gil,,1048791
Beginner's House Chest Tent,SwdSlap,,1048791
Beginner's House Chest Leather Shoes,Mythril Armor,,1048791
Pirate's Cave Chest Leather Cap,Tent,,1048791
Pirate's Cave Chest Tent,Giyaman,,1048791
Pirate's Cave Chest Ether,HiPotion,,1048791
Pirate's Cave Chest 300,Eyedrop,,1048791
Wind Shrine Chest Tent,GuardOff->Hammer->MghtyGrd,,1048791
Wind Shrine Chest Leather Cap,4400 gil,,1048791
Wind Shrine Chest Staff,Partisan,,1048791
Tule Barrel 150,8000 gil,,1048791
Tule Box Leather Shoes,Soft,,1048791
Tule Barrel Potion,Summon Ability Progressive,,1048791
Tule Box Tent,Slow->Stop->Slow2,,1048791
Tule Bush Phoenix Down,RegalCut,,1048791
Ship Graveyard Chest Flail,White Robe,,1048791
Ship Graveyard Chest Phoenix Down,Pray,,1048791
Ship Graveyard Chest Tent,Golden Shield,,1048791
Ship Graveyard Box 990,18000 gil,,1048791
Ship Graveyard Chest Potion,Giant Drink,,1048791
Ship Graveyard Chest Antidote,????->Fusion->Exploder->DrkShock,,1048791
Carwen Barrel Antidote,2000 gil,,1048791
Carwen Box Ice Rod,12000 gil,,1048791
Carwen Pot 1000,Giant's Axe,,1048791
North Mountain Chest Soft,Diamond Helm,,1048791
North Mountain Chest Phoenix Down,9900 gil,,1048791
Walse Town Pot Glasses,White Ability Progressive,,1048791
Tycoon Castle Pot Hi-Potion,GbnPnch->Emision->Missle->Blwfsh,,1048791
Tycoon Castle Pot Ether,Ether,,1048791
Tycoon Castle Barrel Elixir,Red Shoes,,1048791
Tycoon Castle Barrel Phoenix Down,Glasses,,1048791
Tycoon Castle Barrel Cabin,300 gil,,1048791
Tycoon Castle Pot Elixir,Venom->Drain->Break Sword,,1048791
Tycoon Castle Pot Phoenix Down,Guard Ring,,1048791
Tycoon Castle Pot Maiden's Kiss,Healing Staff,,1048791
Tycoon Castle Chest Shuriken,L4Qrter->L3Flare->L2Old->L5Doom,,1048791
Tycoon Castle Chest Giyaman,490 gil,,1048791
Tycoon Castle Chest Katana,GbnPnch->Emision->Missle->Blwfsh,,1048791
Walse Castle Chest Elf Cape,15000 gil,,1048791
Walse Castle Pot 1000,TimeMage Job Crystal,,1048791
Walse Castle Pot Drag,Dancing Dagger,,1048791
Walse Castle Box 490,10000 gil,,1048791
Walse Castle Barrel Tent,100 gil,,1048791
Walse Castle Barrel Phoenix Down,Killer Bow,,1048791
Walse Tower Chest Silk robe,8000 gil,,1048791
Walse Tower Chest Maiden's Kiss,Power->Vitality Song,,1048791
Walse Tower Chest Silver Armlet,100 gil,,1048791
Walse Tower Chest Ether,Ether,,1048791
Tycoon Meteor Chest Phoenix Down,Haste->Exit->Hast2->Quick,,1048791
Karnak Castle Chest Gungnir,Rune Axe,MIB,1048791
Karnak Castle Chest Thunder Scroll,Giant's Gloves,MIB,1048791
Karnak Castle Chest 2000,Ice Rod,,1048791
Karnak Castle Chest Elixir,Mage Masher,MIB,1048791
Karnak Castle Chest Ribbon,Guard Ring,,1048791
Karnak Castle Chest Shuriken,White Robe,MIB,1048791
Karnak Castle Chest Elf Cape,Katana,MIB,1048791
Karnak Castle Chest Guardian,White Robe,MIB,1048791
Karnak Town Barrel Fire Rod,GbnPnch->Emision->Missle->Blwfsh,,1048791
Steamship Chest Cabin,Samurai Job Crystal,,1048791
Steamship Chest Phoenix Down,4900 gil,,1048791
Steamship Chest Elixir,Berserker Job Crystal,,1048791
Steamship Chest GrnBeret,9000 gil,,1048791
Steamship Chest Thief's Glove,Plumed Hat,,1048791
Ancient Library Chest Ether,Sleep->Psych->Doom,,1048791
Ancient Library Chest Phoenix Down,150 gil,,1048791
Ancient Library Chest Stealth Suit,Mythril Shield,,1048791
Jacole Cave Chest Shuriken,12000 gil,,1048791
Jacole Cave Chest Tent,9500 gil,,1048791
Ruined City Chest Shuriken,Silver Armlet,,1048791
Ruined City Chest Size,5000 gil,,1048791
Flying Lonka Ruins Chest Golden Armor,Black Ability Progressive,,1048791
Flying Lonka Ruins Chest Elixir,Life->Life2,,1048791
Flying Lonka Ruins Chest Phoenix Down,Antdt->Image->Heal,,1048791
Flying Lonka Ruins Chest Golden Shield,Red1->Red2->Red3->X-Magic,,1048791
Steamship Chest Mythril Glove,Dance,,1048791
Steamship Chest Full Moon,Dragoon Job Crystal,,1048791
Flying Lonka Ruins Chest Hi-Potion,DiamndPlt,,1048791
Flying Lonka Ruins Chest 5000,Giant's Axe,,1048791
Flying Lonka Ruins Chest Shuriken,OmegaMedl,,1048791
Flying Lonka Ruins Chest Ancient Sword,Strength,,1048791
Flying Lonka Ruins Chest Full Moon,Life->Life2,,1048791
Flying Lonka Ruins Chest Power Wrist,Sleep->Bio->Flare Sword,,1048791
Flying Lonka Ruins Chest Ether,12000 gil,,1048791
Flying Lonka Ruins Chest Cabin,Animals->Aim->X-Fight,,1048791
Exdeath's Castle Chest Ether,Shuriken,,1048791
Exdeath's Castle Chest Diamond Shield,GbnPnch->Emision->Missle->Blwfsh,,1048791
Exdeath's Castle Chest Ice Shield,OmegaMedl,,1048791
Exdeath's Castle Chest Elixir,Hero Drink,,1048791
Exdeath's Castle Chest Gale Bow,5000 gil,,1048791
Exdeath's Castle Chest IceBrand,Cure White Magic Progressive,,1048791
Exdeath's Castle Chest Kotetsu,Condemn->Roulette->AquaRake,,1048791
Exdeath's Castle Chest 9900,150 gil,,1048791
Exdeath's Castle Chest 8000,Ice Bow,,1048791
Exdeath's Castle Chest DblLance,Diamond Helm,,1048791
Exdeath's Castle Chest Partisan,Summon Ability Progressive,,1048791
Exdeath's Castle Chest Pinwheel,Running Shoes,,1048791
Moogle Cave Chest 4400,Kick,,1048791
Moogle Cave Chest Phoenix Down,Lamia's Tiara,,1048791
Moogle Village Chest Cabin,Silk robe,,1048791
Moogle Village Chest Dancing Dagger,15000 gil,,1048791
Moogle Village Chest 1,Leather Shoes,,1048791
Moogle Village Chest 10000,Mage Masher,,1048791
Moogle Village Chest Phoenix Down,Mythril Spear,,1048791
Moogle Village Chest Ether,Barrier,,1048791
Moogle Village Chest Elf Cape,Leather Shield,,1048791
Bal Castle Chest Angel Gwn,Angel Gwn,,1048791
Bal Castle Chest Hero Drink,990 gil,,1048791
Bal Castle Chest Exit,Silver Harp,,1048791
Hiryuu Valley Skull Bone Mail,1000 gil,,1048791
Hiryuu Valley Chest 5000,Flame Whip,,1048791
Hiryuu Valley Chest Cabin,Iron Armor,,1048791
Hiryuu Valley Chest 7000,Giant's Axe,,1048791
Hiryuu Valley Chest Coronet,L4Qrter->L3Flare->L2Old->L5Doom,,1048791
Hiryuu Valley Chest Air Blade,MP +X%,,1048791
Hiryuu Valley Chest Phoenix Down,Tinkerbell,,1048791
Surgate Castle Chest 5000,12000 gil,,1048791
Surgate Castle Chest Float,9000 gil,,1048791
Barrier Tower Chest Drain Sword,Cursed Ring,MIB,1048791
Barrier Tower Chest 9000,Antdt->Image->Heal,,1048791
Barrier Tower Chest 18000,Full Moon,MIB,1048791
Barrier Tower Chest Gold Hairpin,CornaJar,,1048791
Mua Town Barrel Guardian,Silver Harp,,1048791
Mua Forest Chest 2500,Image,,1048791
Mua Forest Chest Ether,Chain Whip,,1048791
Mua Forest Chest 4900,10000 gil,,1048791
Mua Forest Chest Phoenix Down,Mythril Shield,,1048791
Mua Forest Chest 9500,Fire Sword Magic Progressive,,1048791
Mua Forest Chest Soot,Ether,,1048791
Mua Forest Chest Flametongue,2000 gil,,1048791
Mua Forest Chest Cabin,Black Ability Progressive,,1048791
Mua Forest Chest Giant Drink,Smoke,,1048791
Mua Forest Chest Elixir,Elixir,,1048791
Mua Forest Chest Morning Star,Phoenix Down,,1048791
Solitary Island Chest Ether,Avis Killer,,1048791
Solitary Island Chest DragonFang,????->Fusion->Exploder->DrkShock,,1048791
Pyramid Chest Elixir,RegalCut,MIB,1048791
Pyramid Chest Black Robe,Flame Shield,MIB,1048791
Pyramid Chest Thornlet,War Hammer,,1048791
Pyramid Chest DarkMatter,Genji Armor,,1048791
Pyramid Chest Crystal Armor,Giyaman,,1048791
Pyramid Chest Cursed Ring,DarkSuit,MIB,1048791
Pyramid Chest Ice Shield,Dagger,,1048791
Pyramid Chest Flame Shield,Whip,,1048791
Pyramid Chest White Robe,Flame Ring,,1048791
Pyramid Chest DarkSuit,Protect Drink,MIB,1048791
Pyramid Chest 9000,Brave Blade,MIB,1048791
Pyramid Chest 8000,Darkness Bow,,1048791
Pyramid Chest Earth Hammer,Pinwheel,MIB,1048791
Pyramid Chest 10000,Wonder Wand,MIB,1048791
Pyramid Chest Cabin,Diamond Armor,,1048791
Pyramid Chest 12000,Excalibur,MIB,1048791
Pyramid Chest Guard Ring,Morning Star,MIB,1048791
Pyramid Chest Ribbon,Water Scroll,,1048791
Pyramid Chest Gold Hairpin,Angel Ring,MIB,1048791
Solitary Island Chest 12000,Cotton Robe,,1048791
Solitary Island Chest Hi-Potion,Cotton Robe,,1048791
Solitary Island Chest Protect Drink,Guardian,,1048791
Solitary Island Chest BeastKiller,Glasses,,1048791
Solitary Island Chest RisingSun,Kotetsu,MIB,1048791
Solitary Island Chest Guard Ring,Coral Sword,MIB,1048791
Solitary Island Chest Crystal Helm,TurtleShell,,1048791
Solitary Island Chest 9000,Thunder Rod,,1048791
Solitary Island Chest Elixir,Sleep->Bio->Flare Sword,,1048791
Solitary Island Chest DarkMatter,Healing Staff,,1048791
Solitary Island Chest Circlet,Golden Armor,,1048791
Fork Tower L. Chest Ether,5000 gil,,1048791
Fork Tower L. Chest Wonder Wand,100 gil,,1048791
Fork Tower R. Chest Hi-Potion,GrnBeret,,1048791
Fork Tower R. Chest Defender Sword,4400 gil,,1048791
Great Trench Chest Water Scroll,8000 gil,,1048791
Great Trench Chest Flame Ring,20000 gil,,1048791
Great Trench Chest DragonFang,5000 gil,,1048791
Great Trench Chest Ether,BeastKiller,,1048791
Great Trench Chest Phoenix Down,DblLance,,1048791
Great Trench Chest Kaiser Knuckles,Silk robe,,1048791
Istory Falls Chest Ether,Drain Sword,,1048791
Istory Falls Chest TurtleShell,TurtleShell,,1048791
Istory Falls Chest Air Lance,Black Ability Progressive,,1048791
Istory Falls Chest Giant Drink,Coral Sword,,1048791
Istory Falls Chest RuneEdge,RuneEdge,,1048791
Istory Falls Chest Guard Ring,Toad->Bio->Flare,,1048791
Istory Falls Chest Wall Ring,Slumber Sword,,1048791
Istory Falls Chest Phoenix Down,Drink,,1048791
Istory Falls Chest Enhancer,Scan->Charm->Holy,,1048791
Istory Falls Chest 12000,Dimen Ability Progressive,,1048791
Istory Falls Chest Artemis Bow,Mythril Sword,,1048791
Istory Falls Chest Pinwheel,8000 gil,,1048791
Istory Falls Chest Aegis Shield,Tempest,,1048791
Istory Falls Chest Giant's Axe,Equip Whips,,1048791
Phoenix Tower Pot 5000,Leather Armor,MIB,1048791
Phoenix Tower Pot Phoenix Down,Maiden's Kiss,,1048791
Phoenix Tower Pot 10000,Rod,,1048791
Phoenix Tower Pot 15000,Eyedrop,MIB,1048791
Phoenix Tower Pot 20000,RegalCut,,1048791
Phoenix Tower Pot Avis Killer,Ether,,1048791
Phoenix Tower Pot 25000,Ether,MIB,1048791
Mirage Village Barrel Thief Knife,10000 gil,,1048791
Rift (Ruins) Chest Ether,9000 gil,,1048791
Rift (Ruins) Chest Cabin,GilToss,,1048791
Rift (Ruins) Chest Elixir,2500 gil,,1048791
Rift (Ruins) Chest DarkMatter,Charm->Hero@Song,,1048791
Rift (Ruins) Chest Drain Sword,Glasses,,1048791
Rift (Forest) Chest DragonFang,Potion,,1048791
Rift (Forest) Chest Ribbon,1000 gil,,1048791
Rift (Forest) Chest Enhancer,Guard Ring,,1048791
Rift (Forest) Chest Lillith Rod,12000 gil,,1048791
Rift (Cave) Chest Angel Ring,DarkMatter,,1048791
Rift (Cave) Chest Coral Ring,Gaia Gear,,1048791
Rift (Castle) Chest Thor Hammer,RisingSun,,1048791
Rift (Castle) Chest Running Shoes,1000 gil,,1048791
Rift (Castle) Chest Red Shoes,Stealth Suit,,1048791
Rift (Castle) Chest Rainbow Dress,DmgFloor,,1048791
Rift (Castle) Chest ManEater,Sleep->Psych->Doom,,1048791
The Void Chest Pinwheel,Silver Plate,,1048791
The Void Chest Elixir,Sylph->Crbnkl->Phenix->Syldra,,1048791
The Void Chest Ragnarok,Ice Bow,MIB,1048791
Byblos New,Coral Ring,,1048791
WingRaptor New,Holy Lance,,1048791
Galura New,Holy Lance,,1048791
LiquiFlame New,Gold Hairpin,,1048791
Sandworm New,Crystal Armor,,1048791
Sol Cannon New,25000 gil,,1048791
Chim.Brain New,DoomCut,,1048791
Gilgamesh 1 New,CornaJar,,1048791
Tyrasaurus New,Artemis Bow,,1048791
HiryuuPlant New,Sasuke,,1048791
Gilgamesh 3 & Enkidou New,Tinkerbell,,1048791
Atmos New,Excalibur,,1048791
Guardians New,Tinkerbell,,1048791
Antlion New,DblLance,,1048791
Merugene New,Crystal Shield,,1048791
Odin New,Enhancer,,1048791
Minotauros New,Rune Axe,,1048791
Shiva New,Crystal Helm,,1048791
