idx,enemy_name,enemy_rank,tier,num_gauge_time,num_phys_power,num_phys_mult,num_evade,num_phys_def,num_mag_power,num_mag_def,num_mag_evade,num_mp,ai_starting_address,ai_write_loc,ai_skills
323,Neregeid,boss,2,30,24,11,0,0,4,10,40,10000,d0bc1a,"[22,23,26,27,30,31,34,35]","[Fight,Fight,Ice2,Ice3,Fight,Fight,Fight,Ice2]"
323,Neregeid,boss,3,35,37,11,0,0,8,17,50,10000,d0bc1a,"[22,23,26,27,30,31,34,35]","[Fight,Fight,Snowstorm,Ice3,Fight,Fight,Fight,Ice3]"
323,Neregeid,boss,4,40,71,11,0,0,16,25,60,10000,d0bc1a,"[22,23,26,27,30,31,34,35]","[Fight,Fight,TidalWave,Snowstorm,Fight,Fight,Fight,Ice3]"
324,Phobos,boss,1,25,8,11,0,0,0,5,30,10000,d0bc41,"[22,23,30,31,34,35,38,39]","[Fight,Fight,Venom,Sleep,Fight,Fight,Fight,Bio]"
324,Phobos,boss,2,30,25,11,0,0,0,10,40,10000,d0bc41,"[22,23,30,31,34,35,38,39]","[Fight,Fight,Venom,Sleep,Fight,Fight,Fight,Bio]"
324,Phobos,boss,3,35,38,11,0,0,8,17,50,10000,d0bc41,"[22,23,30,31,34,35,38,39]","[Fight,Fight,Bio,Bio,Fight,Fight,Fight,Bio]"
324,Phobos,boss,4,40,72,11,0,0,16,25,60,10000,d0bc41,"[22,23,30,31,34,35,38,39]","[Fight,Fight,Bio,Bio,Fight,Fight,Fight,Holy]"
325,Omniscient,boss,1,26,100,20,0,0,20,8,0,30000,d0bc6c,[],['']
325,Omniscient,boss,2,26,100,20,0,0,20,8,0,30000,d0bc6c,[],['']
325,Omniscient,boss,3,26,100,20,0,0,20,8,0,30000,d0bc6c,[],['']
325,Omniscient,boss,4,26,100,20,0,0,20,8,0,30000,d0bc6c,[],['']
326,Minotauros,boss,1,35,99,9,0,0,0,0,0,0,d0bcae,[],['']
326,Minotauros,boss,2,35,99,9,0,0,0,0,0,0,d0bcae,[],['']
326,Minotauros,boss,3,35,99,9,0,0,0,0,0,0,d0bcae,[],['']
326,Minotauros,boss,4,35,99,9,0,0,0,0,0,0,d0bcae,[],['']
327,Leviathan,boss,1,49,85,16,10,25,1,15,70,2000,d0bcd8,[],['']
327,Leviathan,boss,2,49,85,16,10,25,1,15,70,2000,d0bcd8,[],['']
327,Leviathan,boss,3,49,85,16,10,25,1,15,70,2000,d0bcd8,[],['']
327,Leviathan,boss,4,49,85,16,10,25,1,15,70,2000,d0bcd8,[],['']
328,Stalker,boss,1,40,65,10,0,10,10,20,10,8192,d0bd32,[],['']
328,Stalker,boss,2,40,65,10,0,10,10,20,10,8192,d0bd32,[],['']
328,Stalker,boss,3,40,65,10,0,10,10,20,10,8192,d0bd32,[],['']
328,Stalker,boss,4,40,65,10,0,10,10,20,10,8192,d0bd32,[],['']
329,Gogo,boss,1,50,120,25,30,30,35,20,99,60000,d0bd72,[],['']
329,Gogo,boss,2,50,120,25,30,30,35,20,99,60000,d0bd72,[],['']
329,Gogo,boss,3,50,120,25,30,30,35,20,99,60000,d0bd72,[],['']
329,Gogo,boss,4,50,120,25,30,30,35,20,99,60000,d0bd72,[],['']
330,Bahamut,boss,1,40,69,16,5,10,20,20,33,10000,d0be5c,[],['']
330,Bahamut,boss,2,40,69,16,5,10,20,20,33,10000,d0be5c,[],['']
330,Bahamut,boss,3,40,69,16,5,10,20,20,33,10000,d0be5c,[],['']
330,Bahamut,boss,4,40,69,16,5,10,20,20,33,10000,d0be5c,[],['']
332,Halicarnaso,boss,1,40,65,12,0,10,250,20,66,5000,d0bee7,[],['']
332,Halicarnaso,boss,2,40,65,12,0,10,250,20,66,5000,d0bee7,[],['']
332,Halicarnaso,boss,3,40,65,12,0,10,250,20,66,5000,d0bee7,[],['']
332,Halicarnaso,boss,4,40,65,12,0,10,250,20,66,5000,d0bee7,[],['']
337,Iron Claw,boss,1,40,21,8,0,20,1,10,10,150,d0bfe1,[],['']
337,Iron Claw,boss,2,40,50,9,0,20,1,10,10,150,d0bfe1,[],['']
337,Iron Claw,boss,3,40,80,10,0,20,1,10,10,150,d0bfe1,[],['']
337,Iron Claw,boss,4,40,120,12,0,20,1,10,10,150,d0bfe1,[],['']
338,Sergeant,boss,1,20,7,2,0,0,5,10,10,25,d0bff0,[],['']
338,Sergeant,boss,2,20,7,2,0,0,5,10,10,25,d0bff0,[],['']
338,Sergeant,boss,3,20,7,2,0,0,5,10,10,25,d0bff0,[],['']
338,Sergeant,boss,4,20,7,2,0,0,5,10,10,25,d0bff0,[],['']
339,Karnak,boss,1,10,18,4,0,0,0,0,20,25,d0c033,[],['']
339,Karnak,boss,2,10,18,4,0,0,0,0,20,25,d0c033,[],['']
339,Karnak,boss,3,10,18,4,0,0,0,0,20,25,d0c033,[],['']
339,Karnak,boss,4,10,18,4,0,0,0,0,20,25,d0c033,[],['']
340,Crayclaw,boss,1,40,37,6,0,25,1,25,10,500,d0c04b,[],['']
340,Crayclaw,boss,2,40,37,6,0,25,1,25,10,500,d0c04b,[],['']
340,Crayclaw,boss,3,40,37,6,0,25,1,25,10,500,d0c04b,[],['']
340,Crayclaw,boss,4,40,37,6,0,25,1,25,10,500,d0c04b,[],['']
342,Calofisteri,boss,1,45,66,16,10,50,20,30,10,1000,d0c069,[],['']
342,Calofisteri,boss,2,45,66,16,10,50,20,30,10,1000,d0c069,[],['']
342,Calofisteri,boss,3,45,66,16,10,50,20,30,10,1000,d0c069,[],['']
342,Calofisteri,boss,4,45,66,16,10,50,20,30,10,1000,d0c069,[],['']
343,Apocalypse,boss,1,45,65,21,10,30,50,70,33,50000,d0c0a6,[],['']
343,Apocalypse,boss,2,45,65,21,10,30,50,70,33,50000,d0c0a6,[],['']
343,Apocalypse,boss,3,45,65,21,10,30,50,70,33,50000,d0c0a6,[],['']
343,Apocalypse,boss,4,45,65,21,10,30,50,70,33,50000,d0c0a6,[],['']
344,Catastroph,boss,1,45,67,18,15,40,20,20,33,19997,d0c1d3,[],['']
344,Catastroph,boss,2,45,67,18,15,40,20,20,33,19997,d0c1d3,[],['']
344,Catastroph,boss,3,45,67,18,15,40,20,20,33,19997,d0c1d3,[],['']
344,Catastroph,boss,4,45,67,18,15,40,20,20,33,19997,d0c1d3,[],['']
345,Necrofobia,boss,1,47,99,16,10,50,50,50,75,10000,d0c1e9,[],['']
345,Necrofobia,boss,2,47,99,16,10,50,50,50,75,10000,d0c1e9,[],['']
345,Necrofobia,boss,3,47,99,16,10,50,50,50,75,10000,d0c1e9,[],['']
345,Necrofobia,boss,4,47,99,16,10,50,50,50,75,10000,d0c1e9,[],['']
346,Twin Tania,boss,1,35,90,14,0,30,7,16,10,10000,d0c2f0,[],['']
346,Twin Tania,boss,2,35,90,14,0,30,7,16,10,10000,d0c2f0,[],['']
346,Twin Tania,boss,3,35,90,14,0,30,7,16,10,10000,d0c2f0,[],['']
346,Twin Tania,boss,4,35,90,14,0,30,7,16,10,10000,d0c2f0,[],['']
259,Twin Tania,boss,1,81,90,13,0,0,72,0,0,10000,d0b2ca,[],['']
259,Twin Tania,boss,2,81,90,13,0,0,72,0,0,10000,d0b2ca,[],['']
259,Twin Tania,boss,3,81,90,13,0,0,72,0,0,10000,d0b2ca,[],['']
259,Twin Tania,boss,4,81,90,13,0,0,72,0,0,10000,d0b2ca,[],['']
347,Launcher,boss,1,20,7,2,0,0,1,10,10,1000,d0c31e,[],['']
347,Launcher,boss,2,20,7,2,0,0,1,10,10,1000,d0c31e,[],['']
347,Launcher,boss,3,20,7,2,0,0,1,10,10,1000,d0c31e,[],['']
347,Launcher,boss,4,20,7,2,0,0,1,10,10,1000,d0c31e,[],['']
348,Launcher,boss,1,20,7,2,0,0,1,10,10,1000,d0c334,[],['']
348,Launcher,boss,2,20,7,2,0,0,1,10,10,1000,d0c334,[],['']
348,Launcher,boss,3,20,7,2,0,0,1,10,10,1000,d0c334,[],['']
348,Launcher,boss,4,20,7,2,0,0,1,10,10,1000,d0c334,[],['']
349,Gilgamesh,boss,1,65,20,12,0,4,1,8,10,2000,d0b933,[],['']
349,Gilgamesh,boss,2,65,45,12,0,6,1,11,20,2000,d0b933,[],['']
349,Gilgamesh,boss,3,65,65,12,0,8,1,15,30,2000,d0b933,[],['']
349,Gilgamesh,boss,4,65,100,12,0,10,1,20,40,2000,d0b933,[],['']
352,Apanda,boss,1,51,73,18,20,23,50,10,30,1000,d0c3e5,[],['']
352,Apanda,boss,2,51,73,18,20,23,50,10,30,1000,d0c3e5,[],['']
352,Apanda,boss,3,51,73,18,20,23,50,10,30,1000,d0c3e5,[],['']
352,Apanda,boss,4,51,73,18,20,23,50,10,30,1000,d0c3e5,[],['']
362,Barrier,boss,1,1,100,10,0,30,5,10,10,300,d0c577,[],['']
362,Barrier,boss,2,1,100,10,0,30,5,10,10,300,d0c577,[],['']
362,Barrier,boss,3,1,100,10,0,30,5,10,10,300,d0c577,[],['']
362,Barrier,boss,4,1,100,10,0,30,5,10,10,300,d0c577,[],['']
