index,address,shop_type,id,content_name,price,
653,F80318,07,8C,Dragoon ,030a,
654,F8031A,07,8D,Ninja   ,030a,
655,F8031C,07,8E,Samurai ,030a,
656,F8031E,07,8F,Berserkr,030a,
657,F80320,07,90,Hunter  ,030a,
658,F80322,07,91,MysticKnt,030a,
659,F80324,07,92,WhiteMage,030a,
660,F80326,07,93,BlackMage,030a,
661,F80328,07,94,TimeMage,030a,
662,F8032A,07,95,Summoner,030a,
663,F8032C,07,96,BlueMage,030a,
664,F8032E,07,97,Red Mage,030a,
665,F80330,07,98,Mediator,030a,
666,F80332,07,99,Chemist ,030a,
667,F80334,07,9A,Geomancr,030a,
668,F80336,07,9B,Bard    ,030a,
669,F80338,07,9C,Dancer  ,030a,
670,F8033A,07,9D,Mimic   ,030a,
671,F8033C,07,9E,FrLancer,030a,
672,F8033E,07,9F,<not used>,0000,
673,F80340,07,A0,<not used>,0000,
674,F80342,07,A1,<not used>,0000,
675,F80344,07,A2,<not used>,0000,
676,F80346,07,A3,<not used>,0000,
677,F80348,07,A4,<not used>,0000,
678,F8034A,07,A5,<not used>,0000,
679,F8034C,07,A6,<not used>,0000,
680,F8034E,07,A7,<not used>,0000,
681,F80350,07,A8,<not used>,0000,
682,F80352,07,A9,<not used>,0000,
683,F80354,07,AA,<not used>,0000,
684,F80356,07,AB,<not used>,0000,
685,F80358,07,AC,<not used>,0000,
686,F8035A,07,AD,<not used>,0000,
687,F8035C,07,AE,<not used>,0000,
688,F8035E,07,AF,<not used>,0000,
689,F80360,07,B0,<not used>,0000,
690,F80362,07,B1,<not used>,0000,
691,F80364,07,B2,<not used>,0000,
692,F80366,07,B3,<not used>,0000,
693,F80368,07,B4,<not used>,0000,
694,F8036A,07,B5,<not used>,0000,
695,F8036C,07,B6,<not used>,0000,
696,F8036E,07,B7,<not used>,0000,
697,F80370,07,B8,<not used>,0000,
698,F80372,07,B9,<not used>,0000,
699,F80374,07,BA,<not used>,0000,
700,F80376,07,BB,<not used>,0000,
701,F80378,07,BC,<not used>,0000,
702,F8037A,07,BD,<not used>,0000,
703,F8037C,07,BE,<not used>,0000,
704,F8037E,07,BF,<not used>,0000,
705,F80380,07,C0,<not used>,0000,
706,F80382,07,C1,<not used>,0000,
707,F80384,07,C2,<not used>,0000,
708,F80386,07,C3,<not used>,0000,
709,F80388,07,C4,<not used>,0000,
710,F8038A,07,C5,<not used>,0000,
711,F8038C,07,C6,<not used>,0000,
712,F8038E,07,C7,<not used>,0000,
713,F80390,07,C8,<not used>,0000,
714,F80392,07,C9,<not used>,0000,
715,F80394,07,CA,<not used>,0000,
716,F80396,07,CB,<not used>,0000,
717,F80398,07,CC,<not used>,0000,
718,F8039A,07,CD,<not used>,0000,
719,F8039C,07,CE,<not used>,0000,
720,F8039E,07,CF,<not used>,0000,
721,F803A0,07,D0,<not used>,0000,
722,F803A2,07,D1,<not used>,0000,
723,F803A4,07,D2,<not used>,0000,
724,F803A6,07,D3,<not used>,0000,
725,F803A8,07,D4,<not used>,0000,
726,F803AA,07,D5,<not used>,0000,
727,F803AC,07,D6,<not used>,0000,
728,F803AE,07,D7,<not used>,0000,
729,F803B0,07,D8,<not used>,0000,
730,F803B2,07,D9,<not used>,0000,
731,F803B4,07,DA,<not used>,0000,
732,F803B6,07,DB,<not used>,0000,
733,F803B8,07,DC,<not used>,0000,
734,F803BA,07,DD,<not used>,0000,
735,F803BC,07,DE,<not used>,0000,
736,F803BE,07,DF,<not used>,0000,
737,F803C0,07,E0,<not used>,0000,
738,F803C2,07,E1,<not used>,0000,
739,F803C4,07,E2,<not used>,0000,
740,F803C6,07,E3,<not used>,0000,
741,F803C8,07,E4,<not used>,0000,
742,F803CA,07,E5,<not used>,0000,
743,F803CC,07,E6,<not used>,0000,
744,F803CE,07,E7,<not used>,0000,
745,F803D0,07,E8,<not used>,0000,
746,F803D2,07,E9,<not used>,0000,
747,F803D4,07,EA,<not used>,0000,
748,F803D6,07,EB,<not used>,0000,
749,F803D8,07,EC,<not used>,0000,
750,F803DA,07,ED,<not used>,0000,
751,F803DC,07,EE,<not used>,0000,
752,F803DE,07,EF,<not used>,0000,
753,F803E0,07,F0,<not used>,0000,
754,F803E2,07,F1,<not used>,0000,
755,F803E4,07,F2,<not used>,0000,
756,F803E6,07,F3,<not used>,0000,
757,F803E8,07,F4,<not used>,0000,
758,F803EA,07,F5,<not used>,0000,
759,F803EC,07,F6,<not used>,0000,
760,F803EE,07,F7,<not used>,0000,
761,F803F0,07,F8,<not used>,0000,
762,F803F2,07,F9,<not used>,0000,
763,F803F4,07,FA,<not used>,0000,
764,F803F6,07,FB,<not used>,0000,
765,F803F8,07,FC,<not used>,0000,
766,F803FA,07,FD,<not used>,0000,
767,F803FC,07,FE,<not used>,0000,
768,F803FE,07,FF,<not used>,0000,
