check,reward,mib,seed
Moogle Village Chest Cabin,Capture,,4434830
Moogle Village Chest Dancing Dagger,Strength,,4434830
Moogle Village Chest 1,5000 gil,,4434830
Moogle Village Chest 10000,Summon Ability Progressive,,4434830
Moogle Village Chest Phoenix Down,Ice Black Magic Progressive,,4434830
Moogle Village Chest Ether,490 gil,,4434830
Moogle Village Chest Elf Cape,Red1->Red2->Red3->X-Magic,,4434830
Bal Castle Chest Angel Gwn,Angel Gwn,,4434830
Bal Castle Chest Hero Drink,Hero Drink,,4434830
Bal Castle Chest Exit,9000 gil,,4434830
Hiryuu Valley Skull Bone Mail,Ice Shield,,4434830
Hiryuu Valley Chest 5000,Equip Katana,,4434830
Hiryuu Valley Chest Cabin,Ancient Sword,,4434830
Hiryuu Valley Chest 7000,Regen->Float->Reset->Xzone,,4434830
Hiryuu Valley Chest Coronet,Sylph->Crbnkl->Phenix->Syldra,,4434830
Hiryuu Valley Chest Air Blade,10000 gil,,4434830
Hiryuu Valley Chest Phoenix Down,1000 gil,,4434830
Surgate Castle Chest 5000,15000 gil,,4434830
Surgate Castle Chest Float,8000 gil,,4434830
Barrier Tower Chest Drain Sword,Rune Axe,MIB,4434830
Barrier Tower Chest 9000,Mythril Helm,,4434830
Barrier Tower Chest 18000,Magus,MIB,4434830
Barrier Tower Chest Gold Hairpin,CopperPlt,,4434830
Mua Town Barrel Guardian,Crystal Helm,,4434830
Mua Forest Chest 2500,25000 gil,,4434830
Mua Forest Chest Ether,Aero Blue Magic Progressive,,4434830
Mua Forest Chest 4900,Ice Rod,,4434830
Mua Forest Chest Phoenix Down,Eyedrop,,4434830
Mua Forest Chest 9500,Mage Masher,,4434830
Mua Forest Chest Soot,War Hammer,,4434830
Mua Forest Chest Flametongue,1000 gil,,4434830
Mua Forest Chest Cabin,Cabin,,4434830
Mua Forest Chest Giant Drink,Silver Harp,,4434830
Mua Forest Chest Elixir,Thunder Whip,,4434830
Mua Forest Chest Morning Star,Morning Star,,4434830
Solitary Island Chest Ether,SwdSlap,,4434830
Solitary Island Chest DragonFang,Ether,,4434830
Pyramid Chest Elixir,Holy Lance,MIB,4434830
Pyramid Chest Black Robe,Mythril Spear,,4434830
Pyramid Chest Thornlet,Leather Armor,,4434830
Pyramid Chest DarkMatter,Wind Spear,MIB,4434830
Pyramid Chest Crystal Armor,Running Shoes,MIB,4434830
Pyramid Chest Cursed Ring,Bronze Armor,MIB,4434830
Pyramid Chest Ice Shield,Mythril Hammer,MIB,4434830
Pyramid Chest Flame Shield,Thunder Bow,MIB,4434830
Pyramid Chest White Robe,White Robe,MIB,4434830
Pyramid Chest DarkSuit,Eyedrop,,4434830
Pyramid Chest 9000,Preemptive,,4434830
Pyramid Chest 8000,Equip Swords,,4434830
Pyramid Chest Earth Hammer,RisingSun,MIB,4434830
Pyramid Chest 10000,Venom Axe,MIB,4434830
Pyramid Chest Cabin,Slash,,4434830
Pyramid Chest 12000,Healing Staff,MIB,4434830
Pyramid Chest Guard Ring,Bone Mail,MIB,4434830
Pyramid Chest Ribbon,Maiden's Kiss,,4434830
Pyramid Chest Gold Hairpin,OmegaMedl,MIB,4434830
Solitary Island Chest 12000,Bolt Sword Magic Progressive,,4434830
Solitary Island Chest Hi-Potion,Thief's Glove,MIB,4434830
Solitary Island Chest Protect Drink,Vampire->MindBlst->WhiteWind,,4434830
Solitary Island Chest BeastKiller,Earth Hammer,,4434830
Solitary Island Chest RisingSun,Eyedrop,,4434830
Solitary Island Chest Guard Ring,Earth Hammer,,4434830
Solitary Island Chest Crystal Helm,Armor->Shell->Wall->Dispel,,4434830
Solitary Island Chest 9000,Artemis Bow,,4434830
Solitary Island Chest Elixir,Diamond Shield,,4434830
Solitary Island Chest DarkMatter,Bizen,MIB,4434830
Solitary Island Chest Circlet,Shiva->Ramuh->Ifrit->Bahmut,,4434830
Fork Tower L. Chest Ether,Flame Shield,,4434830
Fork Tower L. Chest Wonder Wand,Ice Sword Magic Progressive,,4434830
Fork Tower R. Chest Hi-Potion,Barrier,,4434830
Fork Tower R. Chest Defender Sword,MP +X%,,4434830
Great Trench Chest Water Scroll,100 gil,,4434830
Great Trench Chest Flame Ring,Staff of Light,,4434830
Great Trench Chest DragonFang,Diamond Armlet,,4434830
Great Trench Chest Ether,9500 gil,,4434830
Great Trench Chest Phoenix Down,HP +X%,,4434830
Great Trench Chest Kaiser Knuckles,Kaiser Knuckles,,4434830
Istory Falls Chest Ether,20000 gil,,4434830
Istory Falls Chest TurtleShell,Spear,,4434830
Istory Falls Chest Air Lance,Magic->Love@Song,,4434830
Istory Falls Chest Giant Drink,Training Suit,,4434830
Istory Falls Chest RuneEdge,Magic Lamp,,4434830
Istory Falls Chest Guard Ring,Brawl,,4434830
Istory Falls Chest Wall Ring,Venom->Drain->Break Sword,,4434830
Istory Falls Chest Phoenix Down,Flash->Time Slip->DethClaw,,4434830
Istory Falls Chest Enhancer,Antdt->Image->Heal,,4434830
Istory Falls Chest 12000,5000 gil,,4434830
Istory Falls Chest Artemis Bow,Kotetsu,,4434830
Istory Falls Chest Pinwheel,Elf Cape,,4434830
Istory Falls Chest Aegis Shield,Coral Sword,,4434830
Istory Falls Chest Giant's Axe,Charm->Hero@Song,,4434830
Phoenix Tower Pot 5000,Tricorn Hat,,4434830
Phoenix Tower Pot Phoenix Down,Tricorn Hat,,4434830
Phoenix Tower Pot 10000,Leather Armor,,4434830
Phoenix Tower Pot 15000,RegalCut,,4434830
Phoenix Tower Pot 20000,Tent,MIB,4434830
Phoenix Tower Pot Avis Killer,Ether,MIB,4434830
Phoenix Tower Pot 25000,Whip,MIB,4434830
Mirage Village Barrel Thief Knife,5000 gil,,4434830
Rift (Ruins) Chest Ether,Judgement Staff,,4434830
Rift (Ruins) Chest Cabin,Lumina Robe,,4434830
Rift (Ruins) Chest Elixir,White Ability Progressive,,4434830
Rift (Ruins) Chest DarkMatter,Ancient Sword,,4434830
Rift (Ruins) Chest Drain Sword,4900 gil,,4434830
Rift (Forest) Chest DragonFang,Lillith Rod,,4434830
Rift (Forest) Chest Ribbon,Lamia's Harp,,4434830
Rift (Forest) Chest Enhancer,Knife,,4434830
Rift (Forest) Chest Lillith Rod,Flash->Time Slip->DethClaw,,4434830
Rift (Cave) Chest Angel Ring,GbnPnch->Emision->Missle->Blwfsh,,4434830
Rift (Cave) Chest Coral Ring,Power Drink,,4434830
Rift (Castle) Chest Thor Hammer,Summon Ability Progressive,,4434830
Rift (Castle) Chest Running Shoes,4400 gil,,4434830
Rift (Castle) Chest Red Shoes,Partisan,,4434830
Rift (Castle) Chest Rainbow Dress,Life->Life2,,4434830
Rift (Castle) Chest ManEater,9000 gil,,4434830
The Void Chest Pinwheel,Staff,,4434830
The Void Chest Elixir,12000 gil,,4434830
The Void Chest Ragnarok,Bronze Armor,MIB,4434830
Byblos New,Coral Ring,,4434830
WingRaptor New,Tinkerbell,,4434830
Magisa & Forza New,Coral Ring,,4434830
LiquiFlame New,Genji Helm,,4434830
Sergeant & DeathClaw New,Avis Killer,,4434830
AdamanTiMi New,Avis Killer,,4434830
Chim.Brain New,Excalibur,,4434830
Puroboros New,Angel Ring,,4434830
Titan New,DblLance,,4434830
Gilgamesh 1 New,DoomCut,,4434830
Tyrasaurus New,Rune Axe,,4434830
Gilgamesh 3 & Enkidou New,Wizard Rod,,4434830
Carbunkle New,DblLance,,4434830
Odin New,Ribbon,,4434830
Leviathan New,Tinkerbell,,4434830
Stalker New,Murasume,,4434830
Ifrit New,Genji Shield,,4434830
Shiva New,Genji Shield,,4434830
Wind Crystal Knight,Giant's Gloves,,3149522
Wind Crystal BlueMage,Scan->Charm->Holy,,3149522
Wind Crystal BlackMage,Fire Sword Magic Progressive,,3149522
Wind Crystal WhiteMage,Void->Demi->Qrter->Old,,3149522
Wind Crystal Monk,Giyaman,,3149522
Wind Crystal Thief,Summon Ability Progressive,,3149522
Fire Crystal Mediator,DarkHood,,3149522
Fire Crystal Geomancer,Flail,,3149522
Fire Crystal Ninja,Thornlet,,3149522
Black Choco Crystals Bard,Power Staff,,3149522
Black Choco Crystals Hunter,Ice Bow,,3149522
Earth Crystal Samurai,Dagger,,3149522
Earth Crystal Dragoon,Chemist Job Crystal,,3149522
Earth Crystal Chemist,Summon Ability Progressive,,3149522
Earth Crystal Dancer,Freelancer Job Crystal,,3149522
Leviathan Esper Levia,Cabin,,3149522
Titan Titan,Sylph->Crbnkl->Phenix->Syldra,,3149522
Carbuncle Crbnkl,Armor->Shell->Wall->Dispel,,3149522
Syldra Syldra,Broadsword,,3149522
Odin Odin,Dimen Ability Progressive,,3149522
Phoenix Phenix,Javelin,,3149522
Bahamut Bahmut,Tiger Mask,,3149522
Life (or Strength) Song from Crescent Town bard Vitality,Artemis Bow,,3149522
Temptation Song at Lix Charm,Gungnir,,3149522
Love Song at Istory Love,Venom->Drain->Break,,3149522
Requiem Song at Kelb Requiem,Catch,,3149522
Speed Song at Surgate Speed,Bone Mail,,3149522
Magic Song at Ancient Library Magic,White Ability Progressive,,3149522
Power Song from Crescent Town Power,Kick,,3149522
Hero Song from Crescent Town Hero,Silver Harp,,3149522
"Fork Tower, two Magics Holy",Dbl Grip,,3149522
"Fork Tower, two Magics Flare",BlueMage Job Crystal,,3149522
Meteo Meteo,Rune Chime,,3149522
"5 potions in Wind Shrine, bottom left guy Potion",Cure White Magic Progressive,,3149522
"8 potions, Pirate after Torna Canal Key acquired Potion",Javelin,,3149522
Chancellor at Tycoon Healing Staff,Silver Harp,,3149522
Magisa & Forza Mythril Helm,Pinwheel,,3149522
CornaJar at Kelb CornaJar,Remora->Shoat->Levia,,3149522
Ribbon from girl in Rugor Ribbon,Armor->Shell->Wall->Dispel,,3149522
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,SwdSlap,,3149522
12 Kuzar Events Assassin,Mute->Size->Bersk,,3149522
12 Kuzar Events Apollo's Harp,????->Fusion->Exploder->DrkShock,,3149522
12 Kuzar Events Excalibur,Power Staff,,3149522
12 Kuzar Events Flame Whip,DiamndPlt,,3149522
12 Kuzar Events Earth Bell,2-Handed,,3149522
12 Kuzar Events Holy Lance,Stealth Suit,,3149522
12 Kuzar Events Masamune,Cotton Robe,,3149522
12 Kuzar Events Wizard Rod,OmegaMedl,,3149522
12 Kuzar Events Rune Axe,Giant Drink,,3149522
12 Kuzar Events Sage's Staff,Smoke,,3149522
12 Kuzar Events Sasuke,Void->Demi->Qrter->Old,,3149522
12 Kuzar Events Yoichi Bow,White Ability Progressive,,3149522
Shiva Shiva,Shiva->Ramuh->Ifrit->Bahmut,,3149522
Ifrit Ifrit,Dancing Dagger,,3149522
Water Crystal Samurai,Hunter Job Crystal,,3149522
Water Crystal Berserker,TurtleShell,,3149522
Water Crystal MysticKnight,Shuriken,,3149522
Water Crystal TimeMage,Regen->Float->Reset->Xzone,,3149522
Water Crystal Summoner,Mythril Helm,,3149522
Brave Blade Brave Blade,MysticKnight Job Crystal,,3149522
Chicken Knife Chicken Knife,Venom->Drain->Break Sword,,3149522
Tycoon Castle Cabin Cabin,MP +X%,,3149522
Walse Tower Chest GoGo,Control,,3149522
Pyramid Top Pyramid Tablet,RedMage Job Crystal,,3149522
Toad Event Toad,Venom->Drain->Break,,3149522
Aegis Shield Chest Aegis Shield,Phoenix Down,,3149522
Lone Wolf Barrel Cabin,Cabin,,3149522
Lone Wolf Chest Thunder Whip,Thunder Whip,,3149522
Moat Item Epee,Armor->Shell->Wall->Dispel,,3149522
Shop Backdoor Lamia Harp,Eyedrop,,3149522
Top of the Falls Magic Lamp,Ribbon,,3149522
Wind Shrine Chest Broadsword,Crystal Shield,,3149522
Beginner's House Chest Ether,Dragoon Lance,,3149522
Beginner's House Chest 100,Regen->Float->Reset->Xzone,,3149522
Beginner's House Chest Potion,Chicken Knife,MIB,3149522
Beginner's House Chest Phoenix Down,Mythril Armor,,3149522
Beginner's House Chest Tent,Katana,,3149522
Beginner's House Chest Leather Shoes,Guardian,,3149522
Pirate's Cave Chest Leather Cap,Broadsword,,3149522
Pirate's Cave Chest Tent,Soft,,3149522
Pirate's Cave Chest Ether,Knife,,3149522
Pirate's Cave Chest 300,Whip,,3149522
Wind Shrine Chest Tent,8000 gil,,3149522
Wind Shrine Chest Leather Cap,Pinwheel,,3149522
Wind Shrine Chest Staff,10000 gil,,3149522
Tule Barrel 150,990 gil,,3149522
Tule Box Leather Shoes,Equip Ribbon,,3149522
Tule Barrel Potion,Mute->Psych->Holy Sword,,3149522
Tule Box Tent,Fire Black Magic Progressive,,3149522
Tule Bush Phoenix Down,Animals->Aim->X-Fight,,3149522
Ship Graveyard Chest Flail,Gaia Gear,,3149522
Ship Graveyard Chest Phoenix Down,Thornlet,,3149522
Ship Graveyard Chest Tent,Evade,,3149522
Ship Graveyard Box 990,12000 gil,,3149522
Ship Graveyard Chest Potion,Defender Sword,,3149522
Ship Graveyard Chest Antidote,Excailbur,,3149522
Carwen Barrel Antidote,5000 gil,,3149522
Carwen Box Ice Rod,9900 gil,,3149522
Carwen Pot 1000,Angel Ring,,3149522
North Mountain Chest Soft,Potion,,3149522
North Mountain Chest Phoenix Down,Monk Job Crystal,,3149522
Walse Town Pot Glasses,Glasses,,3149522
Tycoon Castle Pot Hi-Potion,Judgement Staff,,3149522
Tycoon Castle Pot Ether,Soft,,3149522
Tycoon Castle Barrel Elixir,10000 gil,,3149522
Tycoon Castle Barrel Phoenix Down,Sylph->Crbnkl->Phenix->Syldra,,3149522
Tycoon Castle Barrel Cabin,Tent,,3149522
Tycoon Castle Pot Elixir,Elixir,,3149522
Tycoon Castle Pot Phoenix Down,Apollo's Harp,,3149522
Tycoon Castle Pot Maiden's Kiss,Maiden's Kiss,,3149522
Tycoon Castle Chest Shuriken,BeastKiller,,3149522
Tycoon Castle Chest Giyaman,4400 gil,,3149522
Tycoon Castle Chest Katana,Revive,,3149522
Walse Castle Chest Elf Cape,Chocob->Titan->Golem->Odin,,3149522
Walse Castle Pot 1000,Charm->Hero@Song,,3149522
Walse Castle Pot Drag,150 gil,,3149522
Walse Castle Box 490,5000 gil,,3149522
Walse Castle Barrel Tent,Darkness Bow,,3149522
Walse Castle Barrel Phoenix Down,100 gil,,3149522
Walse Tower Chest Silk robe,Ancient Sword,,3149522
Walse Tower Chest Maiden's Kiss,Defender Sword,,3149522
Walse Tower Chest Silver Armlet,Sleep->Psych->Doom,,3149522
Walse Tower Chest Ether,Void->Demi->Qrter->Old,,3149522
Tycoon Meteor Chest Phoenix Down,Chocob->Titan->Golem->Odin,,3149522
Karnak Castle Chest Gungnir,Chain Whip,MIB,3149522
Karnak Castle Chest Thunder Scroll,Ether,MIB,3149522
Karnak Castle Chest 2000,Running Shoes,MIB,3149522
Karnak Castle Chest Elixir,Battle Axe,MIB,3149522
Karnak Castle Chest Ribbon,Strength,MIB,3149522
Karnak Castle Chest Shuriken,Speed Drink,MIB,3149522
Karnak Castle Chest Elf Cape,Genji Shield,MIB,3149522
Karnak Castle Chest Guardian,Thunder Whip,MIB,3149522
Karnak Town Barrel Fire Rod,Dagger,,3149522
Steamship Chest Cabin,Cursed Shield,,3149522
Steamship Chest Phoenix Down,Mimic Job Crystal,,3149522
Steamship Chest Elixir,15000 gil,,3149522
Steamship Chest GrnBeret,Iron Helm,,3149522
Steamship Chest Thief's Glove,Vampire->MindBlst->WhiteWind,,3149522
Ancient Library Chest Ether,Summoner Job Crystal,,3149522
Ancient Library Chest Phoenix Down,Red1->Red2->Red3->X-Magic,,3149522
Ancient Library Chest Stealth Suit,Leather Armor,,3149522
Jacole Cave Chest Shuriken,12000 gil,,3149522
Jacole Cave Chest Tent,Haste->Exit->Hast2->Quick,,3149522
Ruined City Chest Shuriken,Bolt Sword Magic Progressive,,3149522
Ruined City Chest Size,Knight Job Crystal,,3149522
Flying Lonka Ruins Chest Golden Armor,100 gil,,3149522
Flying Lonka Ruins Chest Elixir,Brawl,,3149522
Flying Lonka Ruins Chest Phoenix Down,Rainbow Dress,,3149522
Flying Lonka Ruins Chest Golden Shield,Dragon's Whisker,,3149522
Steamship Chest Mythril Glove,Wonder Wand,,3149522
Steamship Chest Full Moon,Speed Drink,,3149522
Flying Lonka Ruins Chest Hi-Potion,Escape,,3149522
Flying Lonka Ruins Chest 5000,5000 gil,,3149522
Flying Lonka Ruins Chest Shuriken,Capture,,3149522
Flying Lonka Ruins Chest Ancient Sword,Sleep->Bio->Flare Sword,,3149522
Flying Lonka Ruins Chest Full Moon,Dance,,3149522
Flying Lonka Ruins Chest Power Wrist,Glasses,,3149522
Flying Lonka Ruins Chest Ether,AntiMagic Bow,,3149522
Flying Lonka Ruins Chest Cabin,Elf Cape,,3149522
Exdeath's Castle Chest Ether,Flame Shield,,3149522
Exdeath's Castle Chest Diamond Shield,10000 gil,,3149522
Exdeath's Castle Chest Ice Shield,CornaJar,,3149522
Exdeath's Castle Chest Elixir,TurtleShell,,3149522
Exdeath's Castle Chest Gale Bow,Mythril Staff,,3149522
Exdeath's Castle Chest IceBrand,Guard Ring,,3149522
Exdeath's Castle Chest Kotetsu,Life->Life2,,3149522
Exdeath's Castle Chest 9900,8000 gil,,3149522
Exdeath's Castle Chest 8000,Air Blade,,3149522
Exdeath's Castle Chest DblLance,Throw,,3149522
Exdeath's Castle Chest Partisan,Kotetsu,,3149522
Exdeath's Castle Chest Pinwheel,Summon Ability Progressive,,3149522
Moogle Cave Chest 4400,Flame Scroll,,3149522
Moogle Cave Chest Phoenix Down,Slash,,3149522
Moogle Village Chest Cabin,MgcSword Ability Progressive,,3149522
Moogle Village Chest Dancing Dagger,Speed->Requiem Song,,3149522
Moogle Village Chest 1,100 gil,,3149522
Moogle Village Chest 10000,Sleep->Psych->Doom,,3149522
Moogle Village Chest Phoenix Down,1000 gil,,3149522
Moogle Village Chest Ether,2000 gil,,3149522
Moogle Village Chest Elf Cape,2500 gil,,3149522
Bal Castle Chest Angel Gwn,25000 gil,,3149522
Bal Castle Chest Hero Drink,L4Qrter->L3Flare->L2Old->L5Doom,,3149522
Bal Castle Chest Exit,DrgnCrest,,3149522
Hiryuu Valley Skull Bone Mail,490 gil,,3149522
Hiryuu Valley Chest 5000,10000 gil,,3149522
Hiryuu Valley Chest Cabin,Samurai Job Crystal,,3149522
Hiryuu Valley Chest 7000,HP +X%,,3149522
Hiryuu Valley Chest Coronet,300 gil,,3149522
Hiryuu Valley Chest Air Blade,Animals->Aim->X-Fight,,3149522
Hiryuu Valley Chest Phoenix Down,Full Moon,,3149522
Surgate Castle Chest 5000,Magus,,3149522
Surgate Castle Chest Float,Fire Bow,,3149522
Barrier Tower Chest Drain Sword,Golem,,3149522
Barrier Tower Chest 9000,Mythril Sword,MIB,3149522
Barrier Tower Chest 18000,5000 gil,,3149522
Barrier Tower Chest Gold Hairpin,RuneEdge,MIB,3149522
Mua Town Barrel Guardian,Guardian,,3149522
Mua Forest Chest 2500,Ninja Job Crystal,,3149522
Mua Forest Chest Ether,L4Qrter->L3Flare->L2Old->L5Doom,,3149522
Mua Forest Chest 4900,2500 gil,,3149522
Mua Forest Chest Phoenix Down,Phoenix Down,,3149522
Mua Forest Chest 9500,Chocob->Titan->Golem->Odin,,3149522
Mua Forest Chest Soot,2000 gil,,3149522
Mua Forest Chest Flametongue,Mythril Staff,,3149522
Mua Forest Chest Cabin,Holy Lance,,3149522
Mua Forest Chest Giant Drink,Geomancer Job Crystal,,3149522
Mua Forest Chest Elixir,White Ability Progressive,,3149522
Mua Forest Chest Morning Star,Morning Star,,3149522
Solitary Island Chest Ether,Bolt Sword Magic Progressive,,3149522
Solitary Island Chest DragonFang,Red1->Red2->Red3->X-Magic,,3149522
Pyramid Chest Elixir,Dragoon Job Crystal,,3149522
Pyramid Chest Black Robe,Assassin,MIB,3149522
Pyramid Chest Thornlet,DrgnCrest,,3149522
Pyramid Chest DarkMatter,Bronze Helm,MIB,3149522
Pyramid Chest Crystal Armor,Mythril Staff,MIB,3149522
Pyramid Chest Cursed Ring,Golden Shield,,3149522
Pyramid Chest Ice Shield,Aegis Shield,,3149522
Pyramid Chest Flame Shield,CopperPlt,,3149522
Pyramid Chest White Robe,Power Staff,MIB,3149522
Pyramid Chest DarkSuit,Thief Knife,MIB,3149522
Pyramid Chest 9000,Coral Sword,MIB,3149522
Pyramid Chest 8000,Yoichi Bow,MIB,3149522
Pyramid Chest Earth Hammer,Cursed Shield,,3149522
Pyramid Chest 10000,Power Staff,,3149522
Pyramid Chest Cabin,Silver Bow,,3149522
Pyramid Chest 12000,Bizen,MIB,3149522
Pyramid Chest Guard Ring,Guard Ring,,3149522
Pyramid Chest Ribbon,OmegaMedl,MIB,3149522
Pyramid Chest Gold Hairpin,Silver Plate,MIB,3149522
Solitary Island Chest 12000,Guard Ring,,3149522
Solitary Island Chest Hi-Potion,Dimen Ability Progressive,,3149522
Solitary Island Chest Protect Drink,9500 gil,,3149522
Solitary Island Chest BeastKiller,Sylph->Crbnkl->Phenix->Syldra,,3149522
Solitary Island Chest RisingSun,Eyedrop,MIB,3149522
Solitary Island Chest Guard Ring,Coral Sword,,3149522
Solitary Island Chest Crystal Helm,Image,,3149522
Solitary Island Chest 9000,MgcSword Ability Progressive,,3149522
Solitary Island Chest Elixir,Antdt->Image->Heal,,3149522
Solitary Island Chest DarkMatter,Armor->Shell->Wall->Dispel,,3149522
Solitary Island Chest Circlet,RisingSun,MIB,3149522
Fork Tower L. Chest Ether,2000 gil,,3149522
Fork Tower L. Chest Wonder Wand,Magic Lamp,,3149522
Fork Tower R. Chest Hi-Potion,1000 gil,,3149522
Fork Tower R. Chest Defender Sword,Mage Masher,,3149522
Great Trench Chest Water Scroll,1000 gil,,3149522
Great Trench Chest Flame Ring,Bolt Black Magic Progressive,,3149522
Great Trench Chest DragonFang,Dimen Ability Progressive,,3149522
Great Trench Chest Ether,Thor Hammer,,3149522
Great Trench Chest Phoenix Down,20000 gil,,3149522
Great Trench Chest Kaiser Knuckles,1000 gil,,3149522
Istory Falls Chest Ether,Venom->Drain->Break,,3149522
Istory Falls Chest TurtleShell,Toad->Bio->Flare,,3149522
Istory Falls Chest Air Lance,Air Lance,,3149522
Istory Falls Chest Giant Drink,GuardOff->Hammer->MghtyGrd,,3149522
Istory Falls Chest RuneEdge,Brave Blade,,3149522
Istory Falls Chest Guard Ring,GuardOff->Hammer->MghtyGrd,,3149522
Istory Falls Chest Wall Ring,Equip Spears,,3149522
Istory Falls Chest Phoenix Down,Enhancer,,3149522
Istory Falls Chest Enhancer,Sing,,3149522
Istory Falls Chest 12000,L4Qrter->L3Flare->L2Old->L5Doom,,3149522
Istory Falls Chest Artemis Bow,12000 gil,,3149522
Istory Falls Chest Pinwheel,Pinwheel,,3149522
Istory Falls Chest Aegis Shield,Iron Shield,,3149522
Istory Falls Chest Giant's Axe,Condemn->Roulette->AquaRake,,3149522
Phoenix Tower Pot 5000,Cabin,MIB,3149522
Phoenix Tower Pot Phoenix Down,Diamond Armlet,MIB,3149522
Phoenix Tower Pot 10000,4900 gil,,3149522
Phoenix Tower Pot 15000,Masamune,MIB,3149522
Phoenix Tower Pot 20000,Mythril Staff,MIB,3149522
Phoenix Tower Pot Avis Killer,Wind Spear,,3149522
Phoenix Tower Pot 25000,Remora->Shoat->Levia,,3149522
Mirage Village Barrel Thief Knife,9500 gil,,3149522
Rift (Ruins) Chest Ether,Sage's Staff,,3149522
Rift (Ruins) Chest Cabin,Mythril Knife,,3149522
Rift (Ruins) Chest Elixir,9000 gil,,3149522
Rift (Ruins) Chest DarkMatter,Bandana,,3149522
Rift (Ruins) Chest Drain Sword,Ice Sword Magic Progressive,,3149522
Rift (Forest) Chest DragonFang,Speed Drink,,3149522
Rift (Forest) Chest Ribbon,TimeMage Job Crystal,,3149522
Rift (Forest) Chest Enhancer,MgcSword Ability Progressive,,3149522
Rift (Forest) Chest Lillith Rod,4900 gil,,3149522
Rift (Cave) Chest Angel Ring,Gungnir,,3149522
Rift (Cave) Chest Coral Ring,Venom->Drain->Break Sword,,3149522
Rift (Castle) Chest Thor Hammer,300 gil,,3149522
Rift (Castle) Chest Running Shoes,DblLance,,3149522
Rift (Castle) Chest Red Shoes,Dimen Ability Progressive,,3149522
Rift (Castle) Chest Rainbow Dress,Forged,,3149522
Rift (Castle) Chest ManEater,Rod,,3149522
The Void Chest Pinwheel,Kaiser Knuckles,,3149522
The Void Chest Elixir,Equip Harps,,3149522
The Void Chest Ragnarok,Genji Gloves,MIB,3149522
Byblos New,Thor Hammer,,3149522
Karlabos New,DoomCut,,3149522
Galura New,Aegis Shield,,3149522
LiquiFlame New,DoomCut,,3149522
Sandworm New,Genji Gloves,,3149522
AdamanTiMi New,Artemis Bow,,3149522
Sol Cannon New,Aegis Shield,,3149522
Gilgamesh 1 New,DoomCut,,3149522
Tyrasaurus New,DoomCut,,3149522
Gilgamesh 3 & Enkidou New,Earth Hammer,,3149522
Atmos New,CornaJar,,3149522
Guardians New,Tempest,,3149522
Gilgamesh 4 New,Yoichi Bow,,3149522
Merugene New,Masamune,,3149522
"Triton, Neregeid & Phobos New",Excalibur,,3149522
Minotauros New,25000 gil,,3149522
Leviathan New,Flame Ring,,3149522
Stalker New,Dragon's Whisker,,3149522
