check,reward,value
Beginner's House Chest 100,White Robe,1
Beginner's House Chest 100,Wizard Rod,1
Beginner's House Chest Ether,Angel Ring,1
Beginner's House Chest Ether,Brave Blade,1
Beginner's House Chest Ether,Catch,1
Beginner's House Chest Ether,Cover,1
Beginner's House Chest Ether,Crystal Armor,1
Beginner's House Chest Ether,Crystal Helm,1
Beginner's House Chest Ether,Crystal Shield,1
Beginner's House Chest Ether,Cursed Ring,1
Beginner's House Chest Ether,Dbl Grip,1
Beginner's House Chest Ether,Diamond Armor,2
Beginner's House Chest Ether,Diamond Helm,1
Beginner's House Chest Ether,DragonFang,1
Beginner's House Chest Ether,Equip Bows,1
Beginner's House Chest Ether,Equip Shield,1
Beginner's House Chest Ether,Fire Rod,1
Beginner's House Chest Ether,Flame Ring,1
Beginner's House Chest Ether,Flame Shield,1
Beginner's House Chest Ether,Flame Whip,1
Beginner's House Chest Ether,Full Moon,1
Beginner's House Chest Ether,Genji Armor,1
Beginner's House Chest Ether,Giant Drink,1
Beginner's House Chest Ether,Giant's Axe,1
Beginner's House Chest Ether,Glasses,1
Beginner's House Chest Ether,Gold Hairpin,2
Beginner's House Chest Ether,GrnBeret,1
Beginner's House Chest Ether,Gungnir,1
Beginner's House Chest Ether,Hide,1
Beginner's House Chest Ether,IceBrand,1
Beginner's House Chest Ether,Iron Shield,1
Beginner's House Chest Ether,Kick,1
Beginner's House Chest Ether,Kunai,1
Beginner's House Chest Ether,Leather Shoes,1
Beginner's House Chest Ether,ManEater,1
Beginner's House Chest Ether,Murasume,1
Beginner's House Chest Ether,Mythril Hammer,1
Beginner's House Chest Ether,Mythril Knife,1
Beginner's House Chest Ether,Mythril Spear,1
Beginner's House Chest Ether,Orialcon,1
Beginner's House Chest Ether,Pinwheel,1
Beginner's House Chest Ether,Power Staff,1
Beginner's House Chest Ether,Rainbow Dress,1
Beginner's House Chest Ether,Red Lv.2,1
Beginner's House Chest Ether,Red Lv.3,1
Beginner's House Chest Ether,Red Shoes,1
Beginner's House Chest Ether,RegalCut,1
Beginner's House Chest Ether,Revivify,1
Beginner's House Chest Ether,Rod,2
Beginner's House Chest Ether,Smoke,1
Beginner's House Chest Ether,Soot,1
Beginner's House Chest Ether,Tent,1
Beginner's House Chest Ether,Thornlet,2
Beginner's House Chest Ether,Thunder Rod,1
Beginner's House Chest Ether,Training Suit,1
Beginner's House Chest Ether,TurtleShell,1
Beginner's House Chest Ether,Wall Ring,1
Beginner's House Chest Ether,Water Scroll,1
Beginner's House Chest Ether,White Robe,1
Beginner's House Chest Leather Shoes,Air Lance,2
Beginner's House Chest Leather Shoes,Ancient Sword,1
Beginner's House Chest Leather Shoes,Angel Ring,1
Beginner's House Chest Leather Shoes,Battle Axe,1
Beginner's House Chest Leather Shoes,Black Robe,2
Beginner's House Chest Leather Shoes,Bronze Shield,1
Beginner's House Chest Leather Shoes,Coral Sword,1
Beginner's House Chest Leather Shoes,CornaJar,2
Beginner's House Chest Leather Shoes,Coronet,1
Beginner's House Chest Leather Shoes,Cotton Robe,1
Beginner's House Chest Leather Shoes,Crystal Shield,1
Beginner's House Chest Leather Shoes,Cursed Ring,1
Beginner's House Chest Leather Shoes,Dagger,1
Beginner's House Chest Leather Shoes,DarkSuit,1
Beginner's House Chest Leather Shoes,DblLance,1
Beginner's House Chest Leather Shoes,Dragon's Whisker,1
Beginner's House Chest Leather Shoes,Drain Sword,1
Beginner's House Chest Leather Shoes,Dream Harp,1
Beginner's House Chest Leather Shoes,DrgnCrest,1
Beginner's House Chest Leather Shoes,Earth Hammer,2
Beginner's House Chest Leather Shoes,Elixir,1
Beginner's House Chest Leather Shoes,Epee Sword,1
Beginner's House Chest Leather Shoes,Eyedrop,1
Beginner's House Chest Leather Shoes,Flail,2
Beginner's House Chest Leather Shoes,Flame Ring,1
Beginner's House Chest Leather Shoes,Forged,1
Beginner's House Chest Leather Shoes,Gauntlets,1
Beginner's House Chest Leather Shoes,Genji Gloves,1
Beginner's House Chest Leather Shoes,Giant's Gloves,1
Beginner's House Chest Leather Shoes,Glasses,1
Beginner's House Chest Leather Shoes,Gold Hairpin,1
Beginner's House Chest Leather Shoes,Golden Armor,3
Beginner's House Chest Leather Shoes,Golden Helm,1
Beginner's House Chest Leather Shoes,Golden Shield,1
Beginner's House Chest Leather Shoes,Healing Staff,1
Beginner's House Chest Leather Shoes,HiPotion,1
Beginner's House Chest Leather Shoes,Ice Bow,2
Beginner's House Chest Leather Shoes,Ice Rod,1
Beginner's House Chest Leather Shoes,Iron Shield,3
Beginner's House Chest Leather Shoes,Javelin,1
Beginner's House Chest Leather Shoes,Judgement Staff,1
Beginner's House Chest Leather Shoes,Katana,1
Beginner's House Chest Leather Shoes,Killer Bow,1
Beginner's House Chest Leather Shoes,Knife,1
Beginner's House Chest Leather Shoes,Lamia's Harp,1
Beginner's House Chest Leather Shoes,Leather Cap,1
Beginner's House Chest Leather Shoes,Lumina Robe,1
Beginner's House Chest Leather Shoes,Magic Lamp,1
Beginner's House Chest Leather Shoes,Mirage Vest,1
Beginner's House Chest Leather Shoes,Mythril Glove,1
Beginner's House Chest Leather Shoes,Mythril Helm,1
Beginner's House Chest Leather Shoes,Mythril Knife,3
Beginner's House Chest Leather Shoes,Mythril Shield,1
Beginner's House Chest Leather Shoes,Mythril Spear,1
Beginner's House Chest Leather Shoes,Mythril Staff,1
Beginner's House Chest Leather Shoes,Mythril Sword,2
Beginner's House Chest Leather Shoes,OmegaMedl,1
Beginner's House Chest Leather Shoes,Pinwheel,2
Beginner's House Chest Leather Shoes,Plumed Hat,1
Beginner's House Chest Leather Shoes,Power Wrist,1
Beginner's House Chest Leather Shoes,RuneEdge,1
Beginner's House Chest Leather Shoes,Sage's Staff,2
Beginner's House Chest Leather Shoes,Silk robe,1
Beginner's House Chest Leather Shoes,Silver Plate,2
Beginner's House Chest Leather Shoes,Speed Drink,1
Beginner's House Chest Leather Shoes,Staff of Light,2
Beginner's House Chest Leather Shoes,Stealth Suit,1
Beginner's House Chest Leather Shoes,Tempest,1
Beginner's House Chest Leather Shoes,Tent,1
Beginner's House Chest Leather Shoes,Thief Knife,1
Beginner's House Chest Leather Shoes,Thief's Glove,3
Beginner's House Chest Leather Shoes,Thornlet,1
Beginner's House Chest Leather Shoes,Thunder Bow,1
Beginner's House Chest Leather Shoes,Thunder Scroll,1
Beginner's House Chest Leather Shoes,Trident,1
Beginner's House Chest Leather Shoes,TurtleShell,1
Beginner's House Chest Leather Shoes,Venom Axe,1
Beginner's House Chest Leather Shoes,Water Scroll,2
Beginner's House Chest Leather Shoes,Whip,1
Beginner's House Chest Leather Shoes,Wizard Rod,1
Beginner's House Chest Phoenix Down,Ancient Sword,1
Beginner's House Chest Phoenix Down,Avis Killer,1
Beginner's House Chest Phoenix Down,Bandana,1
Beginner's House Chest Phoenix Down,Blue,1
Beginner's House Chest Phoenix Down,Broadsword,1
Beginner's House Chest Phoenix Down,Bronze Helm,1
Beginner's House Chest Phoenix Down,Bronze Shield,1
Beginner's House Chest Phoenix Down,Cabin,1
Beginner's House Chest Phoenix Down,Capture,1
Beginner's House Chest Phoenix Down,Catch,1
Beginner's House Chest Phoenix Down,Circlet,1
Beginner's House Chest Phoenix Down,Cursed Ring,1
Beginner's House Chest Phoenix Down,DarkHood,1
Beginner's House Chest Phoenix Down,DarkMatter,1
Beginner's House Chest Phoenix Down,DblLance,1
Beginner's House Chest Phoenix Down,Defender Sword,2
Beginner's House Chest Phoenix Down,Diamond Armlet,2
Beginner's House Chest Phoenix Down,DmgFloor,1
Beginner's House Chest Phoenix Down,DoomCut,1
Beginner's House Chest Phoenix Down,Dream Harp,2
Beginner's House Chest Phoenix Down,Earth Hammer,2
Beginner's House Chest Phoenix Down,Elixir,1
Beginner's House Chest Phoenix Down,Enhancer,1
Beginner's House Chest Phoenix Down,Equip Armors,1
Beginner's House Chest Phoenix Down,Equip Bows,1
Beginner's House Chest Phoenix Down,Evade,1
Beginner's House Chest Phoenix Down,Flail,1
Beginner's House Chest Phoenix Down,Flame Whip,1
Beginner's House Chest Phoenix Down,Flametongue,1
Beginner's House Chest Phoenix Down,Gaia Gear,1
Beginner's House Chest Phoenix Down,Genji Gloves,1
Beginner's House Chest Phoenix Down,Giant Drink,1
Beginner's House Chest Phoenix Down,Giyaman,1
Beginner's House Chest Phoenix Down,Golden Helm,1
Beginner's House Chest Phoenix Down,Hero Drink,1
Beginner's House Chest Phoenix Down,Ice Bow,1
Beginner's House Chest Phoenix Down,Iron Shield,1
Beginner's House Chest Phoenix Down,Javelin,1
Beginner's House Chest Phoenix Down,Judgement Staff,1
Beginner's House Chest Phoenix Down,Knife,1
Beginner's House Chest Phoenix Down,Kotetsu,1
Beginner's House Chest Phoenix Down,Lamia's Harp,1
Beginner's House Chest Phoenix Down,Leather Armor,1
Beginner's House Chest Phoenix Down,Leather Shoes,1
Beginner's House Chest Phoenix Down,Lillith Rod,1
Beginner's House Chest Phoenix Down,LuckMallet,1
Beginner's House Chest Phoenix Down,ManEater,1
Beginner's House Chest Phoenix Down,Mythril Armor,1
Beginner's House Chest Phoenix Down,Mythril Hammer,1
Beginner's House Chest Phoenix Down,Orialcon,2
Beginner's House Chest Phoenix Down,Plumed Hat,1
Beginner's House Chest Phoenix Down,Power Wrist,1
Beginner's House Chest Phoenix Down,Protect Drink,1
Beginner's House Chest Phoenix Down,Red Lv.2,1
Beginner's House Chest Phoenix Down,Red Shoes,1
Beginner's House Chest Phoenix Down,Ribbon,1
Beginner's House Chest Phoenix Down,Rod,1
Beginner's House Chest Phoenix Down,Rune Chime,1
Beginner's House Chest Phoenix Down,Running Shoes,1
Beginner's House Chest Phoenix Down,Shoat,4
Beginner's House Chest Phoenix Down,Silver Armlet,1
Beginner's House Chest Phoenix Down,Sing,1
Beginner's House Chest Phoenix Down,Slumber Sword,1
Beginner's House Chest Phoenix Down,Speed Drink,1
Beginner's House Chest Phoenix Down,SwdSlap,1
Beginner's House Chest Phoenix Down,Terrain,1
Beginner's House Chest Phoenix Down,Thunder Scroll,1
Beginner's House Chest Phoenix Down,Tricorn Hat,1
Beginner's House Chest Phoenix Down,TurtleShell,1
Beginner's House Chest Phoenix Down,Venom Axe,1
Beginner's House Chest Phoenix Down,Yoichi Bow,1
Beginner's House Chest Potion,Aegis Shield,2
Beginner's House Chest Potion,Air Lance,2
Beginner's House Chest Potion,Analyze,1
Beginner's House Chest Potion,Ancient Sword,1
Beginner's House Chest Potion,Artemis Bow,1
Beginner's House Chest Potion,Bandana,1
Beginner's House Chest Potion,Black Robe,2
Beginner's House Chest Potion,Broadsword,1
Beginner's House Chest Potion,Bronze Helm,1
Beginner's House Chest Potion,Bronze Shield,1
Beginner's House Chest Potion,Combine,1
Beginner's House Chest Potion,CopperPlt,1
Beginner's House Chest Potion,Coral Ring,2
Beginner's House Chest Potion,Coronet,1
Beginner's House Chest Potion,Cotton Robe,1
Beginner's House Chest Potion,Crystal Armor,1
Beginner's House Chest Potion,Crystal Helm,1
Beginner's House Chest Potion,Dagger,2
Beginner's House Chest Potion,DarkHood,1
Beginner's House Chest Potion,Darkness Bow,1
Beginner's House Chest Potion,DblLance,1
Beginner's House Chest Potion,DiamndPlt,1
Beginner's House Chest Potion,Diamond Helm,3
Beginner's House Chest Potion,Drain Sword,1
Beginner's House Chest Potion,Dream Harp,2
Beginner's House Chest Potion,Evade,1
Beginner's House Chest Potion,Flame Scroll,1
Beginner's House Chest Potion,Flametongue,1
Beginner's House Chest Potion,Full Moon,1
Beginner's House Chest Potion,Gaia Gear,1
Beginner's House Chest Potion,Gauntlets,1
Beginner's House Chest Potion,Genji Shield,1
Beginner's House Chest Potion,Giant Drink,1
Beginner's House Chest Potion,GilToss,1
Beginner's House Chest Potion,Gold Hairpin,1
Beginner's House Chest Potion,Golden Armor,1
Beginner's House Chest Potion,Gungnir,1
Beginner's House Chest Potion,Ice Bow,2
Beginner's House Chest Potion,Iron Helm,1
Beginner's House Chest Potion,Iron Shield,1
Beginner's House Chest Potion,Kotetsu,1
Beginner's House Chest Potion,Lamia's Harp,1
Beginner's House Chest Potion,Leather Shoes,2
Beginner's House Chest Potion,Magus,1
Beginner's House Chest Potion,Mimic,1
Beginner's House Chest Potion,Morning Star,1
Beginner's House Chest Potion,Mythril Armor,1
Beginner's House Chest Potion,Mythril Helm,1
Beginner's House Chest Potion,Mythril Staff,1
Beginner's House Chest Potion,Ogre Killer,1
Beginner's House Chest Potion,Orialcon,1
Beginner's House Chest Potion,Pinwheel,1
Beginner's House Chest Potion,Ramuh,2
Beginner's House Chest Potion,Ribbon,2
Beginner's House Chest Potion,Rod,1
Beginner's House Chest Potion,Rune Chime,1
Beginner's House Chest Potion,Silver Harp,1
Beginner's House Chest Potion,Sing,1
Beginner's House Chest Potion,Slumber Sword,1
Beginner's House Chest Potion,Spear,1
Beginner's House Chest Potion,Staff of Light,1
Beginner's House Chest Potion,Strength,1
Beginner's House Chest Potion,Tame,1
Beginner's House Chest Potion,Throw,1
Beginner's House Chest Potion,Thunder Rod,1
Beginner's House Chest Potion,Training Suit,1
Beginner's House Chest Potion,Whip,1
Beginner's House Chest Tent,Ancient Sword,1
Beginner's House Chest Tent,Angel Gwn,1
Beginner's House Chest Tent,Apollo's Harp,1
Beginner's House Chest Tent,Bandana,1
Beginner's House Chest Tent,Barrier,1
Beginner's House Chest Tent,Bizen,1
Beginner's House Chest Tent,Broadsword,1
Beginner's House Chest Tent,Chicken Knife,1
Beginner's House Chest Tent,Cover,1
Beginner's House Chest Tent,Crystal Armor,2
Beginner's House Chest Tent,Crystal Helm,1
Beginner's House Chest Tent,Dagger,2
Beginner's House Chest Tent,DarkSuit,1
Beginner's House Chest Tent,DiamndPlt,1
Beginner's House Chest Tent,Diamond Armlet,1
Beginner's House Chest Tent,Dragoon Lance,1
Beginner's House Chest Tent,Dream Harp,1
Beginner's House Chest Tent,Earth Hammer,1
Beginner's House Chest Tent,Elixir,1
Beginner's House Chest Tent,Elven Bow,1
Beginner's House Chest Tent,Epee Sword,1
Beginner's House Chest Tent,Equip Axes,1
Beginner's House Chest Tent,Ether,1
Beginner's House Chest Tent,Eyedrop,1
Beginner's House Chest Tent,Flame Ring,1
Beginner's House Chest Tent,Genji Gloves,2
Beginner's House Chest Tent,Giant Drink,1
Beginner's House Chest Tent,Golden Armor,1
Beginner's House Chest Tent,Golden Helm,1
Beginner's House Chest Tent,Healing Staff,1
Beginner's House Chest Tent,Hero Drink,2
Beginner's House Chest Tent,Hide,1
Beginner's House Chest Tent,Iron Helm,1
Beginner's House Chest Tent,Iron Shield,1
Beginner's House Chest Tent,Javelin,1
Beginner's House Chest Tent,Katana,1
Beginner's House Chest Tent,Lamia's Harp,1
Beginner's House Chest Tent,Leather Shield,1
Beginner's House Chest Tent,Leather Shoes,1
Beginner's House Chest Tent,LuckMallet,1
Beginner's House Chest Tent,Maiden's Kiss,1
Beginner's House Chest Tent,Masamune,1
Beginner's House Chest Tent,Mythril Hammer,1
Beginner's House Chest Tent,Mythril Knife,1
Beginner's House Chest Tent,Partisan,1
Beginner's House Chest Tent,Potion,1
Beginner's House Chest Tent,Power Staff,1
Beginner's House Chest Tent,Pray,1
Beginner's House Chest Tent,Ragnarok,1
Beginner's House Chest Tent,Revive,2
Beginner's House Chest Tent,Ribbon,1
Beginner's House Chest Tent,RisingSun,1
Beginner's House Chest Tent,Rune Axe,1
Beginner's House Chest Tent,Rune Chime,1
Beginner's House Chest Tent,Silver Harp,1
Beginner's House Chest Tent,Slash,1
Beginner's House Chest Tent,Staff,1
Beginner's House Chest Tent,Stealth Suit,1
Beginner's House Chest Tent,Tempest,1
Beginner's House Chest Tent,Thief Knife,1
Beginner's House Chest Tent,Thunder Bow,1
Beginner's House Chest Tent,Thunder Whip,2
Beginner's House Chest Tent,Tricorn Hat,1
Beginner's House Chest Tent,Venom Rod,2
Beginner's House Chest Tent,Whip,1
Beginner's House Chest Tent,X-Magic,1
Black Choco Crystals Bard,Analyze,1
Black Choco Crystals Bard,AntiMagic Bow,1
Black Choco Crystals Bard,Bard's Surplice,1
Black Choco Crystals Bard,Brawl,1
Black Choco Crystals Bard,Chain Whip,1
Black Choco Crystals Bard,Chicken Knife,1
Black Choco Crystals Bard,CornaJar,1
Black Choco Crystals Bard,Crystal Shield,1
Black Choco Crystals Bard,Dbl Grip,1
Black Choco Crystals Bard,Defender Sword,1
Black Choco Crystals Bard,Diamond Armlet,1
Black Choco Crystals Bard,Drain Sword,1
Black Choco Crystals Bard,Earth Bell,1
Black Choco Crystals Bard,Epee Sword,1
Black Choco Crystals Bard,Evade,1
Black Choco Crystals Bard,Excalibur,1
Black Choco Crystals Bard,Fire Rod,1
Black Choco Crystals Bard,Flame Scroll,2
Black Choco Crystals Bard,Genji Gloves,1
Black Choco Crystals Bard,Giant Drink,1
Black Choco Crystals Bard,Giant's Axe,2
Black Choco Crystals Bard,GilToss,2
Black Choco Crystals Bard,Golden Shield,1
Black Choco Crystals Bard,GrnBeret,1
Black Choco Crystals Bard,Guard Ring,1
Black Choco Crystals Bard,Hero Drink,1
Black Choco Crystals Bard,HiPotion,1
Black Choco Crystals Bard,Iron Armor,1
Black Choco Crystals Bard,Kotetsu,1
Black Choco Crystals Bard,Kunai,1
Black Choco Crystals Bard,Magus,1
Black Choco Crystals Bard,ManEater,1
Black Choco Crystals Bard,Mantra,2
Black Choco Crystals Bard,Mythril Glove,1
Black Choco Crystals Bard,Mythril Knife,1
Black Choco Crystals Bard,Mythril Shield,1
Black Choco Crystals Bard,OmegaMedl,1
Black Choco Crystals Bard,Orialcon,1
Black Choco Crystals Bard,RegalCut,1
Black Choco Crystals Bard,Rod,1
Black Choco Crystals Bard,Sing,1
Black Choco Crystals Bard,Spear,1
Black Choco Crystals Bard,Staff of Light,1
Black Choco Crystals Bard,Tame,1
Black Choco Crystals Bard,Throw,1
Black Choco Crystals Bard,Thunder Bow,1
Black Choco Crystals Bard,Tiger Mask,1
Black Choco Crystals Bard,Training Suit,1
Black Choco Crystals Bard,Venom Rod,1
Black Choco Crystals Bard,Wall Ring,1
Black Choco Crystals Bard,Wind Spear,1
Black Choco Crystals Hunter,Ancient Sword,1
Black Choco Crystals Hunter,Angel Gwn,1
Black Choco Crystals Hunter,Antidote,1
Black Choco Crystals Hunter,Broadsword,1
Black Choco Crystals Hunter,Bronze Armor,1
Black Choco Crystals Hunter,Bronze Helm,1
Black Choco Crystals Hunter,Capture,1
Black Choco Crystals Hunter,Coral Sword,2
Black Choco Crystals Hunter,Cotton Robe,1
Black Choco Crystals Hunter,Counter,1
Black Choco Crystals Hunter,Cover,1
Black Choco Crystals Hunter,Crystal Helm,1
Black Choco Crystals Hunter,Dance,2
Black Choco Crystals Hunter,Dancing Dagger,1
Black Choco Crystals Hunter,Diamond Armor,1
Black Choco Crystals Hunter,Diamond Shield,1
Black Choco Crystals Hunter,Earth Bell,1
Black Choco Crystals Hunter,Equip Bows,1
Black Choco Crystals Hunter,Equip Rods,1
Black Choco Crystals Hunter,Equip Swords,1
Black Choco Crystals Hunter,Escape,1
Black Choco Crystals Hunter,Evade,1
Black Choco Crystals Hunter,Genji Armor,1
Black Choco Crystals Hunter,Giant Drink,1
Black Choco Crystals Hunter,Golden Shield,1
Black Choco Crystals Hunter,Holy Lance,1
Black Choco Crystals Hunter,Ice Bow,1
Black Choco Crystals Hunter,Image,2
Black Choco Crystals Hunter,Kotetsu,1
Black Choco Crystals Hunter,Lamia's Harp,1
Black Choco Crystals Hunter,Leather Shield,1
Black Choco Crystals Hunter,Lumina Robe,1
Black Choco Crystals Hunter,Mage Masher,1
Black Choco Crystals Hunter,Medicine,1
Black Choco Crystals Hunter,Mythril Armor,1
Black Choco Crystals Hunter,Observe,1
Black Choco Crystals Hunter,Phoenix Down,1
Black Choco Crystals Hunter,Plumed Hat,2
Black Choco Crystals Hunter,Protect Drink,1
Black Choco Crystals Hunter,Ramuh,2
Black Choco Crystals Hunter,RuneEdge,1
Black Choco Crystals Hunter,Shuriken,1
Black Choco Crystals Hunter,Silk robe,1
Black Choco Crystals Hunter,Silver Armlet,1
Black Choco Crystals Hunter,Tame,1
Black Choco Crystals Hunter,Thornlet,1
Black Choco Crystals Hunter,Thunder Bow,1
Black Choco Crystals Hunter,Thunder Scroll,2
Black Choco Crystals Hunter,Tiger Mask,1
Black Choco Crystals Hunter,Tinkerbell,1
Black Choco Crystals Hunter,Training Suit,1
Black Choco Crystals Hunter,Water Scroll,1
Black Choco Crystals Hunter,Whip,1
Black Choco Crystals Hunter,White Robe,1
Black Choco Crystals Hunter,Wizard Rod,1
Brave Blade Brave Blade,Agility,1
Brave Blade Brave Blade,Air Blade,1
Brave Blade Brave Blade,Battle Axe,1
Brave Blade Brave Blade,Brave Blade,22
Brave Blade Brave Blade,Broadsword,2
Brave Blade Brave Blade,Chain Whip,1
Brave Blade Brave Blade,Coral Sword,1
Brave Blade Brave Blade,Dagger,1
Brave Blade Brave Blade,Dancing Dagger,1
Brave Blade Brave Blade,Diamond Armlet,1
Brave Blade Brave Blade,Diamond Armor,1
Brave Blade Brave Blade,DoomCut,1
Brave Blade Brave Blade,DrgnCrest,1
Brave Blade Brave Blade,Epee Sword,1
Brave Blade Brave Blade,Equip Harps,1
Brave Blade Brave Blade,Ether,1
Brave Blade Brave Blade,Excalibur,1
Brave Blade Brave Blade,Flame Ring,1
Brave Blade Brave Blade,Flame Scroll,1
Brave Blade Brave Blade,Flirt,1
Brave Blade Brave Blade,Forged,2
Brave Blade Brave Blade,Genji Gloves,1
Brave Blade Brave Blade,GilToss,1
Brave Blade Brave Blade,Gungnir,1
Brave Blade Brave Blade,Ice Shield,1
Brave Blade Brave Blade,Iron Helm,1
Brave Blade Brave Blade,Lamia's Harp,1
Brave Blade Brave Blade,Lamia's Tiara,1
Brave Blade Brave Blade,Leather Shield,2
Brave Blade Brave Blade,Mythril Glove,1
Brave Blade Brave Blade,Mythril Knife,2
Brave Blade Brave Blade,Observe,1
Brave Blade Brave Blade,Ogre Killer,1
Brave Blade Brave Blade,Revivify,1
Brave Blade Brave Blade,Rune Axe,1
Brave Blade Brave Blade,Running Shoes,1
Brave Blade Brave Blade,Silk robe,1
Brave Blade Brave Blade,Silver Armlet,1
Brave Blade Brave Blade,Silver Plate,1
Brave Blade Brave Blade,Smoke,1
Brave Blade Brave Blade,Tent,1
Brave Blade Brave Blade,Thor Hammer,1
Brave Blade Brave Blade,Thunder Rod,3
Brave Blade Brave Blade,Thunder Whip,1
Brave Blade Brave Blade,Tinkerbell,1
Brave Blade Brave Blade,Venom Rod,1
Brave Blade Brave Blade,War Hammer,1
Brave Blade Brave Blade,White Robe,1
Byblos New,Angel Ring,2
Byblos New,AntiMagic Bow,1
Byblos New,Artemis Bow,2
Byblos New,Avis Killer,1
Byblos New,Coral Ring,2
Byblos New,CornaJar,2
Byblos New,DarkSuit,2
Byblos New,Defender Sword,2
Byblos New,DiamndPlt,2
Byblos New,DoomCut,2
Byblos New,Earth Hammer,2
Byblos New,Excalibur,1
Byblos New,Flame Ring,3
Byblos New,Genji Gloves,2
Byblos New,Gold Hairpin,1
Byblos New,Mirage Vest,3
Byblos New,Ribbon,1
Byblos New,Rune Axe,2
Byblos New,Running Shoes,1
Byblos New,Sasuke,1
Byblos New,Thor Hammer,2
Byblos New,Wizard Rod,1
Byblos New,Yoichi Bow,2
Carbuncle Crbnkl,Angel Gwn,1
Carbuncle Crbnkl,Bizen,1
Carbuncle Crbnkl,Brave Blade,1
Carbuncle Crbnkl,Brawl,1
Carbuncle Crbnkl,Bronze Armor,1
Carbuncle Crbnkl,BuildUp,1
Carbuncle Crbnkl,Cabin,2
Carbuncle Crbnkl,Chain Whip,1
Carbuncle Crbnkl,CopperPlt,2
Carbuncle Crbnkl,Cotton Robe,1
Carbuncle Crbnkl,Crystal Armor,1
Carbuncle Crbnkl,Defender Sword,3
Carbuncle Crbnkl,DrgnSwd,2
Carbuncle Crbnkl,Epee Sword,1
Carbuncle Crbnkl,Equip Bows,2
Carbuncle Crbnkl,Equip Rods,1
Carbuncle Crbnkl,Eyedrop,1
Carbuncle Crbnkl,Fire Rod,1
Carbuncle Crbnkl,Flirt,1
Carbuncle Crbnkl,Forged,1
Carbuncle Crbnkl,Genji Shield,1
Carbuncle Crbnkl,Giant's Axe,1
Carbuncle Crbnkl,Golden Armor,1
Carbuncle Crbnkl,Golden Shield,1
Carbuncle Crbnkl,Healing Staff,1
Carbuncle Crbnkl,Ice Shield,2
Carbuncle Crbnkl,Killer Bow,1
Carbuncle Crbnkl,Knife,1
Carbuncle Crbnkl,Kunai,1
Carbuncle Crbnkl,Lamia's Harp,1
Carbuncle Crbnkl,Leather Cap,1
Carbuncle Crbnkl,Magic Lamp,1
Carbuncle Crbnkl,Magus,1
Carbuncle Crbnkl,Masamune,2
Carbuncle Crbnkl,Mimic,1
Carbuncle Crbnkl,Mirage Vest,1
Carbuncle Crbnkl,Mythril Glove,1
Carbuncle Crbnkl,Mythril Shield,1
Carbuncle Crbnkl,Mythril Sword,1
Carbuncle Crbnkl,Orialcon,1
Carbuncle Crbnkl,Pinwheel,1
Carbuncle Crbnkl,Plumed Hat,1
Carbuncle Crbnkl,Power Drink,1
Carbuncle Crbnkl,Protect Drink,1
Carbuncle Crbnkl,Rod,1
Carbuncle Crbnkl,Rune Chime,1
Carbuncle Crbnkl,Silver Plate,3
Carbuncle Crbnkl,Soot,1
Carbuncle Crbnkl,SwdSlap,1
Carbuncle Crbnkl,Tame,1
Carbuncle Crbnkl,Thief's Glove,1
Carbuncle Crbnkl,Throw,1
Carbuncle Crbnkl,War Hammer,1
Carbuncle Crbnkl,White Robe,1
Carbuncle Crbnkl,Wonder Wand,1
Carbunkle New,Aegis Shield,1
Carbunkle New,Angel Ring,1
Carbunkle New,AntiMagic Bow,1
Carbunkle New,Artemis Bow,3
Carbunkle New,Assassin,2
Carbunkle New,CornaJar,3
Carbunkle New,Crystal Armor,5
Carbunkle New,Crystal Helm,1
Carbunkle New,Crystal Shield,2
Carbunkle New,DarkSuit,1
Carbunkle New,DblLance,1
Carbunkle New,Defender Sword,2
Carbunkle New,DiamndPlt,4
Carbunkle New,DoomCut,1
Carbunkle New,Earth Hammer,1
Carbunkle New,Elf Cape,1
Carbunkle New,Excailbur,1
Carbunkle New,Excalibur,2
Carbunkle New,Genji Armor,2
Carbunkle New,Genji Helm,2
Carbunkle New,Holy Lance,1
Carbunkle New,Judgement Staff,2
Carbunkle New,Masamune,2
Carbunkle New,Mirage Vest,1
Carbunkle New,Ribbon,1
Carbunkle New,Rune Axe,1
Carbunkle New,Sasuke,1
Carbunkle New,Tempest,2
Carbunkle New,Wizard Rod,1
Carbunkle New,Yoichi Bow,1
Carwen Barrel Antidote,Agility,1
Carwen Barrel Antidote,Analyze,1
Carwen Barrel Antidote,Antidote,31
Carwen Barrel Antidote,Artemis Bow,1
Carwen Barrel Antidote,Bard's Surplice,1
Carwen Barrel Antidote,Bizen,1
Carwen Barrel Antidote,Black Robe,1
Carwen Barrel Antidote,Bronze Armor,1
Carwen Barrel Antidote,Chain Whip,1
Carwen Barrel Antidote,Chicken Knife,1
Carwen Barrel Antidote,Combine,1
Carwen Barrel Antidote,Crystal Armor,1
Carwen Barrel Antidote,Cursed Shield,1
Carwen Barrel Antidote,Drain Sword,1
Carwen Barrel Antidote,Elixir,1
Carwen Barrel Antidote,Equip Katana,1
Carwen Barrel Antidote,Equip Shield,1
Carwen Barrel Antidote,Equip Swords,1
Carwen Barrel Antidote,Equip Whips,2
Carwen Barrel Antidote,Giant's Gloves,1
Carwen Barrel Antidote,Glasses,1
Carwen Barrel Antidote,GrnBeret,1
Carwen Barrel Antidote,HiPotion,1
