shop_name,item,value
Common World 2 Inn 2,Tent,2
Common World 2 Inn 2,Terrain,1
Common World 2 Inn 2,Thornlet,1
Common World 2 Inn 2,Throw,3
Common World 2 Inn 2,Thunder Rod,1
Common World 2 Inn 2,Thunder Whip,1
Common World 2 Inn 2,Tiger Mask,1
Common World 2 Inn 2,Time Slip,4
Common World 2 Inn 2,Tinkerbell,1
Common World 2 Inn 2,TinySong,2
Common World 2 Inn 2,Titan,4
Common World 2 Inn 2,Toad,2
Common World 2 Inn 2,Training Suit,1
Common World 2 Inn 2,Trident,1
Common World 2 Inn 2,Venom,6
Common World 2 Inn 2,Void,1
Common World 2 Inn 2,Wall,1
Common World 2 Inn 2,Wall Ring,1
Common World 2 Inn 2,Water Scroll,2
Common World 2 Inn 2,Whip,2
Common World 2 Inn 2,White Lv.2,1
Common World 2 Inn 2,White Lv.3,1
Common World 2 Inn 2,White Lv.4,2
Common World 2 Inn 2,White Lv.5,3
Common World 2 Inn 2,White Lv.6,1
Common World 2 Inn 2,White Robe,3
Common World 2 Inn 2,WhiteWind,3
Common World 2 Inn 2,Wind Spear,1
Common World 2 Inn 2,X-Fight,3
Common World 2 Inn 2,X-Magic,3
Common World 2 Inn 2,Xzone,1
Common World 2 Magic 1,????,1
Common World 2 Magic 1,Aero,3
Common World 2 Magic 1,Aero 2,4
Common World 2 Magic 1,Aero 3,1
Common World 2 Magic 1,Agility,1
Common World 2 Magic 1,Air Blade,1
Common World 2 Magic 1,Air Lance,2
Common World 2 Magic 1,Analyze,1
Common World 2 Magic 1,Ancient Sword,1
Common World 2 Magic 1,Angel Gwn,2
Common World 2 Magic 1,Angel Ring,1
Common World 2 Magic 1,Antidote,5
Common World 2 Magic 1,AquaRake,2
Common World 2 Magic 1,Bard's Surplice,1
Common World 2 Magic 1,Battle Axe,1
Common World 2 Magic 1,Bersk,1
Common World 2 Magic 1,Bio,10
Common World 2 Magic 1,Bizen,1
Common World 2 Magic 1,Black Lv.1,2
Common World 2 Magic 1,Black Lv.2,1
Common World 2 Magic 1,Black Lv.3,1
Common World 2 Magic 1,Black Lv.5,1
Common World 2 Magic 1,Black Robe,1
Common World 2 Magic 1,Blowfish,1
Common World 2 Magic 1,Bolt,6
Common World 2 Magic 1,Bolt2,4
Common World 2 Magic 1,Brawl,1
Common World 2 Magic 1,Break,4
Common World 2 Magic 1,Bronze Shield,1
Common World 2 Magic 1,Cabin,3
Common World 2 Magic 1,Capture,2
Common World 2 Magic 1,Caution,1
Common World 2 Magic 1,Charm,6
Common World 2 Magic 1,Chicken Knife,1
Common World 2 Magic 1,Chocob,1
Common World 2 Magic 1,Circlet,2
Common World 2 Magic 1,Conjure,2
Common World 2 Magic 1,Control,1
Common World 2 Magic 1,Cover,1
Common World 2 Magic 1,Crystal Armor,2
Common World 2 Magic 1,DarkSuit,1
Common World 2 Magic 1,Darkness Bow,2
Common World 2 Magic 1,Dbl Grip,2
Common World 2 Magic 1,DblLance,1
Common World 2 Magic 1,Defender Sword,2
Common World 2 Magic 1,Demi,1
Common World 2 Magic 1,DethClaw,1
Common World 2 Magic 1,Diamond Armlet,2
Common World 2 Magic 1,Diamond Helm,1
Common World 2 Magic 1,Dimen Lv.1,2
Common World 2 Magic 1,Dimen Lv.3,1
Common World 2 Magic 1,Dimen Lv.5,1
Common World 2 Magic 1,Dispel,2
Common World 2 Magic 1,DmgFloor,2
Common World 2 Magic 1,DragonFang,1
Common World 2 Magic 1,Dragoon Lance,2
Common World 2 Magic 1,Drain,6
Common World 2 Magic 1,DrgnCrest,1
Common World 2 Magic 1,DrgnSwd,1
Common World 2 Magic 1,Drink,1
Common World 2 Magic 1,Earth Bell,1
Common World 2 Magic 1,Earth Hammer,3
Common World 2 Magic 1,Elixir,4
Common World 2 Magic 1,Elven Bow,1
Common World 2 Magic 1,Emission,1
Common World 2 Magic 1,Epee Sword,2
Common World 2 Magic 1,Equip Axes,1
Common World 2 Magic 1,Equip Harps,3
Common World 2 Magic 1,Equip Katana,2
Common World 2 Magic 1,Equip Ribbon,1
Common World 2 Magic 1,Equip Rods,1
Common World 2 Magic 1,Equip Swords,1
Common World 2 Magic 1,Equip Whips,1
Common World 2 Magic 1,Ether,5
Common World 2 Magic 1,Evade,3
Common World 2 Magic 1,Excailbur,1
Common World 2 Magic 1,Eyedrop,4
Common World 2 Magic 1,Fire,6
Common World 2 Magic 1,Fire Bow,2
Common World 2 Magic 1,Fire2,2
Common World 2 Magic 1,Flame Ring,1
Common World 2 Magic 1,Flame Scroll,1
Common World 2 Magic 1,Flame Shield,3
Common World 2 Magic 1,Flame Whip,2
Common World 2 Magic 1,Flare,6
Common World 2 Magic 1,Flash,2
Common World 2 Magic 1,Flirt,1
Common World 2 Magic 1,FrogSong,1
Common World 2 Magic 1,Full Moon,1
Common World 2 Magic 1,Gaia Gear,1
Common World 2 Magic 1,Gale Bow,2
Common World 2 Magic 1,GblinPnch,1
Common World 2 Magic 1,GilToss,1
Common World 2 Magic 1,Giyaman,1
Common World 2 Magic 1,Glasses,1
Common World 2 Magic 1,Gold Hairpin,1
Common World 2 Magic 1,Golden Armor,1
Common World 2 Magic 1,Golden Shield,1
Common World 2 Magic 1,Golem,2
Common World 2 Magic 1,GrnBeret,1
Common World 2 Magic 1,Guard Ring,1
Common World 2 Magic 1,Hast2,2
Common World 2 Magic 1,Haste,2
Common World 2 Magic 1,Heal,1
Common World 2 Magic 1,Healing Staff,1
Common World 2 Magic 1,Hero,1
Common World 2 Magic 1,Hero Drink,2
Common World 2 Magic 1,HiPotion,5
Common World 2 Magic 1,Hide,1
Common World 2 Magic 1,Holy,2
Common World 2 Magic 1,Ice,6
Common World 2 Magic 1,Ifrit,1
Common World 2 Magic 1,Image,4
Common World 2 Magic 1,Iron Armor,2
Common World 2 Magic 1,Iron Helm,1
Common World 2 Magic 1,Jump,2
Common World 2 Magic 1,Kick,1
Common World 2 Magic 1,Killer Bow,1
Common World 2 Magic 1,Knife,2
Common World 2 Magic 1,Kunai,1
Common World 2 Magic 1,L2 Old,1
Common World 2 Magic 1,L3 Flare,3
Common World 2 Magic 1,L4 Qrter,1
Common World 2 Magic 1,L5 Doom,2
Common World 2 Magic 1,Lamia's Harp,1
Common World 2 Magic 1,Lamia's Tiara,2
Common World 2 Magic 1,Leather Shield,1
Common World 2 Magic 1,Leather Shoes,1
Common World 2 Magic 1,Levia,1
Common World 2 Magic 1,Life,1
Common World 2 Magic 1,Life2,1
Common World 2 Magic 1,Lillith Rod,2
Common World 2 Magic 1,Love,2
Common World 2 Magic 1,LuckMallet,6
Common World 2 Magic 1,MP +30%,2
Common World 2 Magic 1,Magic Lamp,1
Common World 2 Magic 1,Maiden's Kiss,8
Common World 2 Magic 1,Mantra,3
Common World 2 Magic 1,Meteo,2
Common World 2 Magic 1,MgcSwrd Lv.4,1
Common World 2 Magic 1,MgcSwrd Lv.5,1
Common World 2 Magic 1,MgcSwrd Lv.6,2
Common World 2 Magic 1,MgcSwrd Lv.7,3
Common World 2 Magic 1,Mimic,1
Common World 2 Magic 1,MindBlst,1
Common World 2 Magic 1,Missile,1
Common World 2 Magic 1,Morning Star,1
Common World 2 Magic 1,Mute,2
Common World 2 Magic 1,Mythril Glove,1
Common World 2 Magic 1,Mythril Hammer,2
Common World 2 Magic 1,Mythril Knife,1
Common World 2 Magic 1,Mythril Shield,1
Common World 2 Magic 1,Observe,1
Common World 2 Magic 1,Odin,1
Common World 2 Magic 1,Old,2
Common World 2 Magic 1,OmegaMedl,1
Common World 2 Magic 1,Phoenix Down,9
Common World 2 Magic 1,Potion,1
Common World 2 Magic 1,Power,1
Common World 2 Magic 1,Power Drink,1
Common World 2 Magic 1,Power Wrist,2
Common World 2 Magic 1,Pray,1
Common World 2 Magic 1,Psych,2
Common World 2 Magic 1,Ragnarok,2
Common World 2 Magic 1,Rainbow Dress,1
Common World 2 Magic 1,Ramuh,2
Common World 2 Magic 1,Red Lv.1,2
Common World 2 Magic 1,Red Lv.3,2
Common World 2 Magic 1,Remora,1
Common World 2 Magic 1,Reset,1
Common World 2 Magic 1,Revivify,6
Common World 2 Magic 1,Ribbon,1
Common World 2 Magic 1,Rune Axe,2
Common World 2 Magic 1,Rune Chime,1
Common World 2 Magic 1,Sage's Staff,1
Common World 2 Magic 1,Shoat,2
Common World 2 Magic 1,Silver Harp,1
Common World 2 Magic 1,Silver Plate,1
Common World 2 Magic 1,Slash,3
Common World 2 Magic 1,Sleep,2
Common World 2 Magic 1,Slow,2
Common World 2 Magic 1,Slumber Sword,1
Common World 2 Magic 1,Smoke,1
Common World 2 Magic 1,Soft,2
Common World 2 Magic 1,Soot,1
Common World 2 Magic 1,Spear,1
Common World 2 Magic 1,Speed,1
Common World 2 Magic 1,Speed Drink,1
Common World 2 Magic 1,Staff of Light,1
Common World 2 Magic 1,Steal,1
Common World 2 Magic 1,Strength,2
Common World 2 Magic 1,Summon Lv.1,2
Common World 2 Magic 1,Summon Lv.4,1
Common World 2 Magic 1,Summon Lv.5,1
Common World 2 Magic 1,Tame,1
Common World 2 Magic 1,Tempest,1
Common World 2 Magic 1,Tent,3
Common World 2 Magic 1,Thief's Glove,3
Common World 2 Magic 1,Thornlet,1
Common World 2 Magic 1,Throw,2
Common World 2 Magic 1,Thunder Bow,2
Common World 2 Magic 1,Time Slip,2
Common World 2 Magic 1,Titan,2
Common World 2 Magic 1,Toad,2
Common World 2 Magic 1,Training Suit,1
Common World 2 Magic 1,Tricorn Hat,1
Common World 2 Magic 1,Trident,2
Common World 2 Magic 1,TurtleShell,5
Common World 2 Magic 1,Vampire,1
Common World 2 Magic 1,Venom,2
Common World 2 Magic 1,Venom Axe,2
Common World 2 Magic 1,Venom Rod,2
Common World 2 Magic 1,Void,1
Common World 2 Magic 1,Wall Ring,1
Common World 2 Magic 1,War Hammer,1
Common World 2 Magic 1,White Lv.1,1
Common World 2 Magic 1,White Lv.2,1
Common World 2 Magic 1,White Lv.3,1
Common World 2 Magic 1,White Lv.5,1
Common World 2 Magic 1,White Lv.6,1
Common World 2 Magic 1,WhiteWind,1
Common World 2 Magic 1,Wind Spear,1
Common World 2 Magic 1,Wonder Wand,1
Common World 2 Magic 1,X-Fight,1
Common World 2 Magic 1,X-Magic,2
Common World 2 Magic 1,Yoichi Bow,1
Common World 2 Magic 2,2-Handed,2
Common World 2 Magic 2,Agility,2
Common World 2 Magic 2,Aim,4
Common World 2 Magic 2,Analyze,2
Common World 2 Magic 2,Animals,1
Common World 2 Magic 2,Antdt,1
Common World 2 Magic 2,AntiMagic Bow,2
Common World 2 Magic 2,Antidote,8
Common World 2 Magic 2,AquaRake,1
Common World 2 Magic 2,Armor,1
Common World 2 Magic 2,Avis Killer,1
Common World 2 Magic 2,Bandana,1
Common World 2 Magic 2,Bard's Surplice,1
Common World 2 Magic 2,Barrier,2
Common World 2 Magic 2,Berserk,2
Common World 2 Magic 2,Bio,2
Common World 2 Magic 2,Black Lv.2,2
Common World 2 Magic 2,Black Lv.3,2
Common World 2 Magic 2,Black Lv.4,1
Common World 2 Magic 2,Black Lv.5,1
Common World 2 Magic 2,Bolt2,4
Common World 2 Magic 2,Bolt3,4
Common World 2 Magic 2,Brave Blade,1
Common World 2 Magic 2,Brawl,1
Common World 2 Magic 2,Break,4
Common World 2 Magic 2,Broadsword,1
Common World 2 Magic 2,Bronze Helm,1
Common World 2 Magic 2,Bronze Shield,2
Common World 2 Magic 2,BuildUp,1
Common World 2 Magic 2,Cabin,6
Common World 2 Magic 2,Capture,1
Common World 2 Magic 2,Catch,4
Common World 2 Magic 2,Caution,2
Common World 2 Magic 2,Chain Whip,1
Common World 2 Magic 2,Chocob,1
Common World 2 Magic 2,Conjure,1
Common World 2 Magic 2,Coronet,2
Common World 2 Magic 2,Crystal Armor,1
Common World 2 Magic 2,Crystal Helm,2
Common World 2 Magic 2,Cure,1
Common World 2 Magic 2,Cure3,1
Common World 2 Magic 2,Cursed Shield,1
Common World 2 Magic 2,Dagger,2
Common World 2 Magic 2,Dance,1
Common World 2 Magic 2,DarkMatter,1
Common World 2 Magic 2,DarkSuit,1
Common World 2 Magic 2,Darkness Bow,1
Common World 2 Magic 2,Defender Sword,2
Common World 2 Magic 2,Demi,1
Common World 2 Magic 2,Diamond Armlet,1
Common World 2 Magic 2,Diamond Armor,2
Common World 2 Magic 2,Diamond Helm,1
Common World 2 Magic 2,Diamond Shield,3
Common World 2 Magic 2,Dimen Lv.1,1
Common World 2 Magic 2,Dimen Lv.2,1
Common World 2 Magic 2,Dimen Lv.3,2
Common World 2 Magic 2,Dispel,1
Common World 2 Magic 2,DragonFang,2
Common World 2 Magic 2,Drain,4
Common World 2 Magic 2,DrgnCrest,1
Common World 2 Magic 2,Drink,1
Common World 2 Magic 2,Earth Bell,1
Common World 2 Magic 2,Earth Hammer,3
Common World 2 Magic 2,Elixir,4
Common World 2 Magic 2,Elven Bow,3
Common World 2 Magic 2,Enhancer,1
Common World 2 Magic 2,Equip Axes,1
Common World 2 Magic 2,Equip Harps,2
Common World 2 Magic 2,Equip Katana,1
Common World 2 Magic 2,Equip Rods,2
Common World 2 Magic 2,Equip Shield,2
Common World 2 Magic 2,Equip Spears,1
Common World 2 Magic 2,Ether,8
Common World 2 Magic 2,Evade,2
Common World 2 Magic 2,Exit,1
Common World 2 Magic 2,Exploder,2
Common World 2 Magic 2,Eyedrop,8
Common World 2 Magic 2,Fire,4
Common World 2 Magic 2,Fire Bow,1
Common World 2 Magic 2,Flail,1
Common World 2 Magic 2,Flame Scroll,2
Common World 2 Magic 2,Flare,2
Common World 2 Magic 2,Forged,1
Common World 2 Magic 2,FrogSong,2
Common World 2 Magic 2,Full Moon,1
Common World 2 Magic 2,Fusion,2
Common World 2 Magic 2,Gaia Gear,1
Common World 2 Magic 2,Gale Bow,1
Common World 2 Magic 2,Gauntlets,3
Common World 2 Magic 2,Genji Armor,1
Common World 2 Magic 2,Giant Drink,2
Common World 2 Magic 2,Giant's Axe,1
Common World 2 Magic 2,Giant's Gloves,1
Common World 2 Magic 2,Glasses,1
Common World 2 Magic 2,Golden Armor,2
Common World 2 Magic 2,Golden Shield,1
Common World 2 Magic 2,Golem,2
Common World 2 Magic 2,GuardOff,2
Common World 2 Magic 2,HP +20%,3
Common World 2 Magic 2,HP +30%,1
Common World 2 Magic 2,Hast2,2
Common World 2 Magic 2,Heal,2
Common World 2 Magic 2,HiPotion,6
Common World 2 Magic 2,Hide,1
Common World 2 Magic 2,Holy,2
Common World 2 Magic 2,Ice,6
Common World 2 Magic 2,Ice Bow,1
Common World 2 Magic 2,Ice Rod,2
Common World 2 Magic 2,Ice2,2
Common World 2 Magic 2,Ifrit,2
Common World 2 Magic 2,Image,4
Common World 2 Magic 2,Iron Armor,1
Common World 2 Magic 2,Iron Helm,2
Common World 2 Magic 2,Iron Shield,3
Common World 2 Magic 2,Javelin,1
Common World 2 Magic 2,Killer Bow,1
Common World 2 Magic 2,Kotetsu,2
Common World 2 Magic 2,L2 Old,1
Common World 2 Magic 2,L3 Flare,2
Common World 2 Magic 2,Lamia's Tiara,2
Common World 2 Magic 2,Leather Armor,2
Common World 2 Magic 2,Leather Cap,1
Common World 2 Magic 2,Leather Shield,2
Common World 2 Magic 2,Leather Shoes,1
Common World 2 Magic 2,Levia,1
Common World 2 Magic 2,Lillith Rod,1
Common World 2 Magic 2,Love,1
Common World 2 Magic 2,LuckMallet,5
Common World 2 Magic 2,Lumina Robe,1
Common World 2 Magic 2,MP +10%,1
Common World 2 Magic 2,Mage Masher,1
Common World 2 Magic 2,Magic,1
Common World 2 Magic 2,Magic Lamp,1
Common World 2 Magic 2,Maiden's Kiss,5
Common World 2 Magic 2,ManEater,2
Common World 2 Magic 2,Mantra,2
Common World 2 Magic 2,Medicine,1
Common World 2 Magic 2,Meteo,2
Common World 2 Magic 2,MgcSwrd Lv.2,1
Common World 2 Magic 2,MgcSwrd Lv.3,1
Common World 2 Magic 2,MgcSwrd Lv.4,1
Common World 2 Magic 2,MgcSwrd Lv.6,1
Common World 2 Magic 2,MgcSwrd Lv.7,1
Common World 2 Magic 2,MgthyGrd,1
Common World 2 Magic 2,Mimic,1
Common World 2 Magic 2,Mirage Vest,1
Common World 2 Magic 2,MoonFlut,1
Common World 2 Magic 2,Morning Star,1
Common World 2 Magic 2,Murasume,1
Common World 2 Magic 2,Mute,4
Common World 2 Magic 2,Mythril Armor,1
Common World 2 Magic 2,Mythril Glove,1
Common World 2 Magic 2,Mythril Hammer,2
Common World 2 Magic 2,Mythril Knife,2
Common World 2 Magic 2,Mythril Spear,3
Common World 2 Magic 2,Mythril Staff,2
Common World 2 Magic 2,Observe,3
Common World 2 Magic 2,Odin,2
Common World 2 Magic 2,Ogre Killer,3
Common World 2 Magic 2,Old,1
Common World 2 Magic 2,OmegaMedl,2
Common World 2 Magic 2,Orialcon,2
Common World 2 Magic 2,Partisan,2
Common World 2 Magic 2,Phenix,1
Common World 2 Magic 2,Phoenix Down,5
Common World 2 Magic 2,Pinwheel,1
Common World 2 Magic 2,Plumed Hat,1
Common World 2 Magic 2,Potion,11
Common World 2 Magic 2,Power,1
Common World 2 Magic 2,Pray,1
Common World 2 Magic 2,Preemptive,1
Common World 2 Magic 2,Psych,4
Common World 2 Magic 2,Quick,1
Common World 2 Magic 2,Rainbow Dress,2
Common World 2 Magic 2,Red Lv.1,3
Common World 2 Magic 2,Red Lv.3,2
Common World 2 Magic 2,Regen,1
Common World 2 Magic 2,Revivify,5
Common World 2 Magic 2,RisingSun,1
Common World 2 Magic 2,Rod,2
Common World 2 Magic 2,Roulette,1
Common World 2 Magic 2,Shuriken,1
Common World 2 Magic 2,Silk robe,1
Common World 2 Magic 2,Silver Armlet,1
Common World 2 Magic 2,Silver Harp,2
Common World 2 Magic 2,Sing,1
Common World 2 Magic 2,Slow2,1
Common World 2 Magic 2,Slumber Sword,1
Common World 2 Magic 2,Smoke,2
Common World 2 Magic 2,Soft,9
Common World 2 Magic 2,Speed Drink,1
Common World 2 Magic 2,Staff of Light,1
Common World 2 Magic 2,Steal,3
Common World 2 Magic 2,Stealth Suit,2
Common World 2 Magic 2,Strength,1
Common World 2 Magic 2,Summon Lv.3,2
Common World 2 Magic 2,Summon Lv.4,1
Common World 2 Magic 2,Summon Lv.5,1
Common World 2 Magic 2,Tame,2
Common World 2 Magic 2,Tent,7
Common World 2 Magic 2,Thief's Glove,2
Common World 2 Magic 2,Throw,1
Common World 2 Magic 2,Tiger Mask,2
Common World 2 Magic 2,Tinkerbell,1
Common World 2 Magic 2,Titan,1
Common World 2 Magic 2,Toad,1
Common World 2 Magic 2,Tricorn Hat,1
Common World 2 Magic 2,Trident,1
Common World 2 Magic 2,TurtleShell,6
Common World 2 Magic 2,Vitality,1
Common World 2 Magic 2,War Hammer,2
Common World 2 Magic 2,Whip,1
Common World 2 Magic 2,White Lv.1,2
Common World 2 Magic 2,White Lv.2,2
Common World 2 Magic 2,White Lv.3,1
Common World 2 Magic 2,White Lv.4,1
Common World 2 Magic 2,WhiteWind,1
Common World 2 Magic 2,Wizard Rod,2
Common World 2 Magic 2,Xzone,1
Common World 2 Magic 3,Aim,1
Common World 2 Magic 3,Air Blade,1
Common World 2 Magic 3,Analyze,2
Common World 2 Magic 3,Ancient Sword,2
Common World 2 Magic 3,Angel Gwn,2
Common World 2 Magic 3,AntiMagic Bow,2
Common World 2 Magic 3,Antidote,4
Common World 2 Magic 3,Bandana,1
Common World 2 Magic 3,Barrier,3
Common World 2 Magic 3,Battle Axe,2
Common World 2 Magic 3,BeastKiller,2
Common World 2 Magic 3,Bersk,1
Common World 2 Magic 3,Bio,4
Common World 2 Magic 3,Bizen,1
Common World 2 Magic 3,Black Lv.1,1
Common World 2 Magic 3,Black Lv.2,1
Common World 2 Magic 3,Black Lv.3,2
Common World 2 Magic 3,Black Lv.4,3
Common World 2 Magic 3,Black Lv.5,2
Common World 2 Magic 3,Black Robe,1
Common World 2 Magic 3,Blowfish,1
Common World 2 Magic 3,Bolt,4
Common World 2 Magic 3,Bolt2,4
Common World 2 Magic 3,Brawl,1
Common World 2 Magic 3,Break,4
Common World 2 Magic 3,Broadsword,1
Common World 2 Magic 3,Bronze Shield,2
Common World 2 Magic 3,BuildUp,1
Common World 2 Magic 3,Cabin,8
Common World 2 Magic 3,Capture,3
Common World 2 Magic 3,Catch,1
Common World 2 Magic 3,Caution,1
Common World 2 Magic 3,Charm,2
Common World 2 Magic 3,Chocob,2
Common World 2 Magic 3,Combine,3
Common World 2 Magic 3,Condemn,2
Common World 2 Magic 3,Coral Ring,1
Common World 2 Magic 3,Coral Sword,1
Common World 2 Magic 3,Cotton Robe,1
Common World 2 Magic 3,Counter,1
Common World 2 Magic 3,Crbnkl,3
Common World 2 Magic 3,Crystal Armor,1
Common World 2 Magic 3,Crystal Helm,1
Common World 2 Magic 3,Crystal Shield,1
Common World 2 Magic 3,Cursed Ring,1
Common World 2 Magic 3,Dagger,1
Common World 2 Magic 3,DarkHood,1
Common World 2 Magic 3,DarkMatter,1
Common World 2 Magic 3,DarkSuit,2
Common World 2 Magic 3,Darkness Bow,1
Common World 2 Magic 3,DblLance,2
Common World 2 Magic 3,DethClaw,1
Common World 2 Magic 3,Diamond Shield,1
Common World 2 Magic 3,Dimen Lv.2,2
Common World 2 Magic 3,Dimen Lv.5,2
Common World 2 Magic 3,Dimen Lv.6,2
Common World 2 Magic 3,DmgFloor,2
Common World 2 Magic 3,Doom,2
Common World 2 Magic 3,DoomCut,2
Common World 2 Magic 3,Drain,4
Common World 2 Magic 3,DrgnCrest,1
Common World 2 Magic 3,DrgnSwd,1
Common World 2 Magic 3,Elixir,4
Common World 2 Magic 3,Elven Bow,1
Common World 2 Magic 3,Epee Sword,1
Common World 2 Magic 3,Equip Armors,1
Common World 2 Magic 3,Equip Katana,2
Common World 2 Magic 3,Equip Ribbon,1
Common World 2 Magic 3,Equip Rods,3
Common World 2 Magic 3,Equip Shield,1
Common World 2 Magic 3,Ether,4
Common World 2 Magic 3,Evade,1
Common World 2 Magic 3,Excailbur,1
Common World 2 Magic 3,Eyedrop,7
Common World 2 Magic 3,Fire,4
Common World 2 Magic 3,Fire Bow,1
Common World 2 Magic 3,Fire Rod,1
Common World 2 Magic 3,Fire2,2
Common World 2 Magic 3,Flail,2
Common World 2 Magic 3,Flame Scroll,1
Common World 2 Magic 3,Flame Shield,4
Common World 2 Magic 3,Flare,8
Common World 2 Magic 3,Flash,1
Common World 2 Magic 3,Flirt,3
Common World 2 Magic 3,Forged,1
Common World 2 Magic 3,Gale Bow,1
Common World 2 Magic 3,Gauntlets,1
Common World 2 Magic 3,Genji Gloves,1
Common World 2 Magic 3,Genji Helm,1
Common World 2 Magic 3,Giant's Axe,2
Common World 2 Magic 3,Giant's Gloves,1
Common World 2 Magic 3,GilToss,1
Common World 2 Magic 3,Glasses,1
Common World 2 Magic 3,Gold Hairpin,1
Common World 2 Magic 3,Golden Helm,1
Common World 2 Magic 3,Golden Shield,1
Common World 2 Magic 3,Golem,2
Common World 2 Magic 3,Guard Ring,1
Common World 2 Magic 3,HP +20%,2
Common World 2 Magic 3,HP +30%,2
Common World 2 Magic 3,Hammer,1
Common World 2 Magic 3,Heal,1
Common World 2 Magic 3,Hero,1
Common World 2 Magic 3,Hero Drink,2
Common World 2 Magic 3,HiPotion,2
Common World 2 Magic 3,Ice,6
Common World 2 Magic 3,Ice Rod,1
Common World 2 Magic 3,Ice2,2
Common World 2 Magic 3,Ice3,2
Common World 2 Magic 3,IceBrand,1
Common World 2 Magic 3,Image,4
Common World 2 Magic 3,Iron Armor,1
Common World 2 Magic 3,Iron Helm,1
Common World 2 Magic 3,Iron Shield,3
Common World 2 Magic 3,Javelin,3
Common World 2 Magic 3,Kick,1
Common World 2 Magic 3,Killer Bow,2
Common World 2 Magic 3,Kodachi,1
Common World 2 Magic 3,Kotetsu,1
Common World 2 Magic 3,L2 Old,1
Common World 2 Magic 3,L4 Qrter,2
Common World 2 Magic 3,L5 Doom,2
Common World 2 Magic 3,Lamia's Harp,1
Common World 2 Magic 3,Lamia's Tiara,1
Common World 2 Magic 3,Leather Armor,1
Common World 2 Magic 3,Leather Shield,1
Common World 2 Magic 3,Leather Shoes,3
Common World 2 Magic 3,LuckMallet,6
Common World 2 Magic 3,MP +10%,2
Common World 2 Magic 3,Maiden's Kiss,6
Common World 2 Magic 3,Mantra,1
Common World 2 Magic 3,Masamune,1
Common World 2 Magic 3,Medicine,1
Common World 2 Magic 3,MgcSwrd Lv.3,4
Common World 2 Magic 3,MgcSwrd Lv.4,1
Common World 2 Magic 3,MgcSwrd Lv.5,3
Common World 2 Magic 3,MgcSwrd Lv.6,1
Common World 2 Magic 3,MgcSwrd Lv.7,1
Common World 2 Magic 3,Missile,1
Common World 2 Magic 3,MoonFlut,1
Common World 2 Magic 3,Mute,2
Common World 2 Magic 3,Mythril Armor,1
Common World 2 Magic 3,Mythril Glove,1
Common World 2 Magic 3,Mythril Hammer,2
Common World 2 Magic 3,Mythril Knife,1
Common World 2 Magic 3,Mythril Spear,2
Common World 2 Magic 3,Mythril Staff,2
Common World 2 Magic 3,Mythril Sword,1
Common World 2 Magic 3,Observe,1
Common World 2 Magic 3,Old,1
Common World 2 Magic 3,Orialcon,1
Common World 2 Magic 3,Partisan,1
Common World 2 Magic 3,Phoenix Down,6
Common World 2 Magic 3,Pinwheel,2
Common World 2 Magic 3,Potion,5
Common World 2 Magic 3,Power Wrist,1
Common World 2 Magic 3,Protect Drink,1
Common World 2 Magic 3,Quick,1
Common World 2 Magic 3,Red Lv.1,1
Common World 2 Magic 3,Red Lv.2,2
Common World 2 Magic 3,RegalCut,2
Common World 2 Magic 3,Regen,1
Common World 2 Magic 3,Requiem,3
Common World 2 Magic 3,Reset,1
Common World 2 Magic 3,Revive,1
Common World 2 Magic 3,Revivify,3
Common World 2 Magic 3,Ribbon,1
Common World 2 Magic 3,RisingSun,1
Common World 2 Magic 3,Rod,1
Common World 2 Magic 3,Roulette,1
Common World 2 Magic 3,Rune Axe,2
Common World 2 Magic 3,Sage's Staff,1
Common World 2 Magic 3,Scan,2
Common World 2 Magic 3,Shell,1
Common World 2 Magic 3,Shiva,1
Common World 2 Magic 3,Shoat,4
Common World 2 Magic 3,Shuriken,1
Common World 2 Magic 3,Silver Bow,1
Common World 2 Magic 3,Silver Harp,1
Common World 2 Magic 3,Sing,1
Common World 2 Magic 3,Sleep,4
Common World 2 Magic 3,Slow,1
Common World 2 Magic 3,Slow2,1
Common World 2 Magic 3,Soft,11
Common World 2 Magic 3,Soot,1
Common World 2 Magic 3,Spear,1
Common World 2 Magic 3,Speed,1
Common World 2 Magic 3,Speed Drink,1
Common World 2 Magic 3,Strength,1
Common World 2 Magic 3,Summon Lv.1,4
Common World 2 Magic 3,Summon Lv.4,2
Common World 2 Magic 3,SwdSlap,1
Common World 2 Magic 3,Tent,3
Common World 2 Magic 3,Terrain,1
Common World 2 Magic 3,Thornlet,1
Common World 2 Magic 3,Throw,4
Common World 2 Magic 3,Thunder Bow,1
Common World 2 Magic 3,Thunder Rod,2
Common World 2 Magic 3,Thunder Scroll,1
Common World 2 Magic 3,TinySong,2
Common World 2 Magic 3,Titan,2
Common World 2 Magic 3,Training Suit,1
Common World 2 Magic 3,Tricorn Hat,1
Common World 2 Magic 3,TurtleShell,8
Common World 2 Magic 3,Venom,2
Common World 2 Magic 3,Venom Rod,1
Common World 2 Magic 3,Wall,1
Common World 2 Magic 3,War Hammer,3
Common World 2 Magic 3,Water Scroll,1
Common World 2 Magic 3,White Lv.3,2
Common World 2 Magic 3,White Lv.4,2
Common World 2 Magic 3,White Robe,1
Common World 2 Magic 3,WhiteWind,1
Common World 2 Magic 3,Wind Spear,1
