check,reward,mib,seed
Moogle Village Chest Dancing Dagger,????->Fusion->Exploder->DrkShock,,9968623
Moogle Village Chest 1,Flash->Time Slip->DethClaw,,9968623
Moogle Village Chest 10000,12000 gil,,9968623
Moogle Village Chest Phoenix Down,RisingSun,,9968623
Moogle Village Chest Ether,Black Ability Progressive,,9968623
Moogle Village Chest Elf Cape,Dragoon Lance,,9968623
Bal Castle Chest Angel Gwn,Sylph->Crbnkl->Phenix->Syldra,,9968623
Bal Castle Chest Hero Drink,Hero Drink,,9968623
Bal Castle Chest Exit,100 gil,,9968623
Hiryuu Valley Skull Bone Mail,Gold Hairpin,,9968623
Hiryuu Valley Chest 5000,Flame Scroll,,9968623
Hiryuu Valley Chest Cabin,Mythril Spear,,9968623
Hiryuu Valley Chest 7000,Combine,,9968623
Hiryuu Valley Chest Coronet,OmegaMedl,,9968623
Hiryuu Valley Chest Air Blade,300 gil,,9968623
Hiryuu Valley Chest Phoenix Down,10000 gil,,9968623
Surgate Castle Chest 5000,18000 gil,,9968623
Surgate Castle Chest Float,RuneEdge,,9968623
Barrier Tower Chest Drain Sword,Dancing Dagger,,9968623
Barrier Tower Chest 9000,RegalCut,,9968623
Barrier Tower Chest 18000,Slumber Sword,MIB,9968623
Barrier Tower Chest Gold Hairpin,Tempest,MIB,9968623
Mua Town Barrel Guardian,MysticKnight Job Crystal,,9968623
Mua Forest Chest 2500,ManEater,,9968623
Mua Forest Chest Ether,25000 gil,,9968623
Mua Forest Chest 4900,BlueMage Job Crystal,,9968623
Mua Forest Chest Phoenix Down,Equip Rods,,9968623
Mua Forest Chest 9500,Crystal Armor,,9968623
Mua Forest Chest Soot,Genji Armor,,9968623
Mua Forest Chest Flametongue,Mythril Shield,,9968623
Mua Forest Chest Cabin,Cabin,,9968623
Mua Forest Chest Giant Drink,Berserk,,9968623
Mua Forest Chest Elixir,1000 gil,,9968623
Mua Forest Chest Morning Star,Morning Star,,9968623
Solitary Island Chest Ether,Kaiser Knuckles,,9968623
Solitary Island Chest DragonFang,Trident,,9968623
Pyramid Chest Elixir,Tent,MIB,9968623
Pyramid Chest Black Robe,Genji Helm,,9968623
Pyramid Chest Thornlet,Giyaman,,9968623
Pyramid Chest DarkMatter,Flame Ring,MIB,9968623
Pyramid Chest Crystal Armor,Avis Killer,MIB,9968623
Pyramid Chest Cursed Ring,Cursed Ring,,9968623
Pyramid Chest Ice Shield,Magus,MIB,9968623
Pyramid Chest Flame Shield,Dream Harp,,9968623
Pyramid Chest White Robe,ManEater,,9968623
Pyramid Chest DarkSuit,Cursed Ring,MIB,9968623
Pyramid Chest 9000,Haste->Exit->Hast2->Quick,,9968623
Pyramid Chest 8000,RegalCut,MIB,9968623
Pyramid Chest Earth Hammer,DarkMatter,,9968623
Pyramid Chest 10000,Ice Rod,MIB,9968623
Pyramid Chest Cabin,Fire Rod,MIB,9968623
Pyramid Chest 12000,Flametongue,MIB,9968623
Pyramid Chest Guard Ring,Angel Ring,,9968623
Pyramid Chest Ribbon,White Ability Progressive,,9968623
Pyramid Chest Gold Hairpin,5000 gil,,9968623
Solitary Island Chest 12000,Giant Drink,,9968623
Solitary Island Chest Hi-Potion,Monk Job Crystal,,9968623
Solitary Island Chest Protect Drink,Spear,MIB,9968623
Solitary Island Chest BeastKiller,Strength,,9968623
Solitary Island Chest RisingSun,Giant's Gloves,,9968623
Solitary Island Chest Guard Ring,Thunder Bow,,9968623
Solitary Island Chest Crystal Helm,Gold Hairpin,,9968623
Solitary Island Chest 9000,Healing Staff,MIB,9968623
Solitary Island Chest Elixir,Silver Harp,,9968623
Solitary Island Chest DarkMatter,Remora->Shoat->Levia,,9968623
Solitary Island Chest Circlet,Dimen Ability Progressive,,9968623
Fork Tower L. Chest Ether,9500 gil,,9968623
Fork Tower L. Chest Wonder Wand,Epee Sword,,9968623
Fork Tower R. Chest Hi-Potion,Thunder Rod,,9968623
Fork Tower R. Chest Defender Sword,Brawl,,9968623
Great Trench Chest Water Scroll,Dbl Grip,,9968623
Great Trench Chest Flame Ring,HP +X%,,9968623
Great Trench Chest DragonFang,10000 gil,,9968623
Great Trench Chest Ether,Kotetsu,,9968623
Great Trench Chest Phoenix Down,Haste->Exit->Hast2->Quick,,9968623
Great Trench Chest Kaiser Knuckles,15000 gil,,9968623
Istory Falls Chest Ether,Ether,,9968623
Istory Falls Chest TurtleShell,TurtleShell,,9968623
Istory Falls Chest Air Lance,Ice Rod,,9968623
Istory Falls Chest Giant Drink,1000 gil,,9968623
Istory Falls Chest RuneEdge,Holy Lance,,9968623
Istory Falls Chest Guard Ring,Ice Rod,,9968623
Istory Falls Chest Wall Ring,Dance,,9968623
Istory Falls Chest Phoenix Down,Tiger Mask,,9968623
Istory Falls Chest Enhancer,Mythril Spear,,9968623
Istory Falls Chest 12000,Shoat,,9968623
Istory Falls Chest Artemis Bow,Mythril Sword,,9968623
Istory Falls Chest Pinwheel,Flame Ring,,9968623
Istory Falls Chest Aegis Shield,Toad->Bio->Flare,,9968623
Istory Falls Chest Giant's Axe,150 gil,,9968623
Phoenix Tower Pot 5000,Leather Shield,,9968623
Phoenix Tower Pot Phoenix Down,Tricorn Hat,MIB,9968623
Phoenix Tower Pot 10000,Rod,,9968623
Phoenix Tower Pot 15000,Leather Cap,MIB,9968623
Phoenix Tower Pot 20000,Bronze Helm,,9968623
Phoenix Tower Pot Avis Killer,Thunder Scroll,MIB,9968623
Phoenix Tower Pot 25000,Antidote,MIB,9968623
Mirage Village Barrel Thief Knife,2000 gil,,9968623
Rift (Ruins) Chest Ether,Chocob->Titan->Golem->Odin,,9968623
Rift (Ruins) Chest Cabin,Soot,,9968623
Rift (Ruins) Chest Elixir,Artemis Bow,,9968623
Rift (Ruins) Chest DarkMatter,10000 gil,,9968623
Rift (Ruins) Chest Drain Sword,Tent,,9968623
Rift (Forest) Chest DragonFang,Toad->Bio->Flare,,9968623
Rift (Forest) Chest Ribbon,Flame Scroll,,9968623
Rift (Forest) Chest Enhancer,5000 gil,,9968623
Rift (Forest) Chest Lillith Rod,Armor->Shell->Wall->Dispel,,9968623
Rift (Cave) Chest Angel Ring,Cure White Magic Progressive,,9968623
Rift (Cave) Chest Coral Ring,HiPotion,,9968623
Rift (Castle) Chest Thor Hammer,490 gil,,9968623
Rift (Castle) Chest Running Shoes,Elven Bow,,9968623
Rift (Castle) Chest Red Shoes,Slow->Stop->Slow2,,9968623
Rift (Castle) Chest Rainbow Dress,100 gil,,9968623
Rift (Castle) Chest ManEater,Lillith Rod,,9968623
The Void Chest Pinwheel,Bandana,,9968623
The Void Chest Elixir,????->Fusion->Exploder->DrkShock,,9968623
The Void Chest Ragnarok,Bard's Surplice,MIB,9968623
Byblos New,Genji Armor,,9968623
Siren New,AntiMagic Bow,,9968623
Galura New,25000 gil,,9968623
LiquiFlame New,Earth Hammer,,9968623
Sergeant & DeathClaw New,Masamune,,9968623
Sandworm New,Crystal Shield,,9968623
Puroboros New,25000 gil,,9968623
Gilgamesh 2 New,Avis Killer,,9968623
Tyrasaurus New,Defender Sword,,9968623
Abductor New,Artemis Bow,,9968623
Guardians New,Crystal Armor,,9968623
Gilgamesh 4 New,Holy Lance,,9968623
Odin New,Crystal Helm,,9968623
"Triton, Neregeid & Phobos New",Wizard Rod,,9968623
Omniscient New,DiamndPlt,,9968623
Leviathan New,Yoichi Bow,,9968623
Bahamut New,Murasume,,9968623
Crayclaw New,DiamndPlt,,9968623
Wind Crystal Knight,Tent,,2781101
Wind Crystal BlueMage,Knife,,2781101
Wind Crystal BlackMage,????->Fusion->Exploder->DrkShock,,2781101
Wind Crystal WhiteMage,Mute->Size->Bersk,,2781101
Wind Crystal Monk,Summon Ability Progressive,,2781101
Wind Crystal Thief,Terrain,,2781101
Fire Crystal Mediator,WhiteMage Job Crystal,,2781101
Fire Crystal Geomancer,SwdSlap,,2781101
Fire Crystal Ninja,Mimic,,2781101
Black Choco Crystals Bard,Dancing Dagger,,2781101
Black Choco Crystals Hunter,Chicken Knife,,2781101
Earth Crystal Samurai,Revivify,,2781101
Earth Crystal Dragoon,Mediator Job Crystal,,2781101
Earth Crystal Chemist,Golden Helm,,2781101
Earth Crystal Dancer,Void->Demi->Qrter->Old,,2781101
Leviathan Esper Levia,Sleep->Bio->Flare Sword,,2781101
Titan Titan,Ice Bow,,2781101
Carbuncle Crbnkl,L4Qrter->L3Flare->L2Old->L5Doom,,2781101
Syldra Syldra,Knife,,2781101
Odin Odin,Cabin,,2781101
Phoenix Phenix,HiPotion,,2781101
Bahamut Bahmut,DarkHood,,2781101
Life (or Strength) Song from Crescent Town bard Vitality,Samurai Job Crystal,,2781101
Temptation Song at Lix Charm,Slow->Stop->Slow2,,2781101
Love Song at Istory Love,Mantra,,2781101
Requiem Song at Kelb Requiem,Forged,,2781101
Speed Song at Surgate Speed,Pray,,2781101
Magic Song at Ancient Library Magic,Bone Mail,,2781101
Power Song from Crescent Town Power,Summon Ability Progressive,,2781101
Hero Song from Crescent Town Hero,Haste->Exit->Hast2->Quick,,2781101
"Fork Tower, two Magics Holy",Shoat,,2781101
"Fork Tower, two Magics Flare",Silver Armlet,,2781101
Meteo Meteo,Mute->Size->Bersk,,2781101
"5 potions in Wind Shrine, bottom left guy Potion",Regen->Float->Reset->Xzone,,2781101
"8 potions, Pirate after Torna Canal Key acquired Potion",Giyaman,,2781101
Chancellor at Tycoon Healing Staff,RedMage Job Crystal,,2781101
Magisa & Forza Mythril Helm,Regen->Float->Reset->Xzone,,2781101
CornaJar at Kelb CornaJar,TurtleShell,,2781101
Ribbon from girl in Rugor Ribbon,Glasses,,2781101
Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Bandana,,2781101
12 Kuzar Events Assassin,Sleep->Psych->Doom,,2781101
12 Kuzar Events Apollo's Harp,Blue,,2781101
12 Kuzar Events Excalibur,Cure White Magic Progressive,,2781101
12 Kuzar Events Flame Whip,Dimen Ability Progressive,,2781101
12 Kuzar Events Earth Bell,Equip Shield,,2781101
12 Kuzar Events Holy Lance,Knife,,2781101
12 Kuzar Events Masamune,Pinwheel,,2781101
12 Kuzar Events Wizard Rod,Wind Spear,,2781101
12 Kuzar Events Rune Axe,Flail,,2781101
12 Kuzar Events Sage's Staff,Bard Job Crystal,,2781101
12 Kuzar Events Sasuke,Epee Sword,,2781101
12 Kuzar Events Yoichi Bow,Flail,,2781101
Shiva Shiva,Tame,,2781101
Ifrit Ifrit,Potion,,2781101
Water Crystal Samurai,Ice Rod,,2781101
Water Crystal Berserker,Leather Shoes,,2781101
Water Crystal MysticKnight,Shuriken,,2781101
Water Crystal TimeMage,Bolt Black Magic Progressive,,2781101
Water Crystal Summoner,Bronze Helm,,2781101
Brave Blade Brave Blade,Freelancer Job Crystal,,2781101
Chicken Knife Chicken Knife,Chicken Knife,,2781101
Tycoon Castle Cabin Cabin,Diamond Armor,,2781101
Walse Tower Chest GoGo,Agility,,2781101
Pyramid Top Pyramid Tablet,Equip Bows,,2781101
Toad Event Toad,Regen->Float->Reset->Xzone,,2781101
Aegis Shield Chest Aegis Shield,Speed Drink,,2781101
Lone Wolf Barrel Cabin,Rune Chime,,2781101
Lone Wolf Chest Thunder Whip,Thunder Whip,,2781101
Moat Item Epee,Ragnarok,,2781101
Shop Backdoor Lamia Harp,Chocob->Titan->Golem->Odin,,2781101
Top of the Falls Magic Lamp,White Ability Progressive,,2781101
Wind Shrine Chest Broadsword,DarkMatter,,2781101
Beginner's House Chest Ether,Diamond Helm,MIB,2781101
Beginner's House Chest 100,Slow->Stop->Slow2,,2781101
Beginner's House Chest Potion,Rod,,2781101
Beginner's House Chest Phoenix Down,OmegaMedl,,2781101
Beginner's House Chest Tent,Ice Sword Magic Progressive,,2781101
Beginner's House Chest Leather Shoes,Tricorn Hat,,2781101
Pirate's Cave Chest Leather Cap,Plumed Hat,,2781101
Pirate's Cave Chest Tent,Javelin,,2781101
Pirate's Cave Chest Ether,Water Scroll,,2781101
Pirate's Cave Chest 300,Mythril Staff,,2781101
Wind Shrine Chest Tent,Chain Whip,,2781101
Wind Shrine Chest Leather Cap,Armor->Shell->Wall->Dispel,,2781101
Wind Shrine Chest Staff,Analyze,,2781101
Tule Barrel 150,Trident,,2781101
Tule Box Leather Shoes,FrogSong->TinySong->MoonFlut,,2781101
Tule Barrel Potion,Iron Armor,,2781101
Tule Box Tent,Kotetsu,,2781101
Tule Bush Phoenix Down,Bronze Armor,,2781101
Ship Graveyard Chest Flail,2-Handed,,2781101
Ship Graveyard Chest Phoenix Down,Dragoon Lance,,2781101
Ship Graveyard Chest Tent,Power Drink,,2781101
Ship Graveyard Box 990,Mute->Size->Bersk,,2781101
Ship Graveyard Chest Potion,GbnPnch->Emision->Missle->Blwfsh,,2781101
Ship Graveyard Chest Antidote,Mute->Psych->Holy Sword,,2781101
Carwen Barrel Antidote,20000 gil,,2781101
Carwen Box Ice Rod,2500 gil,,2781101
Carwen Pot 1000,Murasume,,2781101
North Mountain Chest Soft,Full Moon,,2781101
North Mountain Chest Phoenix Down,8000 gil,,2781101
Walse Town Pot Glasses,TimeMage Job Crystal,,2781101
Tycoon Castle Pot Hi-Potion,Sing,,2781101
Tycoon Castle Pot Ether,Partisan,,2781101
Tycoon Castle Barrel Elixir,Animals->Aim->X-Fight,,2781101
Tycoon Castle Barrel Phoenix Down,Glasses,,2781101
Tycoon Castle Barrel Cabin,L4Qrter->L3Flare->L2Old->L5Doom,,2781101
Tycoon Castle Pot Elixir,Ancient Sword,,2781101
Tycoon Castle Pot Phoenix Down,Phoenix Down,,2781101
Tycoon Castle Pot Maiden's Kiss,150 gil,,2781101
Tycoon Castle Chest Shuriken,Haste->Exit->Hast2->Quick,,2781101
Tycoon Castle Chest Giyaman,Giyaman,,2781101
Tycoon Castle Chest Katana,490 gil,,2781101
Walse Castle Chest Elf Cape,Thornlet,,2781101
Walse Castle Pot 1000,Brawl,,2781101
Walse Castle Pot Drag,Ether,,2781101
Walse Castle Box 490,Ice Shield,,2781101
Walse Castle Barrel Tent,Tent,,2781101
Walse Castle Barrel Phoenix Down,Dream Harp,,2781101
Walse Tower Chest Silk robe,Excalibur,,2781101
Walse Tower Chest Maiden's Kiss,OmegaMedl,,2781101
Walse Tower Chest Silver Armlet,Observe,,2781101
Walse Tower Chest Ether,Life->Life2,,2781101
Tycoon Meteor Chest Phoenix Down,Giant Drink,,2781101
Karnak Castle Chest Gungnir,Flame Shield,MIB,2781101
Karnak Castle Chest Thunder Scroll,Morning Star,,2781101
Karnak Castle Chest 2000,Running Shoes,MIB,2781101
Karnak Castle Chest Elixir,Magus,,2781101
Karnak Castle Chest Ribbon,RisingSun,MIB,2781101
Karnak Castle Chest Shuriken,Healing Staff,MIB,2781101
Karnak Castle Chest Elf Cape,Masamune,MIB,2781101
Karnak Castle Chest Guardian,Flame Scroll,MIB,2781101
Karnak Town Barrel Fire Rod,1000 gil,,2781101
Steamship Chest Cabin,BlackMage Job Crystal,,2781101
Steamship Chest Phoenix Down,Flash->Time Slip->DethClaw,,2781101
Steamship Chest Elixir,Void->Demi->Qrter->Old,,2781101
Steamship Chest GrnBeret,Flail,,2781101
Steamship Chest Thief's Glove,Charm->Hero@Song,,2781101
Ancient Library Chest Ether,Sasuke,,2781101
Ancient Library Chest Phoenix Down,Regen->Float->Reset->Xzone,,2781101
Ancient Library Chest Stealth Suit,5000 gil,,2781101
Jacole Cave Chest Shuriken,990 gil,,2781101
Jacole Cave Chest Tent,12000 gil,,2781101
Ruined City Chest Shuriken,Vampire->MindBlst->WhiteWind,,2781101
Ruined City Chest Size,25000 gil,,2781101
Flying Lonka Ruins Chest Golden Armor,18000 gil,,2781101
Flying Lonka Ruins Chest Elixir,GrnBeret,,2781101
Flying Lonka Ruins Chest Phoenix Down,Medicine,,2781101
Flying Lonka Ruins Chest Golden Shield,Maiden's Kiss,,2781101
Steamship Chest Mythril Glove,Spear,,2781101
Steamship Chest Full Moon,2000 gil,,2781101
Flying Lonka Ruins Chest Hi-Potion,9000 gil,,2781101
Flying Lonka Ruins Chest 5000,5000 gil,,2781101
Flying Lonka Ruins Chest Shuriken,HP +X%,,2781101
Flying Lonka Ruins Chest Ancient Sword,Speed->Requiem Song,,2781101
Flying Lonka Ruins Chest Full Moon,2000 gil,,2781101
Flying Lonka Ruins Chest Power Wrist,Mage Masher,,2781101
Flying Lonka Ruins Chest Ether,Giant's Axe,,2781101
Flying Lonka Ruins Chest Cabin,Antdt->Image->Heal,,2781101
Exdeath's Castle Chest Ether,Dimen Ability Progressive,,2781101
Exdeath's Castle Chest Diamond Shield,Hide,,2781101
Exdeath's Castle Chest Ice Shield,LuckMallet,,2781101
Exdeath's Castle Chest Elixir,Barrier,,2781101
Exdeath's Castle Chest Gale Bow,Smoke,,2781101
Exdeath's Castle Chest IceBrand,Dimen Ability Progressive,,2781101
Exdeath's Castle Chest Kotetsu,GuardOff->Hammer->MghtyGrd,,2781101
Exdeath's Castle Chest 9900,Thunder Scroll,,2781101
Exdeath's Castle Chest 8000,GbnPnch->Emision->Missle->Blwfsh,,2781101
Exdeath's Castle Chest DblLance,Iron Helm,,2781101
Exdeath's Castle Chest Partisan,5000 gil,,2781101
Exdeath's Castle Chest Pinwheel,Black Robe,,2781101
Moogle Cave Chest 4400,9900 gil,,2781101
Moogle Cave Chest Phoenix Down,Coral Ring,,2781101
Moogle Village Chest Cabin,15000 gil,,2781101
Moogle Village Chest Dancing Dagger,Golden Shield,,2781101
Moogle Village Chest 1,War Hammer,,2781101
Moogle Village Chest 10000,Elixir,,2781101
Moogle Village Chest Phoenix Down,4900 gil,,2781101
Moogle Village Chest Ether,Air Lance,,2781101
Moogle Village Chest Elf Cape,Scan->Charm->Holy,,2781101
Bal Castle Chest Angel Gwn,Angel Gwn,,2781101
Bal Castle Chest Hero Drink,Condemn->Roulette->AquaRake,,2781101
Bal Castle Chest Exit,OmegaMedl,,2781101
Hiryuu Valley Skull Bone Mail,Dbl Grip,,2781101
Hiryuu Valley Chest 5000,Mythril Staff,,2781101
Hiryuu Valley Chest Cabin,12000 gil,,2781101
Hiryuu Valley Chest 7000,300 gil,,2781101
Hiryuu Valley Chest Coronet,Summon Ability Progressive,,2781101
Hiryuu Valley Chest Air Blade,Venom->Drain->Break,,2781101
Hiryuu Valley Chest Phoenix Down,Scan->Charm->Holy,,2781101
Surgate Castle Chest 5000,10000 gil,,2781101
Surgate Castle Chest Float,8000 gil,,2781101
Barrier Tower Chest Drain Sword,Darkness Bow,,2781101
Barrier Tower Chest 9000,Crystal Armor,MIB,2781101
Barrier Tower Chest 18000,Shiva->Ramuh->Ifrit->Bahmut,,2781101
Barrier Tower Chest Gold Hairpin,Red Shoes,MIB,2781101
Mua Town Barrel Guardian,Guardian,,2781101
Mua Forest Chest 2500,Antdt->Image->Heal,,2781101
Mua Forest Chest Ether,10000 gil,,2781101
Mua Forest Chest 4900,100 gil,,2781101
Mua Forest Chest Phoenix Down,Bolt Black Magic Progressive,,2781101
Mua Forest Chest 9500,Thunder Whip,,2781101
Mua Forest Chest Soot,9000 gil,,2781101
Mua Forest Chest Flametongue,12000 gil,,2781101
Mua Forest Chest Cabin,Fire Sword Magic Progressive,,2781101
Mua Forest Chest Giant Drink,Flame Whip,,2781101
Mua Forest Chest Elixir,Bronze Shield,,2781101
Mua Forest Chest Morning Star,Red1->Red2->Red3->X-Magic,,2781101
Solitary Island Chest Ether,Speed Drink,,2781101
Solitary Island Chest DragonFang,Equip Katana,,2781101
Pyramid Chest Elixir,Mythril Staff,MIB,2781101
Pyramid Chest Black Robe,Soft,MIB,2781101
Pyramid Chest Thornlet,Diamond Armor,,2781101
Pyramid Chest DarkMatter,Lumina Robe,,2781101
Pyramid Chest Crystal Armor,Morning Star,,2781101
Pyramid Chest Cursed Ring,Mirage Vest,,2781101
Pyramid Chest Ice Shield,Giyaman,MIB,2781101
Pyramid Chest Flame Shield,Mythril Staff,MIB,2781101
Pyramid Chest White Robe,White Robe,,2781101
Pyramid Chest DarkSuit,Sage's Staff,MIB,2781101
Pyramid Chest 9000,Diamond Armor,,2781101
Pyramid Chest 8000,Phoenix Down,MIB,2781101
Pyramid Chest Earth Hammer,Coral Sword,,2781101
Pyramid Chest 10000,Rod,,2781101
Pyramid Chest Cabin,Enhancer,MIB,2781101
Pyramid Chest 12000,Genji Armor,MIB,2781101
Pyramid Chest Guard Ring,Wonder Wand,,2781101
Pyramid Chest Ribbon,Darkness Bow,,2781101
Pyramid Chest Gold Hairpin,DoomCut,MIB,2781101
Solitary Island Chest 12000,Mirage Vest,,2781101
Solitary Island Chest Hi-Potion,DrgnCrest,MIB,2781101
Solitary Island Chest Protect Drink,4400 gil,,2781101
Solitary Island Chest BeastKiller,Ancient Sword,,2781101
Solitary Island Chest RisingSun,Tiger Mask,,2781101
Solitary Island Chest Guard Ring,Iron Armor,,2781101
Solitary Island Chest Crystal Helm,ManEater,,2781101
Solitary Island Chest 9000,Venom->Drain->Break Sword,,2781101
Solitary Island Chest Elixir,490 gil,,2781101
Solitary Island Chest DarkMatter,Gungnir,,2781101
Solitary Island Chest Circlet,Chemist Job Crystal,,2781101
Fork Tower L. Chest Ether,Bronze Armor,,2781101
Fork Tower L. Chest Wonder Wand,100 gil,,2781101
Fork Tower R. Chest Hi-Potion,Comet->Meteo,,2781101
Fork Tower R. Chest Defender Sword,Judgement Staff,,2781101
Great Trench Chest Water Scroll,Leather Cap,,2781101
Great Trench Chest Flame Ring,Mythril Staff,,2781101
Great Trench Chest DragonFang,100 gil,,2781101
Great Trench Chest Ether,1000 gil,,2781101
Great Trench Chest Phoenix Down,150 gil,,2781101
Great Trench Chest Kaiser Knuckles,Equip Ribbon,,2781101
Istory Falls Chest Ether,Artemis Bow,,2781101
Istory Falls Chest TurtleShell,Flirt,,2781101
Istory Falls Chest Air Lance,Silver Harp,,2781101
Istory Falls Chest Giant Drink,Giant Drink,,2781101
Istory Falls Chest RuneEdge,Magic->Love@Song,,2781101
Istory Falls Chest Guard Ring,Ice Black Magic Progressive,,2781101
Istory Falls Chest Wall Ring,Dragon's Whisker,,2781101
Istory Falls Chest Phoenix Down,12000 gil,,2781101
Istory Falls Chest Enhancer,DarkSuit,,2781101
Istory Falls Chest 12000,Rainbow Dress,,2781101
Istory Falls Chest Artemis Bow,Trident,,2781101
Istory Falls Chest Pinwheel,Pinwheel,,2781101
Istory Falls Chest Aegis Shield,Black Robe,,2781101
Istory Falls Chest Giant's Axe,CopperPlt,,2781101
Phoenix Tower Pot 5000,Antidote,MIB,2781101
Phoenix Tower Pot Phoenix Down,Tricorn Hat,,2781101
Phoenix Tower Pot 10000,Cursed Shield,,2781101
Phoenix Tower Pot 15000,Mythril Knife,MIB,2781101
Phoenix Tower Pot 20000,Bandana,,2781101
Phoenix Tower Pot Avis Killer,Cursed Shield,MIB,2781101
Phoenix Tower Pot 25000,Knife,MIB,2781101
Mirage Village Barrel Thief Knife,9900 gil,,2781101
Rift (Ruins) Chest Ether,Mimic Job Crystal,,2781101
Rift (Ruins) Chest Cabin,Sylph->Crbnkl->Phenix->Syldra,,2781101
Rift (Ruins) Chest Elixir,2000 gil,,2781101
Rift (Ruins) Chest DarkMatter,Thunder Scroll,,2781101
Rift (Ruins) Chest Drain Sword,1000 gil,,2781101
Rift (Forest) Chest DragonFang,Cotton Robe,,2781101
Rift (Forest) Chest Ribbon,1000 gil,,2781101
Rift (Forest) Chest Enhancer,Golden Shield,,2781101
Rift (Forest) Chest Lillith Rod,GilToss,,2781101
Rift (Cave) Chest Angel Ring,Chain Whip,,2781101
Rift (Cave) Chest Coral Ring,Cure White Magic Progressive,,2781101
Rift (Castle) Chest Thor Hammer,Red1->Red2->Red3->X-Magic,,2781101
Rift (Castle) Chest Running Shoes,Lillith Rod,,2781101
Rift (Castle) Chest Red Shoes,Shiva->Ramuh->Ifrit->Bahmut,,2781101
Rift (Castle) Chest Rainbow Dress,Giant's Gloves,,2781101
Rift (Castle) Chest ManEater,9000 gil,,2781101
The Void Chest Pinwheel,Flame Shield,,2781101
The Void Chest Elixir,Golem,,2781101
The Void Chest Ragnarok,Genji Shield,MIB,2781101
Byblos New,AntiMagic Bow,,2781101
Magisa & Forza New,Ribbon,,2781101
Sandworm New,Flame Ring,,2781101
ArchaeAvis New,Assassin,,2781101
Titan New,CornaJar,,2781101
Gilgamesh 1 New,Enhancer,,2781101
Tyrasaurus New,DblLance,,2781101
Abductor New,Running Shoes,,2781101
HiryuuPlant New,Genji Armor,,2781101
Carbunkle New,Genji Shield,,2781101
Merugene New,Genji Gloves,,2781101
Omniscient New,Judgement Staff,,2781101
Minotauros New,Defender Sword,,2781101
Leviathan New,Diamond Shield,,2781101
Stalker New,Genji Gloves,,2781101
GoGo New,Earth Hammer,,2781101
Bahamut New,DblLance,,2781101
Shiva New,Coral Ring,,2781101
