,shop_name,shop_type,item,seed
200,Lix Armor,01,Pinwheel,8697747
201,Lix Armor,01,Cotton Robe,8697747
202,Lix Armor,01,Angel Ring,8697747
203,Lix Armor,01,Whip,8697747
204,Lix Armor,01,Elixir,8697747
205,Lix Armor,01,Revivify,8697747
206,Lix Armor,01,Tent,8697747
207,Lix Armor,01,Cabin,8697747
208,Lix Magic,00,Regen,8697747
209,Lix Magic,00,Cure,8697747
210,Lix Magic,00,None,8697747
211,Lix Magic,00,None,8697747
212,Lix Magic,00,None,8697747
213,Lix Magic,00,None,8697747
214,Lix Magic,00,None,8697747
215,Lix Magic,00,None,8697747
216,Rugor Weapon,01,Leather Cap,8697747
217,Rugor Weapon,01,Yoichi Bow,8697747
218,Rugor Weapon,01,Iron Shield,8697747
219,Rugor Weapon,01,Wall Ring,8697747
220,Rugor Weapon,01,Katana,8697747
221,Rugor Weapon,01,White Robe,8697747
222,Rugor Weapon,01,Staff of Light,8697747
223,Rugor Weapon,01,Rune Axe,8697747
224,Rugor Armor,00,Levia,8697747
225,Rugor Armor,00,L2 Old,8697747
226,Rugor Armor,00,Exploder,8697747
227,Rugor Armor,00,Float,8697747
228,Rugor Armor,00,Mute,8697747
229,Rugor Armor,00,None,8697747
230,Rugor Armor,00,None,8697747
231,Rugor Armor,00,None,8697747
232,Common World 2 Inn 2,07,Capture,8697747
233,Common World 2 Inn 2,07,Evade,8697747
234,Common World 2 Inn 2,07,Mediator,8697747
235,Common World 2 Inn 2,07,Geomancer,8697747
236,Common World 2 Inn 2,07,None,8697747
237,Common World 2 Inn 2,07,None,8697747
238,Common World 2 Inn 2,07,None,8697747
239,Common World 2 Inn 2,07,None,8697747
240,Bal/Kelb Weapon,07,Summon Lv.3,8697747
241,Bal/Kelb Weapon,07,White Lv.4,8697747
242,Bal/Kelb Weapon,07,Pray,8697747
243,Bal/Kelb Weapon,07,Equip Bows,8697747
244,Bal/Kelb Weapon,07,None,8697747
245,Bal/Kelb Weapon,07,None,8697747
246,Bal/Kelb Weapon,07,None,8697747
247,Bal/Kelb Weapon,07,None,8697747
248,Bal/Kelb Armor,00,Golem,8697747
249,Bal/Kelb Armor,00,Meteo,8697747
250,Bal/Kelb Armor,00,Missile,8697747
251,Bal/Kelb Armor,00,Cure3,8697747
252,Bal/Kelb Armor,00,Doom,8697747
253,Bal/Kelb Armor,00,None,8697747
254,Bal/Kelb Armor,00,None,8697747
255,Bal/Kelb Armor,00,None,8697747
256,Kelb Weapon,01,DiamndPlt,8697747
257,Kelb Weapon,01,Mage Masher,8697747
258,Kelb Weapon,01,Rainbow Dress,8697747
259,Kelb Weapon,01,Giyaman,8697747
260,Kelb Weapon,01,Protect Drink,8697747
261,Kelb Weapon,01,BeastKiller,8697747
262,Kelb Weapon,01,Silver Harp,8697747
263,Kelb Weapon,01,Potion,8697747
264,Kelb Armor,00,MgthyGrd,8697747
265,Kelb Armor,00,Venom,8697747
266,Kelb Armor,00,Aero 2,8697747
267,Kelb Armor,00,None,8697747
268,Kelb Armor,00,None,8697747
269,Kelb Armor,00,None,8697747
270,Kelb Armor,00,None,8697747
271,Kelb Armor,00,None,8697747
272,Common World 2 Magic 1,01,Slumber Sword,8697747
273,Common World 2 Magic 1,01,Spear,8697747
274,Common World 2 Magic 1,01,Mythril Glove,8697747
275,Common World 2 Magic 1,01,Venom Rod,8697747
276,Common World 2 Magic 1,01,Glasses,8697747
277,Common World 2 Magic 1,01,HiPotion,8697747
278,Common World 2 Magic 1,01,Revivify,8697747
279,Common World 2 Magic 1,01,TurtleShell,8697747
280,Common World 2 Magic 2,00,Dispel,8697747
281,Common World 2 Magic 2,00,Hast2,8697747
282,Common World 2 Magic 2,00,Time Slip,8697747
283,Common World 2 Magic 2,00,None,8697747
284,Common World 2 Magic 2,00,None,8697747
285,Common World 2 Magic 2,00,None,8697747
286,Common World 2 Magic 2,00,None,8697747
287,Common World 2 Magic 2,00,None,8697747
288,Common World 2 Magic 3,00,Chocob,8697747
289,Common World 2 Magic 3,00,Sylph,8697747
290,Common World 2 Magic 3,00,None,8697747
291,Common World 2 Magic 3,00,None,8697747
292,Common World 2 Magic 3,00,None,8697747
293,Common World 2 Magic 3,00,None,8697747
294,Common World 2 Magic 3,00,None,8697747
295,Common World 2 Magic 3,00,None,8697747
296,Surgate Weapon,07,Samurai,8697747
297,Surgate Weapon,07,MgcSwrd Lv.2,8697747
298,Surgate Weapon,07,Tame,8697747
299,Surgate Weapon,07,Dancer,8697747
300,Surgate Weapon,07,None,8697747
301,Surgate Weapon,07,None,8697747
302,Surgate Weapon,07,None,8697747
303,Surgate Weapon,07,None,8697747
304,Surgate Armor,07,Flirt,8697747
305,Surgate Armor,07,Revive,8697747
306,Surgate Armor,07,2-Handed,8697747
307,Surgate Armor,07,Hunter,8697747
308,Surgate Armor,07,None,8697747
309,Surgate Armor,07,None,8697747
310,Surgate Armor,07,None,8697747
311,Surgate Armor,07,None,8697747
312,Mua Weapon,07,Summon Lv.1,8697747
313,Mua Weapon,07,Blue,8697747
314,Mua Weapon,07,None,8697747
315,Mua Weapon,07,None,8697747
316,Mua Weapon,07,None,8697747
317,Mua Weapon,07,None,8697747
318,Mua Weapon,07,None,8697747
319,Mua Weapon,07,None,8697747
320,Mua Armor,01,Gauntlets,8697747
321,Mua Armor,01,Holy Lance,8697747
322,Mua Armor,01,Tiger Mask,8697747
323,Mua Armor,01,Thunder Rod,8697747
324,Mua Armor,01,Slumber Sword,8697747
325,Mua Armor,01,Mythril Armor,8697747
326,Mua Armor,01,Angel Ring,8697747
327,Mua Armor,01,Soot,8697747
328,Mua Magic 1,01,Kotetsu,8697747
329,Mua Magic 1,01,Venom Axe,8697747
330,Mua Magic 1,01,Fire Bow,8697747
331,Mua Magic 1,01,Thunder Whip,8697747
332,Mua Magic 1,01,Flame Whip,8697747
333,Mua Magic 1,01,Shuriken,8697747
334,Mua Magic 1,01,Phoenix Down,8697747
335,Mua Magic 1,01,Eyedrop,8697747
336,Mua Magic 2,07,Equip Shield,8697747
337,Mua Magic 2,07,Steal,8697747
338,Mua Magic 2,07,TimeMage,8697747
339,Mua Magic 2,07,Black Lv.4,8697747
340,Mua Magic 2,07,None,8697747
341,Mua Magic 2,07,None,8697747
342,Mua Magic 2,07,None,8697747
343,Mua Magic 2,07,None,8697747
344,Mua Magic 3,00,Sleep,8697747
345,Mua Magic 3,00,Holy,8697747
346,Mua Magic 3,00,Scan,8697747
347,Mua Magic 3,00,Hammer,8697747
348,Mua Magic 3,00,Vampire,8697747
349,Mua Magic 3,00,None,8697747
350,Mua Magic 3,00,None,8697747
351,Mua Magic 3,00,None,8697747
352,Lix Inn,01,Killer Bow,8697747
353,Lix Inn,01,Bizen,8697747
354,Lix Inn,01,Iron Shield,8697747
355,Lix Inn,01,Enhancer,8697747
356,Lix Inn,01,Air Blade,8697747
357,Lix Inn,01,Golden Shield,8697747
358,Lix Inn,01,Potion,8697747
359,Lix Inn,01,HiPotion,8697747
360,Dwarf Magic,01,Magus,8697747
361,Dwarf Magic,01,Ether,8697747
362,Dwarf Magic,01,Rod,8697747
363,Dwarf Magic,01,Eyedrop,8697747
364,Dwarf Magic,01,Mythril Shield,8697747
365,Dwarf Magic,01,Elven Bow,8697747
366,Dwarf Magic,01,Phoenix Down,8697747
367,Dwarf Magic,01,Cabin,8697747
368,Dwarf Weapon,00,Exit,8697747
369,Dwarf Weapon,00,Odin,8697747
370,Dwarf Weapon,00,Fire,8697747
371,Dwarf Weapon,00,Shoat,8697747
372,Dwarf Weapon,00,None,8697747
373,Dwarf Weapon,00,None,8697747
374,Dwarf Weapon,00,None,8697747
375,Dwarf Weapon,00,None,8697747
376,Dwarf Armor,01,Darkness Bow,8697747
377,Dwarf Armor,01,Gaia Gear,8697747
378,Dwarf Armor,01,Defender Sword,8697747
379,Dwarf Armor,01,Antidote,8697747
380,Dwarf Armor,01,Guard Ring,8697747
381,Dwarf Armor,01,Excalibur,8697747
382,Dwarf Armor,01,Assassin,8697747
383,Dwarf Armor,01,Flametongue,8697747
384,Mirage Weapon,00,Bolt,8697747
385,Mirage Weapon,00,Psych,8697747
386,Mirage Weapon,00,Fusion,8697747
387,Mirage Weapon,00,Blowfish,8697747
388,Mirage Weapon,00,Bolt3,8697747
389,Mirage Weapon,00,None,8697747
390,Mirage Weapon,00,None,8697747
391,Mirage Weapon,00,None,8697747
392,Mirage Guild,00,Remora,8697747
393,Mirage Guild,00,GuardOff,8697747
394,Mirage Guild,00,????,8697747
395,Mirage Guild,00,Emission,8697747
396,Mirage Guild,00,Mute,8697747
397,Mirage Guild,00,None,8697747
398,Mirage Guild,00,None,8697747
399,Mirage Guild,00,None,8697747
400,Mirage Armor,01,Golden Shield,8697747
401,Mirage Armor,01,Staff of Light,8697747
402,Mirage Armor,01,Drain Sword,8697747
403,Mirage Armor,01,Gaia Gear,8697747
404,Mirage Armor,01,Ogre Killer,8697747
405,Mirage Armor,01,Potion,8697747
406,Mirage Armor,01,Ether,8697747
407,Mirage Armor,01,Elixir,8697747
408,Mirage Relic,01,Earth Hammer,8697747
409,Mirage Relic,01,Guardian,8697747
410,Mirage Relic,01,Leather Shield,8697747
411,Mirage Relic,01,Spear,8697747
412,Mirage Relic,01,Power Staff,8697747
413,Mirage Relic,01,Black Robe,8697747
414,Mirage Relic,01,TurtleShell,8697747
415,Mirage Relic,01,Antidote,8697747
416,Mirage Magic 1,07,Ninja,8697747
417,Mirage Magic 1,07,MgcSwrd Lv.6,8697747
418,Mirage Magic 1,07,Sing,8697747
419,Mirage Magic 1,07,X-Fight,8697747
420,Mirage Magic 1,07,None,8697747
421,Mirage Magic 1,07,None,8697747
422,Mirage Magic 1,07,None,8697747
423,Mirage Magic 1,07,None,8697747
424,Mirage Magic 2,07,Image,8697747
425,Mirage Magic 2,07,Thief,8697747
426,Mirage Magic 2,07,Black Lv.3,8697747
427,Mirage Magic 2,07,White Lv.1,8697747
428,Mirage Magic 2,07,None,8697747
429,Mirage Magic 2,07,None,8697747
430,Mirage Magic 2,07,None,8697747
431,Mirage Magic 2,07,None,8697747
432,Mirage Inn 1,01,Staff of Light,8697747
433,Mirage Inn 1,01,Coral Ring,8697747
434,Mirage Inn 1,01,Elf Cape,8697747
435,Mirage Inn 1,01,Cabin,8697747
436,Mirage Inn 1,01,Earth Hammer,8697747
437,Mirage Inn 1,01,Iron Armor,8697747
438,Mirage Inn 1,01,Dream Harp,8697747
439,Mirage Inn 1,01,Power Staff,8697747
440,Mirage Inn 2,01,Battle Axe,8697747
441,Mirage Inn 2,01,Broadsword,8697747
442,Mirage Inn 2,01,Tricorn Hat,8697747
443,Mirage Inn 2,01,Wonder Wand,8697747
444,Mirage Inn 2,01,DarkSuit,8697747
445,Mirage Inn 2,01,Leather Shield,8697747
446,Mirage Inn 2,01,Silk robe,8697747
447,Mirage Inn 2,01,Soft,8697747
0,Tule Weapon,07,HP +10%,4624269
1,Tule Weapon,07,Hide,4624269
2,Tule Weapon,07,Throw,4624269
3,Tule Weapon,07,None,4624269
4,Tule Weapon,07,None,4624269
5,Tule Weapon,07,None,4624269
6,Tule Weapon,07,None,4624269
7,Tule Weapon,07,None,4624269
8,Tule Armor,00,Cure2,4624269
9,Tule Armor,00,Armor,4624269
10,Tule Armor,00,None,4624269
11,Tule Armor,00,None,4624269
12,Tule Armor,00,None,4624269
13,Tule Armor,00,None,4624269
14,Tule Armor,00,None,4624269
15,Tule Armor,00,None,4624269
16,Tule Inn,01,Dream Harp,4624269
17,Tule Inn,01,Crystal Helm,4624269
18,Tule Inn,01,Plumed Hat,4624269
19,Tule Inn,01,Silver Bow,4624269
20,Tule Inn,01,Eyedrop,4624269
21,Tule Inn,01,Soft,4624269
22,Tule Inn,01,None,4624269
23,Tule Inn,01,None,4624269
24,Tule Magic,01,Gaia Gear,4624269
25,Tule Magic,01,Ice Shield,4624269
26,Tule Magic,01,War Hammer,4624269
27,Tule Magic,01,Partisan,4624269
28,Tule Magic,01,Gauntlets,4624269
29,Tule Magic,01,Wind Spear,4624269
30,Tule Magic,01,Elixir,4624269
31,Tule Magic,01,Phoenix Down,4624269
32,Carwen Weapon,07,Aim,4624269
33,Carwen Weapon,07,2-Handed,4624269
34,Carwen Weapon,07,White Lv.6,4624269
35,Carwen Weapon,07,Samurai,4624269
36,Carwen Weapon,07,None,4624269
37,Carwen Weapon,07,None,4624269
38,Carwen Weapon,07,None,4624269
39,Carwen Weapon,07,None,4624269
40,Carwen Armor,01,Apollo's Harp,4624269
41,Carwen Armor,01,Flail,4624269
42,Carwen Armor,01,Earth Bell,4624269
43,Carwen Armor,01,Lillith Rod,4624269
44,Carwen Armor,01,Dream Harp,4624269
45,Carwen Armor,01,Antidote,4624269
46,Carwen Armor,01,Cabin,4624269
47,Carwen Armor,01,None,4624269
48,Carwen Inn,07,Bard,4624269
49,Carwen Inn,07,Black Lv.1,4624269
50,Carwen Inn,07,Hunter,4624269
51,Carwen Inn,07,Equip Katana,4624269
52,Carwen Inn,07,None,4624269
53,Carwen Inn,07,None,4624269
54,Carwen Inn,07,None,4624269
55,Carwen Inn,07,None,4624269
56,Carwen Magic,00,MgthyGrd,4624269
57,Carwen Magic,00,Hast2,4624269
58,Carwen Magic,00,Bahmut,4624269
59,Carwen Magic,00,Exploder,4624269
60,Carwen Magic,00,Fire,4624269
61,Carwen Magic,00,None,4624269
62,Carwen Magic,00,None,4624269
63,Carwen Magic,00,None,4624269
64,Worus Weapon,00,Toad,4624269
65,Worus Weapon,00,Levia,4624269
66,Worus Weapon,00,Size,4624269
67,Worus Weapon,00,Aero,4624269
68,Worus Weapon,00,None,4624269
69,Worus Weapon,00,None,4624269
70,Worus Weapon,00,None,4624269
71,Worus Weapon,00,None,4624269
72,Worus Armor,01,Diamond Shield,4624269
73,Worus Armor,01,Sage's Staff,4624269
74,Worus Armor,01,Spear,4624269
75,Worus Armor,01,War Hammer,4624269
76,Worus Armor,01,Flame Shield,4624269
77,Worus Armor,01,TurtleShell,4624269
78,Worus Armor,01,Eyedrop,4624269
79,Worus Armor,01,None,4624269
80,Worus Magic,01,Tempest,4624269
81,Worus Magic,01,Giyaman,4624269
82,Worus Magic,01,Ogre Killer,4624269
83,Worus Magic,01,Power Staff,4624269
84,Worus Magic,01,Kaiser Knuckles,4624269
85,Worus Magic,01,Bronze Shield,4624269
86,Worus Magic,01,Running Shoes,4624269
87,Worus Magic,01,Potion,4624269
88,Karnak Weapon 1,01,Coral Sword,4624269
89,Karnak Weapon 1,01,DarkSuit,4624269
90,Karnak Weapon 1,01,Kotetsu,4624269
91,Karnak Weapon 1,01,Enhancer,4624269
92,Karnak Weapon 1,01,Venom Axe,4624269
93,Karnak Weapon 1,01,Air Blade,4624269
94,Karnak Weapon 1,01,TurtleShell,4624269
95,Karnak Weapon 1,01,Eyedrop,4624269
96,Karnak Weapon 2,00,Slow,4624269
97,Karnak Weapon 2,00,Break,4624269
98,Karnak Weapon 2,00,Bolt2,4624269
99,Karnak Weapon 2,00,None,4624269
100,Karnak Weapon 2,00,None,4624269
101,Karnak Weapon 2,00,None,4624269
102,Karnak Weapon 2,00,None,4624269
103,Karnak Weapon 2,00,None,4624269
104,Karnak Armor,00,Requiem,4624269
105,Karnak Armor,00,Psych,4624269
106,Karnak Armor,00,Titan,4624269
107,Karnak Armor,00,Bolt2,4624269
108,Karnak Armor,00,Xzone,4624269
109,Karnak Armor,00,None,4624269
110,Karnak Armor,00,None,4624269
111,Karnak Armor,00,None,4624269
112,Common World 1 Inn,01,Air Lance,4624269
113,Common World 1 Inn,01,Potion,4624269
114,Common World 1 Inn,01,Genji Shield,4624269
115,Common World 1 Inn,01,Mythril Glove,4624269
116,Common World 1 Inn,01,Magic Lamp,4624269
117,Common World 1 Inn,01,Staff,4624269
118,Common World 1 Inn,01,Full Moon,4624269
119,Common World 1 Inn,01,Running Shoes,4624269
120,Karnak Magic 1,01,Air Lance,4624269
121,Karnak Magic 1,01,Lumina Robe,4624269
122,Karnak Magic 1,01,Running Shoes,4624269
123,Karnak Magic 1,01,Mythril Staff,4624269
124,Karnak Magic 1,01,Bard's Surplice,4624269
125,Karnak Magic 1,01,Golden Armor,4624269
126,Karnak Magic 1,01,Magus,4624269
127,Karnak Magic 1,01,Venom Rod,4624269
128,Karnak Magic 2,07,Revive,4624269
129,Karnak Magic 2,07,Equip Spears,4624269
130,Karnak Magic 2,07,RedMage,4624269
131,Karnak Magic 2,07,Red Lv.2,4624269
132,Karnak Magic 2,07,None,4624269
133,Karnak Magic 2,07,None,4624269
134,Karnak Magic 2,07,None,4624269
135,Karnak Magic 2,07,None,4624269
136,Karnak Magic 3,07,Dancer,4624269
137,Karnak Magic 3,07,Analyze,4624269
138,Karnak Magic 3,07,Brawl,4624269
139,Karnak Magic 3,07,White Lv.2,4624269
140,Karnak Magic 3,07,None,4624269
141,Karnak Magic 3,07,None,4624269
142,Karnak Magic 3,07,None,4624269
143,Karnak Magic 3,07,None,4624269
144,Crescent Weapon,00,Vitality,4624269
145,Crescent Weapon,00,Fire3,4624269
146,Crescent Weapon,00,Fire3,4624269
147,Crescent Weapon,00,GuardOff,4624269
148,Crescent Weapon,00,MindBlst,4624269
149,Crescent Weapon,00,None,4624269
150,Crescent Weapon,00,None,4624269
151,Crescent Weapon,00,None,4624269
152,Crescent Armor,00,Stop,4624269
153,Crescent Armor,00,None,4624269
154,Crescent Armor,00,None,4624269
155,Crescent Armor,00,None,4624269
156,Crescent Armor,00,None,4624269
157,Crescent Armor,00,None,4624269
158,Crescent Armor,00,None,4624269
159,Crescent Armor,00,None,4624269
160,Istory Relic,07,Berserker,4624269
161,Istory Relic,07,Dimen Lv.5,4624269
162,Istory Relic,07,Caution,4624269
163,Istory Relic,07,None,4624269
164,Istory Relic,07,None,4624269
165,Istory Relic,07,None,4624269
166,Istory Relic,07,None,4624269
167,Istory Relic,07,None,4624269
168,Jacole Weapon,07,Jump,4624269
169,Jacole Weapon,07,Tame,4624269
170,Jacole Weapon,07,Preemptive,4624269
171,Jacole Weapon,07,Red Lv.3,4624269
172,Jacole Weapon,07,None,4624269
173,Jacole Weapon,07,None,4624269
174,Jacole Weapon,07,None,4624269
175,Jacole Weapon,07,None,4624269
176,Jacole Armor,00,Venom,4624269
177,Jacole Armor,00,Demi,4624269
178,Jacole Armor,00,Drain,4624269
179,Jacole Armor,00,None,4624269
180,Jacole Armor,00,None,4624269
181,Jacole Armor,00,None,4624269
182,Jacole Armor,00,None,4624269
183,Jacole Armor,00,None,4624269
184,Common World 2 Inn 1,07,Chemist,4624269
185,Common World 2 Inn 1,07,Observe,4624269
186,Common World 2 Inn 1,07,White Lv.5,4624269
187,Common World 2 Inn 1,07,Black Lv.6,4624269
188,Common World 2 Inn 1,07,None,4624269
189,Common World 2 Inn 1,07,None,4624269
190,Common World 2 Inn 1,07,None,4624269
191,Common World 2 Inn 1,07,None,4624269
192,Lix Guild,07,Dimen Lv.4,4624269
193,Lix Guild,07,MgcSwrd Lv.3,4624269
194,Lix Guild,07,Black Lv.5,4624269
195,Lix Guild,07,White Lv.3,4624269
196,Lix Guild,07,None,4624269
197,Lix Guild,07,None,4624269
198,Lix Guild,07,None,4624269
199,Lix Guild,07,None,4624269
200,Lix Armor,01,Kotetsu,4624269
201,Lix Armor,01,Maiden's Kiss,4624269
202,Lix Armor,01,Strength,4624269
203,Lix Armor,01,Air Blade,4624269
204,Lix Armor,01,HiPotion,4624269
205,Lix Armor,01,Tent,4624269
206,Lix Armor,01,None,4624269
207,Lix Armor,01,None,4624269
208,Lix Magic,01,DblLance,4624269
209,Lix Magic,01,Dream Harp,4624269
210,Lix Magic,01,Ether,4624269
211,Lix Magic,01,White Robe,4624269
212,Lix Magic,01,Ether,4624269
213,Lix Magic,01,Ether,4624269
214,Lix Magic,01,None,4624269
215,Lix Magic,01,None,4624269
216,Rugor Weapon,01,Excalibur,4624269
217,Rugor Weapon,01,Earth Bell,4624269
218,Rugor Weapon,01,HiPotion,4624269
219,Rugor Weapon,01,Golden Shield,4624269
220,Rugor Weapon,01,Flail,4624269
221,Rugor Weapon,01,Cursed Ring,4624269
222,Rugor Weapon,01,Coral Sword,4624269
223,Rugor Weapon,01,Bizen,4624269
224,Rugor Armor,00,Sleep,4624269
225,Rugor Armor,00,Mute,4624269
226,Rugor Armor,00,Hammer,4624269
227,Rugor Armor,00,Flare,4624269
228,Rugor Armor,00,DrkShock,4624269
229,Rugor Armor,00,None,4624269
230,Rugor Armor,00,None,4624269
231,Rugor Armor,00,None,4624269
232,Common World 2 Inn 2,00,Flare,4624269
233,Common World 2 Inn 2,00,Psych,4624269
234,Common World 2 Inn 2,00,Mute,4624269
235,Common World 2 Inn 2,00,L4 Qrter,4624269
236,Common World 2 Inn 2,00,Magic,4624269
237,Common World 2 Inn 2,00,None,4624269
238,Common World 2 Inn 2,00,None,4624269
239,Common World 2 Inn 2,00,None,4624269
240,Bal/Kelb Weapon,01,Ice Bow,4624269
241,Bal/Kelb Weapon,01,Defender Sword,4624269
242,Bal/Kelb Weapon,01,Thunder Bow,4624269
243,Bal/Kelb Weapon,01,Crystal Helm,4624269
244,Bal/Kelb Weapon,01,Thunder Rod,4624269
245,Bal/Kelb Weapon,01,Ramuh,4624269
246,Bal/Kelb Weapon,01,Phoenix Down,4624269
247,Bal/Kelb Weapon,01,Soft,4624269
248,Bal/Kelb Armor,07,Catch,4624269
249,Bal/Kelb Armor,07,Combine,4624269
250,Bal/Kelb Armor,07,Freelancer,4624269
251,Bal/Kelb Armor,07,Equip Rods,4624269
252,Bal/Kelb Armor,07,None,4624269
253,Bal/Kelb Armor,07,None,4624269
254,Bal/Kelb Armor,07,None,4624269
255,Bal/Kelb Armor,07,None,4624269
256,Kelb Weapon,01,Earth Bell,4624269
257,Kelb Weapon,01,Rune Axe,4624269
258,Kelb Weapon,01,Leather Cap,4624269
259,Kelb Weapon,01,DarkSuit,4624269
260,Kelb Weapon,01,Partisan,4624269
261,Kelb Weapon,01,Shoat,4624269
262,Kelb Weapon,01,Cursed Shield,4624269
263,Kelb Weapon,01,Phoenix Down,4624269
264,Kelb Armor,00,Bolt,4624269
265,Kelb Armor,00,Roulette,4624269
266,Kelb Armor,00,Holy,4624269
267,Kelb Armor,00,None,4624269
268,Kelb Armor,00,None,4624269
269,Kelb Armor,00,None,4624269
270,Kelb Armor,00,None,4624269
271,Kelb Armor,00,None,4624269
272,Common World 2 Magic 1,00,Haste,4624269
273,Common World 2 Magic 1,00,Flash,4624269
274,Common World 2 Magic 1,00,Regen,4624269
275,Common World 2 Magic 1,00,Holy,4624269
276,Common World 2 Magic 1,00,None,4624269
277,Common World 2 Magic 1,00,None,4624269
278,Common World 2 Magic 1,00,None,4624269
279,Common World 2 Magic 1,00,None,4624269
280,Common World 2 Magic 2,07,Black Lv.3,4624269
281,Common World 2 Magic 2,07,Blue,4624269
282,Common World 2 Magic 2,07,BlueMage,4624269
283,Common World 2 Magic 2,07,Dimen Lv.6,4624269
284,Common World 2 Magic 2,07,None,4624269
285,Common World 2 Magic 2,07,None,4624269
286,Common World 2 Magic 2,07,None,4624269
287,Common World 2 Magic 2,07,None,4624269
288,Common World 2 Magic 3,01,Revivify,4624269
289,Common World 2 Magic 3,01,Leather Cap,4624269
290,Common World 2 Magic 3,01,War Hammer,4624269
291,Common World 2 Magic 3,01,Wizard Rod,4624269
292,Common World 2 Magic 3,01,TurtleShell,4624269
293,Common World 2 Magic 3,01,Tent,4624269
294,Common World 2 Magic 3,01,None,4624269
295,Common World 2 Magic 3,01,None,4624269
296,Surgate Weapon,00,Blowfish,4624269
297,Surgate Weapon,00,AquaRake,4624269
298,Surgate Weapon,00,Bolt,4624269
299,Surgate Weapon,00,Bio,4624269
300,Surgate Weapon,00,None,4624269
301,Surgate Weapon,00,None,4624269
302,Surgate Weapon,00,None,4624269
303,Surgate Weapon,00,None,4624269
304,Surgate Armor,07,Steal,4624269
305,Surgate Armor,07,DrgnSwd,4624269
306,Surgate Armor,07,Equip Harps,4624269
307,Surgate Armor,07,Terrain,4624269
308,Surgate Armor,07,None,4624269
309,Surgate Armor,07,None,4624269
310,Surgate Armor,07,None,4624269
311,Surgate Armor,07,None,4624269
312,Mua Weapon,01,Artemis Bow,4624269
313,Mua Weapon,01,Rune Axe,4624269
314,Mua Weapon,01,Golden Shield,4624269
315,Mua Weapon,01,Avis Killer,4624269
316,Mua Weapon,01,Revivify,4624269
317,Mua Weapon,01,LuckMallet,4624269
318,Mua Weapon,01,Tent,4624269
319,Mua Weapon,01,None,4624269
320,Mua Armor,07,Escape,4624269
321,Mua Armor,07,MgcSwrd Lv.6,4624269
322,Mua Armor,07,MP +30%,4624269
323,Mua Armor,07,SwdSlap,4624269
324,Mua Armor,07,None,4624269
325,Mua Armor,07,None,4624269
326,Mua Armor,07,None,4624269
327,Mua Armor,07,None,4624269
328,Mua Magic 1,07,Summon Lv.1,4624269
329,Mua Magic 1,07,Berserk,4624269
330,Mua Magic 1,07,Drink,4624269
331,Mua Magic 1,07,Thief,4624269
332,Mua Magic 1,07,None,4624269
333,Mua Magic 1,07,None,4624269
334,Mua Magic 1,07,None,4624269
335,Mua Magic 1,07,None,4624269
336,Mua Magic 2,00,Fusion,4624269
337,Mua Magic 2,00,Syldra,4624269
338,Mua Magic 2,00,Old,4624269
339,Mua Magic 2,00,Emission,4624269
340,Mua Magic 2,00,Exit,4624269
341,Mua Magic 2,00,None,4624269
342,Mua Magic 2,00,None,4624269
343,Mua Magic 2,00,None,4624269
344,Mua Magic 3,01,DrgnCrest,4624269
345,Mua Magic 3,01,Whip,4624269
346,Mua Magic 3,01,Power Drink,4624269
347,Mua Magic 3,01,Tiger Mask,4624269
348,Mua Magic 3,01,Spear,4624269
349,Mua Magic 3,01,Maiden's Kiss,4624269
350,Mua Magic 3,01,Maiden's Kiss,4624269
351,Mua Magic 3,01,Antidote,4624269
352,Lix Inn,07,Conjure,4624269
353,Lix Inn,07,X-Magic,4624269
354,Lix Inn,07,Image,4624269
355,Lix Inn,07,Flirt,4624269
356,Lix Inn,07,None,4624269
357,Lix Inn,07,None,4624269
358,Lix Inn,07,None,4624269
359,Lix Inn,07,None,4624269
360,Dwarf Magic,00,Wall,4624269
361,Dwarf Magic,00,Ice3,4624269
362,Dwarf Magic,00,Crbnkl,4624269
363,Dwarf Magic,00,Slow2,4624269
364,Dwarf Magic,00,Qrter,4624269
365,Dwarf Magic,00,None,4624269
366,Dwarf Magic,00,None,4624269
367,Dwarf Magic,00,None,4624269
368,Dwarf Weapon,01,Ice Rod,4624269
369,Dwarf Weapon,01,Dancing Dagger,4624269
370,Dwarf Weapon,01,Flametongue,4624269
371,Dwarf Weapon,01,LuckMallet,4624269
372,Dwarf Weapon,01,HiPotion,4624269
373,Dwarf Weapon,01,Elixir,4624269
374,Dwarf Weapon,01,Cabin,4624269
375,Dwarf Weapon,01,None,4624269
376,Dwarf Armor,01,Flame Shield,4624269
377,Dwarf Armor,01,Venom Rod,4624269
378,Dwarf Armor,01,Avis Killer,4624269
379,Dwarf Armor,01,Golden Shield,4624269
380,Dwarf Armor,01,Mage Masher,4624269
381,Dwarf Armor,01,Earth Bell,4624269
382,Dwarf Armor,01,War Hammer,4624269
383,Dwarf Armor,01,Leather Armor,4624269
384,Mirage Weapon,07,Medicine,4624269
385,Mirage Weapon,07,HP +30%,4624269
386,Mirage Weapon,07,Sing,4624269
387,Mirage Weapon,07,MysticKnight,4624269
388,Mirage Weapon,07,None,4624269
389,Mirage Weapon,07,None,4624269
390,Mirage Weapon,07,None,4624269
391,Mirage Weapon,07,None,4624269
392,Mirage Guild,00,Shiva,4624269
393,Mirage Guild,00,Bolt3,4624269
394,Mirage Guild,00,DethClaw,4624269
