idx,enemy_name,enemy_rank,tier,num_gauge_time,num_phys_power,num_phys_mult,num_evade,num_phys_def,num_mag_power,num_mag_def,num_mag_evade,num_mp,ai_starting_address,ai_write_loc,ai_skills,ai_hp_write_loc,ai_hp_mult
319,Merugene,boss,2,40,25,13,0,0,0,30,30,500,d0bb77,"[6,7,10,11,14,15,18,19,22,23,26,27,30,31,34,35,38,39]","[Fire2,Nothing,Ice2,Nothing,Bolt2,Nothing,Fire2,NoDamage,Ice2,NoDamage,Bolt2,NoDamage,Fire2,NoDamage,Ice2,NoDamage,Bolt2,NoDamage]",[],[]
319,Merugene,boss,3,45,49,13,0,0,0,50,50,500,d0bb77,"[6,7,10,11,14,15,18,19,22,23,26,27,30,31,34,35,38,39]","[Fire3,Nothing,Ice3,Nothing,Bolt3,Nothing,Fire3,NoDamage,Ice3,NoDamage,Bolt3,NoDamage,Fire3,NoDamage,Ice3,NoDamage,Bolt3,NoDamage]",[],[]
319,Merugene,boss,4,50,60,13,0,0,0,70,70,500,d0bb77,"[6,7,10,11,14,15,18,19,22,23,26,27,30,31,34,35,38,39]","[Fire3,Nothing,Ice3,Nothing,Bolt3,Nothing,Fire3,NoDamage,DeltaAttack,NoDamage,Bolt3,NoDamage,Fire3,NoDamage,Ice3,NoDamage,Bolt3,NoDamage]",[],[]
320,Odin,boss,1,35,20,10,10,5,0,5,30,500,d0bbb2,[6],[ReaperSword],[],[]
320,Odin,boss,2,40,35,10,10,10,10,10,50,500,d0bbb2,[6],[ReaperSword],[],[]
320,Odin,boss,3,45,60,10,10,20,30,20,70,500,d0bbb2,[6],[TrueEdge],[],[]
320,Odin,boss,4,50,95,11,10,25,50,25,80,500,d0bbb2,[6],[TrueEdge],[],[]
321,Gargoyle,boss,1,34,12,9,10,6,50,6,20,300,d0bbc9,[],[],[],[]
321,Gargoyle,boss,2,34,35,9,10,9,50,9,30,300,d0bbc9,[],[],[],[]
321,Gargoyle,boss,3,34,58,9,10,12,50,12,35,300,d0bbc9,[],[],[],[]
321,Gargoyle,boss,4,34,85,9,10,15,50,15,40,300,d0bbc9,[],[],[],[]
322,Triton,boss,1,25,8,11,0,0,0,5,30,10000,d0bbef,"[22,23,30,31,34,35,38,39]","[Fight,Fight,Fire,Fire,Fight,Fight,Fight,Fire]",[],[]
322,Triton,boss,2,30,25,11,0,0,4,10,40,10000,d0bbef,"[22,23,30,31,34,35,38,39]","[Fight,Fight,Fire2,Fire2,Fight,Fight,Fight,Fire2]",[],[]
322,Triton,boss,3,35,38,11,0,0,8,17,50,10000,d0bbef,"[22,23,30,31,34,35,38,39]","[Fight,Fight,Fire3,Fire3,Fight,Fight,Fight,Fire3]",[],[]
322,Triton,boss,4,40,72,11,0,0,16,25,60,10000,d0bbef,"[22,23,30,31,34,35,38,39]","[Fight,Fight,Fire3,Fire3,Fight,Fight,Fight,Flare]",[],[]
323,Neregeid,boss,1,25,7,11,0,0,0,5,30,10000,d0bc1a,"[22,23,26,27,30,31,34,35]","[Fight,Fight,Ice,Ice2,Fight,Fight,Fight,Ice]",[],[]
323,Neregeid,boss,2,30,24,11,0,0,4,10,40,10000,d0bc1a,"[22,23,26,27,30,31,34,35]","[Fight,Fight,Ice2,Ice2,Fight,Fight,Fight,Ice2]",[],[]
323,Neregeid,boss,3,35,37,11,0,0,8,17,50,10000,d0bc1a,"[22,23,26,27,30,31,34,35]","[Fight,Fight,Snowstorm,Ice3,Fight,Fight,Fight,Ice3]",[],[]
323,Neregeid,boss,4,40,71,11,0,0,16,25,60,10000,d0bc1a,"[22,23,26,27,30,31,34,35]","[Fight,Fight,TidalWave,Snowstorm,Fight,Fight,Fight,Ice3]",[],[]
324,Phobos,boss,1,25,8,11,0,0,0,5,30,10000,d0bc41,"[22,23,30,31,34,35,38,39]","[Fight,Fight,Venom,Sleep,Fight,Fight,Fight,Bio]",[],[]
324,Phobos,boss,2,30,25,11,0,0,0,10,40,10000,d0bc41,"[22,23,30,31,34,35,38,39]","[Fight,Fight,Venom,Sleep,Fight,Fight,Fight,Bio]",[],[]
324,Phobos,boss,3,35,38,11,0,0,8,17,50,10000,d0bc41,"[22,23,30,31,34,35,38,39]","[Fight,Fight,Bio,Bio,Fight,Fight,Fight,Bio]",[],[]
324,Phobos,boss,4,40,72,11,0,0,16,25,60,10000,d0bc41,"[22,23,30,31,34,35,38,39]","[Fight,Fight,Bio,Bio,Fight,Fight,Fight,Holy]",[],[]
325,Omniscient,boss,1,38,100,20,0,0,0,8,0,30000,d0bc6c,"[6,7,8,16,17,21,32,37,40,41]","[Bolt2,Fire2,Ice2,Cure,Fire,Ice,Cure,Fire,Bolt,Ice]",[2],[0.24]
325,Omniscient,boss,2,40,100,20,0,0,10,8,0,30000,d0bc6c,"[6,7,8,16,17,21,32,37,40,41]","[Bolt2,Fire2,Ice2,Cure,Fire,Ice,Cure2,Fire2,Bolt2,Ice2]",[2],[0.24]
325,Omniscient,boss,3,42,100,20,0,0,20,8,0,30000,d0bc6c,"[6,7,8,16,17,21,32,37,40,41]","[Bolt3,Fire3,Ice3,Cure,Fire,Ice,Cure2,Fire2,Bolt2,Ice2]",[2],[0.24]
325,Omniscient,boss,4,44,100,20,0,0,40,8,0,30000,d0bc6c,"[6,7,8,16,17,21,32,37,40,41]","[Bolt3,Fire3,Ice3,Cure2,Fire2,Ice2,Cure3,Fire2,Bolt2,Ice2]",[2],[0.24]
326,Minotauros,boss,1,40,22,9,0,0,0,0,0,0,d0bcae,[],[],[],[]
326,Minotauros,boss,2,42,60,9,0,0,0,0,0,0,d0bcae,[],[],[],[]
326,Minotauros,boss,3,44,90,9,0,0,0,0,0,0,d0bcae,[],[],[],[]
326,Minotauros,boss,4,46,120,12,0,0,0,0,0,100,d0bcae,[],[],[],[]
327,Leviathan,boss,1,38,8,10,0,4,1,4,20,2000,d0bcd8,"[6,7,8,10,11,12,18,19,20,22,23,24,26,27,28,30,31,32,34,35,36,42,43,44,46,47,48,50,51,52,54,55,56,62,63,64,66,67,68,76]","[Fight,Fight,Ice,Fight,Fight,Ice,Fight,Ice2,Ice,Fight,Ice,Ice,Fight,Fight,Ice2,Fight,Ice,Ice,Fight,AquaRake,Fight,Fight,AquaRake,AquaRake,AquaRake,Fight,AquaRake,Fight,AquaRake,AquaRake,Fight,Fight,AquaRake,Fight,AquaRake,AquaRake,Fight,AquaRake,AquaRake,AquaRake]",[],[]
327,Leviathan,boss,2,42,25,12,4,8,1,8,40,2000,d0bcd8,"[6,7,8,10,11,12,18,19,20,22,23,24,26,27,28,30,31,32,34,35,36,42,43,44,46,47,48,50,51,52,54,55,56,62,63,64,66,67,68,76]","[Fight,Fight,AquaRake,Fight,Fight,Ice,Fight,Fight,Ice2,Fight,AquaRake,Fight,Fight,Fight,Ice2,Fight,AquaRake,Fight,Fight,AquaRake,AquaRake,AquaRake,AquaRake,AquaRake,AquaRake,Fight,AquaRake,Fight,AquaRake,AquaRake,Fight,Fight,AquaRake,Fight,AquaRake,AquaRake,Fight,AquaRake,AquaRake,AquaRake]",[],[]
327,Leviathan,boss,3,44,55,14,8,14,1,14,55,2000,d0bcd8,"[6,7,8,10,11,12,18,19,20,22,23,24,26,27,28,30,31,32,34,35,36,42,43,44,46,47,48,50,51,52,54,55,56,62,63,64,66,67,68,76]","[Fight,Fight,AquaRake,Fight,Fight,AquaRake,Fight,Specialty,AquaRake,Fight,AquaRake,AquaRake,Fight,Fight,AquaRake,Fight,TidalWave,Specialty,Fight,AquaRake,AquaRake,AquaRake,TidalWave,Specialty,Specialty,Fight,TidalWave,Fight,TidalWave,Specialty,Fight,Fight,Specialty,Fight,Specialty,TidalWave,Fight,Specialty,TidalWave,TidalWave]",[],[]
327,Leviathan,boss,4,49,85,16,12,25,1,15,70,2000,d0bcd8,"[6,7,8,10,11,12,18,19,20,22,23,24,26,27,28,30,31,32,34,35,36,42,43,44,46,47,48,50,51,52,54,55,56,62,63,64,66,67,68,76]","[Fight,Fight,Specialty,Fight,Fight,Specialty,Fight,Specialty,TidalWave,Fight,TidalWave,TidalWave,Fight,Fight,Specialty,Fight,TidalWave,Specialty,Fight,AquaRake,AquaRake,TidalWave,TidalWave,Specialty,Specialty,Fight,TidalWave,Fight,TidalWave,Specialty,Fight,Fight,Specialty,Fight,Specialty,TidalWave,Fight,Specialty,TidalWave,TidalWave]",[],[]
328,Stalker,boss,1,40,5,10,0,0,0,0,0,8192,d0bd32,[],[],[],[]
328,Stalker,boss,2,40,25,10,0,0,0,0,0,8192,d0bd32,[],[],[],[]
328,Stalker,boss,3,40,50,10,0,5,5,10,5,8192,d0bd32,[],[],[],[]
328,Stalker,boss,4,40,80,10,0,10,10,20,10,8192,d0bd32,[],[],[],[]
329,Gogo,boss,1,50,120,25,30,30,35,20,99,60000,d0bd72,[],[],[162],[0.69]
329,Gogo,boss,2,50,120,25,30,30,35,20,99,60000,d0bd72,[],[],[162],[0.69]
329,Gogo,boss,3,50,120,25,30,30,35,20,99,60000,d0bd72,[],[],[162],[0.69]
329,Gogo,boss,4,50,120,25,30,30,35,20,99,60000,d0bd72,[],[],[162],[0.69]
330,Bahamut,boss,1,40,10,16,0,0,5,5,14,10000,d0be5c,"[6,7,8,16,17,18,20,21,22,30,31,32,34,35,36,44,45,46,48,49,50,58,59,60,62,63,64,72,73,74,76,77,78,87,95,98]","[Flare,Flare,Fight,DanceoftheDead,DanceoftheDead,Fight,MiniBlaze,MiniBlaze,Fight,Maelstrom,Maelstrom,Fight,SurgeBeam,SurgeBeam,Fight,WindSlash,WindSlash,Fight,Thunder,Thunder,Fight,Flame,Flame,Fight,Quicksand,Quicksand,Fight,WindSlash,WindSlash,Fight,Flame,Flame,Fight,Flare,Flare,Flare]","[2,12,26,40,54,68,91]","[0.25,0.38,0.50,0.63,0.75,0.87,0.25]"
330,Bahamut,boss,2,40,30,16,3,5,10,10,23,10000,d0be5c,"[6,7,8,16,17,18,20,21,22,30,31,32,34,35,36,44,45,46,48,49,50,58,59,60,62,63,64,72,73,74,76,77,78,87,95,98]","[Flare,Flare,Fight,DanceoftheDead,DanceoftheDead,Fight,MiniBlaze,MiniBlaze,Fight,Maelstrom,Maelstrom,Fight,SurgeBeam,SurgeBeam,Fight,WindSlash,WindSlash,Fight,Thunder,Thunder,Fight,Flame,Flame,Fight,Quicksand,Quicksand,Fight,WindSlash,WindSlash,Fight,Flame,Flame,Fight,Flare,Flare,Flare]","[2,12,26,40,54,68,91]","[0.25,0.38,0.50,0.63,0.75,0.87,0.25]"
330,Bahamut,boss,3,40,69,16,5,10,20,20,33,10000,d0be5c,"[6,7,8,16,17,18,20,21,22,30,31,32,34,35,36,44,45,46,48,49,50,58,59,60,62,63,64,72,73,74,76,77,78,87,95,98]","[MegaFlare,Flare,Fight,PoisonBreath,DanceoftheDead,Fight,ZombieBreath,DanceoftheDead,Fight,Maelstrom,Maelstrom,Fight,Snowstorm,Snowstorm,Fight,WindSlash,AquaRake,Fight,Thunder,Thunder,Fight,Flame,Flame,Fight,Quicksand,EarthShaker,Fight,Flame,Flame,Fight,MiniBlaze,MiniBlaze,Fight,MegaFlare,Flare,Flare]","[2,12,26,40,54,68,91]","[0.25,0.38,0.50,0.63,0.75,0.87,0.25]"
330,Bahamut,boss,4,40,89,16,5,10,20,20,33,10000,d0be5c,"[6,7,8,16,17,18,20,21,22,30,31,32,34,35,36,44,45,46,48,49,50,58,59,60,62,63,64,72,73,74,76,77,78,87,95,98]","[MegaFlare,MegaFlare,Fight,PoisonBreath,PoisonBreath,Fight,ZombieBreath,ZombieBreath,Fight,Maelstrom,Maelstrom,Fight,Snowstorm,Snowstorm,Fight,AquaRake,AquaRake,Fight,Thunder,Thunder,Fight,Flame,Flame,Fight,EarthShaker,EarthShaker,Fight,AtomicRay,AtomicRay,Fight,Blaze,Blaze,Fight,MegaFlare,MegaFlare,MegaFlare]","[2,12,26,40,54,68,91]","[0.25,0.38,0.50,0.63,0.75,0.87,0.25]"
332,Halicarnaso,boss,1,40,10,12,0,0,0,0,33,5000,d0bee7,[],[],[],[]
332,Halicarnaso,boss,2,40,35,12,0,5,50,10,45,5000,d0bee7,[],[],[],[]
332,Halicarnaso,boss,3,40,55,12,0,10,100,20,66,5000,d0bee7,[],[],[],[]
332,Halicarnaso,boss,4,40,75,12,0,10,250,20,66,5000,d0bee7,[],[],[],[]
337,Iron Claw,boss,1,40,21,8,0,20,1,10,10,150,d0bfe1,[],[],[],[]
337,Iron Claw,boss,2,40,50,9,0,20,1,10,10,150,d0bfe1,[],[],[],[]
337,Iron Claw,boss,3,40,80,10,0,20,1,10,10,150,d0bfe1,[],[],[],[]
337,Iron Claw,boss,4,40,120,12,0,20,1,10,10,150,d0bfe1,[],[],[],[]
338,Sergeant,boss,1,20,7,2,0,0,5,10,10,25,d0bff0,[],[],[],[]
338,Sergeant,boss,2,20,7,2,0,0,5,10,10,25,d0bff0,[],[],[],[]
338,Sergeant,boss,3,20,7,2,0,0,5,10,10,25,d0bff0,[],[],[],[]
338,Sergeant,boss,4,20,7,2,0,0,5,10,10,25,d0bff0,[],[],[],[]
339,Karnak,boss,1,10,18,4,0,0,0,0,20,25,d0c033,[],[],[],[]
339,Karnak,boss,2,10,18,4,0,0,0,0,20,25,d0c033,[],[],[],[]
339,Karnak,boss,3,10,18,4,0,0,0,0,20,25,d0c033,[],[],[],[]
339,Karnak,boss,4,10,18,4,0,0,0,0,20,25,d0c033,[],[],[],[]
340,Crayclaw,boss,1,40,12,6,0,8,1,8,10,500,d0c04b,[],[],[],[]
340,Crayclaw,boss,2,40,37,6,0,14,1,14,10,500,d0c04b,[],[],[],[]
340,Crayclaw,boss,3,40,60,8,0,21,1,21,20,500,d0c04b,[],[],[],[]
340,Crayclaw,boss,4,40,99,11,0,35,1,35,20,500,d0c04b,[],[],[],[]
342,Calofisteri,boss,1,30,12,10,0,5,6,3,0,1000,d0c069,[],[],[],[]
342,Calofisteri,boss,2,35,35,12,3,15,13,8,3,1000,d0c069,[],[],[],[]
342,Calofisteri,boss,3,40,55,12,7,25,20,15,7,1000,d0c069,[],[],[],[]
342,Calofisteri,boss,4,45,70,16,10,50,27,30,10,1000,d0c069,[],[],[],[]
343,Apocalypse,boss,1,45,5,21,0,0,0,10,16,50000,d0c0a6,"[47,48,49,51,52,53,55,56,57,63,64,65,119,183]","[Aero,Aero,Aero,Aero,Aero,Aero,Aero,Aero,Aero,Aero,Aero,Aero,Aero,Aero]",[],[]
343,Apocalypse,boss,2,45,15,21,3,10,15,30,16,50000,d0c0a6,"[47,48,49,51,52,53,55,56,57,63,64,65,119,183]","[Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2]",[],[]
343,Apocalypse,boss,3,45,25,21,7,20,50,50,33,50000,d0c0a6,"[47,48,49,51,52,53,55,56,57,63,64,65,119,183]","[Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2,Aero2]",[],[]
343,Apocalypse,boss,4,45,65,21,10,30,25,70,33,50000,d0c0a6,"[47,48,49,51,52,53,55,56,57,63,64,65,119,183]","[Aero3,Aero3,Aero3,Aero3,Aero3,Aero3,Aero3,Aero3,Aero3,Aero3,Aero3,Aero3,Aero3,Aero3]",[],[]
344,Catastroph,boss,1,30,5,12,15,0,0,0,0,19997,d0c1d3,"[13,14,15,17,18,19]","[Fight,Quicksand,DemonEye,Fight,Quicksand,Specialty]",[],[]
344,Catastroph,boss,2,35,25,14,15,15,10,7,16,19997,d0c1d3,"[13,14,15,17,18,19]","[Fight,Quicksand,DemonEye,Fight,SurgeBeam,Specialty]",[],[]
344,Catastroph,boss,3,40,44,16,15,30,15,13,33,19997,d0c1d3,"[13,14,15,17,18,19]","[Quicksand,DemonEye,DemonEye,Fight,EarthShaker,Specialty]",[],[]
344,Catastroph,boss,4,45,67,18,15,40,20,20,33,19997,d0c1d3,"[13,14,15,17,18,19]","[EarthShaker,DemonEye,DemonEye,Fight,Quake,Specialty]",[],[]
345,Necrofobia,boss,1,32,5,16,0,4,0,4,25,10000,d0c1e9,"[21,50,51,57]","[Flare,Fire,Bolt,Ice]",[],[]
345,Necrofobia,boss,2,37,20,16,10,10,30,10,37,10000,d0c1e9,"[21,50,51,57]","[Flare,Fire2,Bolt2,Ice2]",[],[]
345,Necrofobia,boss,3,42,40,16,10,25,100,25,50,10000,d0c1e9,"[21,50,51,57]","[Flare,Fire2,Bolt2,Ice2]",[],[]
345,Necrofobia,boss,4,47,99,16,10,50,50,50,75,10000,d0c1e9,"[21,50,51,57]","[Flare,Fire3,Bolt3,Ice3]",[],[]
346,Twin Tania,boss,1,25,10,14,0,0,0,0,0,10000,d0c2f0,"[6,7,8,10,11,12,17,18,19,32,42]","[Flame,Thunder,Fight,Flame,Thunder,Fight,Bone,BreathWing,BreathWing,AquaRake,Flare]",[],[]
346,Twin Tania,boss,2,28,28,14,0,10,0,4,0,10000,d0c2f0,"[6,7,8,10,11,12,17,18,19,32,42]","[Flame,Thunder,Fight,Flame,Thunder,Fight,Bone,BreathWing,BreathWing,AquaRake,Flare]",[],[]
346,Twin Tania,boss,3,32,45,14,0,20,0,8,10,10000,d0c2f0,"[6,7,8,10,11,12,17,18,19,32,42]","[MiniBlaze,Blaze,Fight,MiniBlaze,Blaze,Fight,MindBlast,WindSlash,BreathWing,TidalWave,Flare]",[],[]
346,Twin Tania,boss,4,35,90,14,0,30,7,16,10,10000,d0c2f0,"[6,7,8,10,11,12,17,18,19,32,42]","[AtomicRay,Snowstorm,Fight,AtomicRay,Snowstorm,Fight,MindBlast,WindSlash,WindSlash,TidalWave,MegaFlare]",[],[]
259,Twin Tania,boss,1,81,10,14,0,0,0,0,0,10000,d0b2ca,[14],[Flare],[],[]
259,Twin Tania,boss,2,81,28,14,0,0,18,0,0,10000,d0b2ca,[14],[Flare],[],[]
259,Twin Tania,boss,3,81,45,14,0,0,36,0,0,10000,d0b2ca,[14],[MegaFlare],[],[]
259,Twin Tania,boss,4,81,90,14,0,0,72,0,0,10000,d0b2ca,[14],[GigaFlare],[],[]
347,Launcher,boss,1,20,7,2,0,0,1,0,0,1000,d0c31e,[],[],[],[]
347,Launcher,boss,2,20,7,2,0,0,1,5,5,1000,d0c31e,[],[],[],[]
347,Launcher,boss,3,20,7,2,0,0,1,10,10,1000,d0c31e,[],[],[],[]
347,Launcher,boss,4,20,7,2,0,0,1,10,10,1000,d0c31e,[],[],[],[]
348,Launcher,boss,1,20,7,2,0,0,1,0,0,1000,d0c334,[],[],[],[]
348,Launcher,boss,2,20,7,2,0,0,1,5,5,1000,d0c334,[],[],[],[]
348,Launcher,boss,3,20,7,2,0,0,1,10,10,1000,d0c334,[],[],[],[]
348,Launcher,boss,4,20,7,2,0,0,1,10,10,1000,d0c334,[],[],[],[]
349,Gilgamesh,boss,1,65,20,12,0,4,1,8,10,2000,d0c34a,[],[],[91],[.76]
349,Gilgamesh,boss,2,65,45,12,0,6,1,11,20,2000,d0c34a,[],[],[91],[.76]
349,Gilgamesh,boss,3,65,65,12,0,8,1,15,30,2000,d0c34a,[],[],[91],[.76]
349,Gilgamesh,boss,4,65,100,12,0,10,1,20,40,2000,d0c34a,[],[],[91],[.76]
352,Apanda,boss,1,30,8,18,0,0,0,0,0,1000,d0c3e5,"[36,43]","[BreathWing,BreathWing]",[],[]
352,Apanda,boss,2,37,25,18,7,8,0,3,10,1000,d0c3e5,"[36,43]","[BreathWing,WindSlash]",[],[]
352,Apanda,boss,3,45,40,18,13,16,20,7,20,1000,d0c3e5,"[36,43]","[WindSlash,WindSlash]",[],[]
352,Apanda,boss,4,51,73,18,20,23,50,10,30,1000,d0c3e5,"[36,43]","[WindSlash,WindSlash]",[],[]
362,Barrier,boss,1,20,0,10,0,0,0,0,0,300,d0c577,"[10,11,12,18,19,20,26,27,28,34,35,36]","[Fire,Ice,Bolt,Fire,Ice,Bolt,Fire,Ice,Bolt,Fire,Ice,Bolt]",[],[]
362,Barrier,boss,2,25,30,10,0,5,10,0,0,300,d0c577,"[10,11,12,18,19,20,26,27,28,34,35,36]","[Fire,Ice,Bolt,Fire,Ice,Bolt,Fire2,Ice2,Bolt2,Fire,Ice,Bolt]",[],[]
362,Barrier,boss,3,30,50,10,0,10,0,10,5,300,d0c577,"[10,11,12,18,19,20,26,27,28,34,35,36]","[Fire2,Ice2,Bolt2,Fire2,Ice2,Bolt2,Fire2,Ice2,Bolt2,Fire2,Ice2,Bolt2]",[],[]
362,Barrier,boss,4,35,100,10,0,30,5,10,10,300,d0c577,"[10,11,12,18,19,20,26,27,28,34,35,36]","[Flare,Holy,Flare,Fire3,Bolt3,Ice3,Holy,Flare,Holy,Fire3,Bolt3,Ice3]",[],[]
53,Ifrit,boss,1,34,12,6,0,10,0,0,0,1000,d0a2f5,"[6,7,8,10,11,12]","[Flame,Fire,Fire,MiniBlaze,Fight,Specialty]",[],[]
53,Ifrit,boss,2,37,29,6,10,10,10,10,10,1000,d0a2f5,"[6,7,8,10,11,12]","[Flame,Fire2,Fire2,Blaze,Fight,Specialty]",[],[]
53,Ifrit,boss,3,40,80,8,20,10,0,20,10,1000,d0a2f5,"[6,7,8,10,11,12]","[Flame,Fire3,Fire3,Blaze,Fight,Specialty]",[],[]
53,Ifrit,boss,4,43,110,9,25,10,30,20,10,1000,d0a2f5,"[6,7,8,10,11,12]","[Flame,Fire3,Flare,AtomicRay,Fight,Specialty]",[],[]
32,Byblos,boss,1,34,5,0,0,0,5,10,0,1000,d0a0cf,"[12,18]","[BreathWing,BreathWing]",[],[]
32,Byblos,boss,2,37,30,7,10,5,10,20,10,1000,d0a0cf,"[12,18]","[WindSlash,WindSlash]",[],[]
32,Byblos,boss,3,40,50,15,20,10,30,30,20,1000,d0a0cf,"[12,18]","[WindSlash,WindSlash]",[],[]
32,Byblos,boss,4,43,80,15,30,10,50,30,20,1000,d0a0cf,"[12,18]","[WindSlash,RainbowWind]",[],[]
310,Gilgamesh,boss,1,75,50,1,0,20,0,10,0,9000,d0c34a,[],[],[],[]
310,Gilgamesh,boss,2,75,50,1,0,20,0,10,0,9000,d0c34a,[],[],[],[]
310,Gilgamesh,boss,3,75,50,1,0,20,0,10,0,9000,d0c34a,[],[],[],[]
310,Gilgamesh,boss,4,75,50,1,0,20,0,10,0,9000,d0c34a,[],[],[],[]
367,Gilgamesh,boss,1,88,115,25,30,35,0,0,0,9000,d0c34a,[],[],[],[]
367,Gilgamesh,boss,2,88,115,25,30,35,0,0,0,9000,d0c34a,[],[],[],[]
367,Gilgamesh,boss,3,88,115,25,30,35,0,0,0,9000,d0c34a,[],[],[],[]
367,Gilgamesh,boss,4,88,115,25,30,35,0,0,0,9000,d0c34a,[],[],[],[]
39,Ramuh,boss,1,35,10,8,10,3,20,3,0,10000,d0a19b,"[7,8,10,11,15,16,18,19,20]","[Bolt,ElectricShock,Bolt,Flash,Bolt,ElectricShock,Bolt,Thunder,Psych]",[],[]
39,Ramuh,boss,2,42,27,8,10,10,50,5,5,10000,d0a19b,"[7,8,10,11,15,16,18,19,20]","[Bolt2,ElectricShock,Bolt2,Flash,Bolt2,ElectricShock,Bolt2,Thunder,Psych]",[],[]
39,Ramuh,boss,3,45,65,8,10,20,0,5,10,10000,d0a19b,"[7,8,10,11,15,16,18,19,20]","[Bolt3,Thunder,Bolt3,Flash,Bolt3,ElectricShock,Bolt3,Thunder,Psych]",[],[]
39,Ramuh,boss,4,48,100,8,10,20,70,5,10,10000,d0a19b,"[7,8,10,11,15,16,18,19,20]","[Bolt3,Thunder,Bolt3,Flash,Bolt3,Thunder,Bolt3,Thunder,Psych]",[],[]
114,Shoat,boss,1,35,20,8,0,5,50,0,0,10000,d0a6db,[],[],[],[]
114,Shoat,boss,2,42,55,10,0,10,50,5,0,10000,d0a6db,[],[],[],[]
114,Shoat,boss,3,45,85,10,0,20,50,10,0,10000,d0a6db,[],[],[],[]
114,Shoat,boss,4,48,120,10,0,20,50,10,0,10000,d0a6db,[],[],[],[]
229,Golem,boss,1,60,50,10,0,50,0,50,0,10000,D0a79f,[],[],[],[]
229,Golem,boss,2,60,50,10,0,50,0,50,0,10000,D0a79f,[],[],[],[]
229,Golem,boss,3,60,50,10,0,50,0,50,0,10000,D0a79f,[],[],[],[]
229,Golem,boss,4,60,50,10,0,50,0,50,0,10000,D0a79f,[],[],[],[]
103,Golem,boss,1,10,40,8,0,0,0,0,0,2500,D0a79f,[],[],[],[]
103,Golem,boss,2,10,40,8,0,0,0,0,0,2500,D0a79f,[],[],[],[]
103,Golem,boss,3,10,40,8,0,0,0,0,0,2500,D0a79f,[],[],[],[]
103,Golem,boss,4,10,40,8,0,0,0,0,0,2500,D0a79f,[],[],[],[]
161,BoneDragon,boss,1,15,10,10,0,20,0,0,0,3000,d0aa5d,[],[],[],[]
161,BoneDragon,boss,2,25,30,10,5,30,0,5,5,3000,d0aa5d,[],[],[],[]
161,BoneDragon,boss,3,30,50,10,10,40,0,10,10,3000,d0aa5d,[],[],[],[]
161,BoneDragon,boss,4,35,80,10,20,40,0,20,10,3000,d0aa5d,[],[],[],[]
166,ZombieDrgn,boss,1,15,10,10,0,10,0,0,0,4000,d0ab03,[],[],[],[]
166,ZombieDrgn,boss,2,25,30,10,5,15,0,5,5,4000,d0ab03,[],[],[],[]
166,ZombieDrgn,boss,3,30,50,10,10,20,0,10,10,4000,d0ab03,[],[],[],[]
166,ZombieDrgn,boss,4,35,80,10,20,20,0,20,10,4000,d0ab03,[],[],[],[]
