idx,idx_hex,monster_name,monster_rank,stats_address,drops_address,name_address,monster_name_python,unique_name,num_gauge_time,num_phys_power,num_phys_mult,num_evade,num_phys_def,num_mag_power,num_mag_def,num_mag_evade,num_hp,num_mp,num_exp,num_gil,num_level,gauge_time,phys_power,phys_mult,evade,phys_def,mag_power,mag_def,mag_evade,hp_lo,hp_hi,mp_lo,mp_hi,exp_lo,exp_hi,gil_lo,gil_hi,atk_index,elemental_immune,status0_immune,status1_immune,status2_immune,elemental_absorb,unavoidable_atk,elemental_weakness,monster_type,special_immune,initial_status0,initial_status1,initial_status2,initial_status3,name_index,level,steal_common,steal_rare,drop_common,drop_rare,steal_common_name,steal_rare_name,drop_common_name,drop_rare_name,name_string,immune_ dead,immune_ petrify,immune_ toad,immune_ mini,immune_ float,immune_ poison,immune_ zombie,immune_darkness,immune_aging,immune_sleep,immune_paralyze,immune_charm,immune_berserk,immune_mute,immune_image2,immune_image,immune_wall,immune_armor,immune_shell,immune_stop,immune_haste,immune_slow,immune_invul,immune_regen,immune_water,immune_wind,immune_earth,immune_holy,immune_poison,immune_lightning,immune_ice,immune_fire,absorb_water,absorb_wind,absorb_earth,absorb_holy,absorb_poison,absorb_lightning,absorb_ice,absorb_fire,weakness_water,weakness_wind,weakness_earth,weakness_holy,weakness_poison,weakness_lightning,weakness_ice,weakness_fire,inflictable_dead,inflictable_petrify,inflictable_toad,inflictable_mini,inflictable_float,inflictable_poison,inflictable_zombie,inflictable_darkness,inflictable_aging,inflictable_sleep,inflictable_paralyze,inflictable_charm,inflictable_berserk,inflictable_mute,inflictable_image2,inflictable_image,inflictable_wall,inflictable_armor,inflictable_shell,inflictable_stop,inflictable_haste,inflictable_slow,inflictable_invul,inflictable_regen,immune_text_water,immune_text_wind,immune_text_earth,immune_text_holy,immune_text_poison,immune_text_lightning,immune_text_ice,immune_text_fire,absorb_text_water,absorb_text_wind,absorb_text_earth,absorb_text_holy,absorb_text_poison,absorb_text_lightning,absorb_text_ice,absorb_text_fire,weakness_text_water,weakness_text_wind,weakness_text_earth,weakness_text_holy,weakness_text_poison,weakness_text_lightning,weakness_text_ice,weakness_text_fire
88,58,Blood Slime,monster,D00B00,D05160,E003C0,Blood_Slime,Blood_Slime_88,25,36,06,00,39,00,00,00,598,100,364,263,29,19,24,06,00,27,00,00,00,58,02,64,00,6D,01,08,01,00,00,10,00,00,00,7F,01,00,00,04,00,00,00,58,1D,00,E6,E6,00, ,Revivify,Revivify, ,618588887d967297867e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,fire
89,59,Acrophese,monster,D00B20,D05164,E003CA,Acrophese,Acrophese_89,25,36,07,00,20,00,20,00,897,0,409,266,30,19,24,07,00,14,00,14,00,84,03,00,00,9A,01,0B,01,00,00,30,00,00,80,00,04,00,00,00,00,00,00,59,1E,00,E0,00,00, ,Potion, , ,607c8b8889817e8c7eff,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,petrify,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,water,,,,,,,,,,,,,lightning,,
90,5A,MooglEater,monster,D00B40,D05168,E003D4,MooglEater,MooglEater_90,30,39,06,00,05,00,05,00,997,50,663,269,23,1E,27,06,00,05,00,05,00,E8,03,32,00,99,02,0E,01,00,00,10,00,00,00,00,04,00,00,00,00,00,00,5A,17,E1,00,00,00,HiPotion, , , ,6c88888085647a8d7e8b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,lightning,,
91,5B,Lopros,monster,D00B60,D0516C,E003DE,Lopros,Lopros_91,39,42,07,00,30,00,15,00,2292,200,885,272,32,27,2A,07,00,1E,00,0F,00,FC,08,C8,00,78,03,11,01,00,08,34,60,00,00,40,01,08,00,88,00,00,00,5B,20,00,E1,E1,00, ,HiPotion,HiPotion, ,6b88898b888cffffffff,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,petrify,,,float,,zombie,darkness,aging,,,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,poison,,,,,,,,,,,,,,,,,,,fire
92,5C,Skull Eater,monster,D00B80,D05170,E003E8,Skull_Eater,Skull_Eater_92,50,50,30,90,90,90,90,90,1,100,299,100,32,32,32,1E,5A,5A,5A,5A,5A,01,00,64,00,2C,01,64,00,00,00,00,00,00,00,00,00,04,00,00,00,00,00,5C,20,00,F0,E3,00, ,Tent,Elixir, ,72848e9896647a8d7e8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
93,5D,Aquathone,monster,D00BA0,D05174,E003F2,Aquathone,Aquathone_93,30,39,06,00,00,00,05,00,797,100,489,278,31,1E,27,06,00,00,00,05,00,20,03,64,00,EA,01,17,01,00,00,10,00,00,80,00,04,00,00,00,00,00,00,5D,1F,00,E0,E8,00, ,Potion,Antidote, ,608a8e7a8d8188877eff,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,water,,,,,,,,,,,,,lightning,,
94,5E,Weresnake,monster,D00BC0,D05178,E003FC,Weresnake,Weresnake_94,30,40,05,10,00,00,05,00,897,20,489,281,31,1E,28,05,0A,00,00,05,00,84,03,14,00,EA,01,1A,01,00,00,10,00,00,00,00,02,00,00,04,00,00,00,5E,1F,00,E0,E1,00, ,Potion,HiPotion, ,767e8b7e8c877a847eff,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,ice,
95,5F,Conago,monster,D00BE0,D0517C,E00406,Conago,Conago_95,30,38,06,00,00,00,05,00,997,299,510,284,31,1E,26,06,00,00,00,05,00,E8,03,2C,01,00,02,1D,01,00,00,30,00,00,00,00,02,00,00,00,00,00,00,5F,1F,00,E0,E9,00, ,Potion,Eyedrop, ,6288877a8088ffffffff,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,petrify,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,ice,
96,60,Ridicule,monster,D00C00,D05180,E00410,Ridicule,Ridicule_96,35,41,07,00,05,00,00,00,1375,200,897,287,31,23,29,07,00,05,00,00,00,64,05,C8,00,84,03,20,01,00,00,20,00,00,00,00,04,00,00,00,00,00,00,60,1F,00,E5,F6,00, ,Maiden's Kiss,Hero Drink, ,71827d827c8e857effff,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,petrify,,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,lightning,,
97,61,Andagranda,monster,D00C20,D05184,E0041A,Andagranda,Andagranda_97,30,42,08,00,05,00,00,00,1445,200,518,290,24,1E,2A,08,00,05,00,00,00,AA,05,C8,00,08,02,23,01,00,00,30,00,00,20,00,20,00,00,00,00,00,00,61,18,00,00,F5,00, , ,Protect Drink, ,60877d7a808b7a877d7a,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,petrify,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,earth,,,,,,,,earth,,,,,
98,62,Drippy,monster,D00C40,D05188,E00424,Drippy,Drippy_98,35,35,05,00,05,00,05,00,897,100,538,293,32,23,23,05,00,05,00,05,00,84,03,64,00,1C,02,26,01,00,00,20,40,00,00,00,08,80,00,00,00,00,00,62,20,AA,22,F0,00,Bard's Surplice,Mythril Hammer,Tent, ,638b82898992ffffffff,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,petrify,,mini,float,poison,zombie,darkness,aging,,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,poison,,,
99,63,Likaon,monster,D00C60,D0518C,E0042E,Likaon,Likaon_99,30,36,07,00,05,00,00,00,499,0,299,200,32,1E,24,07,00,05,00,00,00,F4,01,00,00,2C,01,C8,00,00,00,10,00,00,00,00,01,04,00,00,00,00,00,63,20,E1,00,E6,00,HiPotion, ,Revivify, ,6b82847a8887ffffffff,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,fire
100,64,BoneDragon,monster,D00C80,D05190,E00438,BoneDragon,BoneDragon_100,28,39,07,00,10,00,05,10,2580,9961,887,299,32,1C,27,07,00,0A,00,05,0A,1E,0A,10,27,7A,03,2C,01,00,00,34,40,00,00,00,01,31,00,00,00,00,00,64,20,00,EC,E2,00, ,Soft,Ether, ,6188877e638b7a808887,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,petrify,,,float,,zombie,darkness,aging,,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,fire
101,65,Sting Eagle,monster,D00CA0,D05194,E00442,Sting_Eagle,Sting_Eagle_101,35,37,07,50,00,00,00,50,100,0,499,302,32,23,25,07,32,00,00,00,32,64,00,00,00,F4,01,2F,01,00,28,34,00,00,08,40,00,00,00,88,00,00,00,65,20,66,00,E8,00,Gale Bow, ,Antidote, ,72a4878096647a80857e,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,petrify,,,float,,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,earth,,poison,,,,,,,,poison,,,,,,,,,,,
102,66,ZombieDrgn,monster,D00CC0,D05198,E0044C,ZombieDrgn,ZombieDrgn_102,29,46,08,00,10,00,05,20,4573,0,1644,499,24,1D,2E,08,00,0A,00,05,14,EE,11,00,00,72,06,F4,01,00,00,14,70,00,00,00,01,11,00,00,00,00,00,66,18,EB,00,00,EA,DarkMatter, , ,DragonFang,7988867b827e638b8087,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,petrify,toad,,float,,zombie,darkness,aging,,,,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,fire
103,67,Golem,monster,D00CE0,D0519C,E00456,Golem,Golem_103,10,40,08,00,00,00,00,00,2491,997,0,0,3,0A,28,08,00,00,00,00,00,C4,09,E8,03,00,00,00,00,00,00,F0,00,00,00,00,00,00,18,00,00,00,00,67,03,EC,EC,00,00,Soft,Soft, , ,6688857e86ffffffffff,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
104,68,Neon,monster,D00D00,D051A0,E00460,Neon,Neon_104,25,44,06,20,05,00,05,00,698,100,598,311,33,19,2C,06,14,05,00,05,00,BC,02,64,00,58,02,38,01,00,00,30,00,00,00,00,00,00,00,00,00,00,00,68,21,00,F4,F4,00, ,Speed Drink,Speed Drink, ,6d7e8887ffffffffffff,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
105,69,Magnetes,monster,D00D20,D051A4,E0046A,Magnetes,Magnetes_105,35,43,05,40,10,00,05,00,1196,100,608,314,33,23,2B,05,28,0A,00,05,00,B0,04,64,00,62,02,3B,01,00,20,30,70,00,00,00,04,20,00,88,00,00,00,69,21,00,00,E1,00, , ,HiPotion, ,6c7a80877e8d7e8cffff,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,petrify,,,float,poison,zombie,darkness,aging,,,,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,earth,,,,,,,,,,,,,,,,,,,lightning,,
106,6A,Wall Knight,monster,D00D40,D051A8,E00474,Wall_Knight,Wall_Knight_106,30,47,07,00,30,00,00,00,1594,200,698,317,33,1E,2F,07,00,1E,00,00,00,40,06,C8,00,BC,02,3E,01,23,00,20,00,00,00,00,00,80,00,80,00,80,00,6A,21,25,24,CA,00,Venom Axe,War Hammer,Wall Ring, ,767a98966a878280818d,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
107,6B,Traveler,monster,D00D60,D051AC,E0047E,Traveler,Traveler_107,35,40,06,20,00,00,05,00,1395,100,578,320,33,23,28,06,14,00,00,05,00,78,05,64,00,44,02,41,01,3C,20,20,00,00,00,00,00,80,00,88,00,00,00,6B,21,48,00,48,00,Dream Harp, ,Dream Harp, ,738b7a8f7e857e8bffff,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,earth,,,,,,,,,,,,,,,,,,,,,
108,6C,Tricker,monster,D00D80,D051B0,E00488,Tricker,Tricker_108,30,41,06,10,10,00,05,10,1295,100,708,323,34,1E,29,06,0A,0A,00,05,0A,14,05,64,00,C6,02,44,01,00,00,30,00,00,00,00,04,00,00,00,00,00,00,6C,22,00,E0,E1,00, ,Potion,HiPotion, ,738b827c847e8bffffff,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,petrify,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,lightning,,
109,6D,Gravido,monster,D00DA0,D051B4,E00492,Gravido,Gravido_109,35,38,07,10,20,00,10,00,1793,200,718,326,34,23,26,07,0A,14,00,0A,00,08,07,C8,00,D0,02,47,01,00,00,20,00,00,00,00,00,A0,00,00,00,00,00,6D,22,E1,00,A9,00,HiPotion, ,Gaia Gear, ,668b7a8f827d88ffffff,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
110,6E,Ziggurat,monster,D00DC0,D051B8,E0049C,Ziggurat,Ziggurat_110,31,49,08,10,20,00,10,20,2411,499,1196,329,34,1F,31,08,0A,14,00,0A,14,74,09,F4,01,B0,04,4A,01,00,20,30,00,00,40,00,00,80,00,88,00,00,00,6E,22,1C,00,F2,00,Partisan, ,Giant Drink, ,798280808e8b7a8dffff,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,earth,,,,,,,wind,,,,,,,,,,,,,,
111,6F,Cure Beast,monster,D00DE0,D051BC,E004A6,Cure_Beast,Cure_Beast_111,35,42,06,10,00,00,05,00,997,100,618,332,34,23,2A,06,0A,00,00,05,00,E8,03,64,00,6C,02,4D,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,6F,22,E1,00,E3,00,HiPotion, ,Elixir, ,628e8b7e96617e7a8c8d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
112,70,Land Turtle,monster,D00E00,D051C0,E004B0,Land_Turtle,Land_Turtle_112,25,42,09,00,30,00,15,00,1295,0,787,335,34,19,2A,09,00,1E,00,0F,00,14,05,00,00,16,03,50,01,00,00,00,00,00,00,00,02,00,00,00,00,00,00,70,22,00,E0,00,E7, ,Potion, ,TurtleShell,6b7a877d96738e8bae7e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,ice,
113,71,Bold Mani,monster,D00E20,D051C4,E004BA,Bold_Mani,Bold_Mani_113,30,43,06,10,00,00,05,00,1295,0,658,338,35,1E,2B,06,0A,00,00,05,00,14,05,00,00,94,02,53,01,00,00,70,00,00,04,00,00,04,00,00,00,00,00,71,23,E1,00,E6,00,HiPotion, ,Revivify, ,6188857d966c7a8782ff,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,lightning,,,,,,,,,,
114,72,Shoat,monster,D00E40,D051C8,E004C4,Shoat,Shoat_114,45,55,10,00,20,50,10,00,4981,499,0,0,38,2D,37,0A,00,14,32,0A,00,88,13,F4,01,00,00,00,00,00,00,FB,FF,EF,00,00,00,34,18,00,00,00,00,72,26,E4,00,00,FA,Phoenix Down, , ,Shoat,7281887a8dffffffffff,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,poison,,,,,,,,,,,,,,stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,73,MiniMage,monster,D00E60,D051CC,E004CE,MiniMage,MiniMage_115,30,30,08,00,05,01,00,00,1096,10,598,344,11,1E,1E,08,00,05,01,00,00,4C,04,0A,00,58,02,59,01,00,00,10,00,00,00,00,00,80,00,00,00,00,00,73,0B,91,00,91,00,Tricorn Hat, ,Tricorn Hat, ,6c8287826c7a807effff,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
116,74,GajraGajri,monster,D00E80,D051D0,E004D8,GajraGajri,GajraGajri_116,25,45,07,50,20,00,00,00,75,100,748,347,34,19,2D,07,32,14,00,00,00,4B,00,64,00,EE,02,5C,01,00,00,F4,EC,10,BF,00,00,00,00,88,00,00,00,74,22,00,E9,E2,00, ,Eyedrop,Ether, ,667a838b7a667a838b82,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,float,,zombie,darkness,,,,charm,,,image2,image,wall,armor,shell,,haste,slow,invul,regen,,,,,,,,,water,,earth,holy,poison,lightning,ice,fire,,,,,,,,
117,75,Mammon,monster,D00EA0,D051D4,E004E2,Mammon,Mammon_117,30,46,09,00,05,00,05,00,1694,100,698,350,35,1E,2E,09,00,05,00,05,00,A4,06,64,00,BC,02,5F,01,00,00,80,00,00,00,00,01,00,00,00,00,00,00,75,23,E1,00,E1,00,HiPotion, ,HiPotion, ,6c7a86868887ffffffff,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,fire
118,76,Imp,monster,D00EC0,D051D8,E004EC,Imp,Imp_118,30,90,01,30,05,00,05,00,1993,200,837,353,36,1E,5A,01,1E,05,00,05,00,D0,07,C8,00,48,03,62,01,00,10,C4,00,00,00,00,00,04,00,00,00,00,00,76,24,00,E0,B8,00, ,Potion,Diamond Armlet, ,688689ffffffffffffff,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,toad,mini,float,,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,holy,,,,,,,,,,,,,,,,,,,,
119,77,Wyrm,monster,D00EE0,D051DC,E004F6,Wyrm,Wyrm_119,35,55,09,20,20,00,05,00,2690,100,2192,356,36,23,37,09,14,14,00,05,00,8C,0A,64,00,98,08,65,01,00,00,30,60,00,00,40,00,14,00,88,00,00,00,77,24,00,E8,EA,00, ,Antidote,DragonFang, ,76928b86ffffffffffff,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,,,float,poison,zombie,darkness,aging,,,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
120,78,TwinLizard,monster,D00F00,D051E0,E00500,TwinLizard,TwinLizard_120,35,54,07,00,10,00,05,00,1495,0,718,359,33,23,36,07,00,0A,00,05,00,DC,05,00,00,D0,02,68,01,00,00,10,00,00,00,00,02,04,00,00,00,00,00,78,21,E1,00,E0,00,HiPotion, ,Potion, ,739082876b82937a8b7d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,ice,
121,79,Blind Wolf,monster,D00F20,D051E4,E0050A,Blind_Wolf,Blind_Wolf_121,25,54,08,20,05,00,05,30,897,0,499,362,33,19,36,08,14,05,00,05,1E,84,03,00,00,F4,01,6B,01,00,00,00,00,00,00,00,01,04,00,81,00,00,00,79,21,E9,00,E9,00,Eyedrop, ,Eyedrop, ,6197877d967688857fff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,fire
122,7A,Arage,monster,D00F40,D051E8,E00514,Arage,Arage_122,30,49,06,10,05,00,05,00,1046,100,748,365,34,1E,31,06,0A,05,00,05,00,1A,04,64,00,EE,02,6E,01,00,00,00,00,00,00,00,00,04,00,00,00,00,00,7A,22,E1,E0,E4,00,HiPotion,Potion,Phoenix Down, ,608b7a807effffffffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
