idx,enemy_name,enemy_rank,tier,loc_name,boss_rank,num_gauge_time,num_phys_power,num_phys_mult,num_evade,num_phys_def,num_mag_power,num_mag_def,num_mag_evade,num_mp,ai_starting_address,ai_write_loc,ai_skills,ai_hp_write_loc,ai_hp_mult
293,Shiva,boss,2,Tyrasaurus,21,26,52,6,0,0,14,14,26,1012,d0b6b7,"[9,14]","[Ice2,Ice2]",[],[]
293,Shiva,boss,2,Abductor,22,27,54,6,0,0,15,15,28,1043,d0b6b7,"[9,14]","[Ice2,Ice2]",[],[]
293,Shiva,boss,2,HiryuuPlant,23,28,56,6,0,0,15,15,29,1073,d0b6b7,"[9,14]","[Ice2,Ice2]",[],[]
293,Shiva,boss,2,Gilgamesh 3 & Enkidou,24,28,58,6,0,0,16,16,30,1104,d0b6b7,"[9,14]","[Ice2,Ice2]",[],[]
293,Shiva,boss,3,Atmos,25,29,61,7,0,0,16,16,31,1134,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Guardians,26,29,63,7,0,0,17,17,32,1165,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Carbunkle,27,30,65,7,0,0,17,17,33,1195,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Gilgamesh 4,28,31,67,7,0,0,18,18,35,1226,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Antlion,29,31,69,7,0,0,19,19,36,1256,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Gargoyles,30,32,71,7,0,0,19,19,37,1286,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Ramuh,31,32,73,7,0,0,20,20,38,1317,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Shoat,32,33,75,7,0,0,20,20,39,1347,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Golem,33,34,77,7,0,0,21,21,40,1378,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Merugene,34,34,79,7,0,0,21,21,42,1408,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Stalker,35,35,81,8,0,0,22,22,43,1439,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Odin,36,35,83,8,0,0,23,23,44,1469,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,"Triton, Neregeid & Phobos",37,36,85,8,0,0,23,23,45,1500,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Omniscient,38,36,87,8,0,0,24,24,46,1530,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Minotauros,39,37,89,8,0,0,24,24,47,1561,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Leviathan,40,38,91,8,0,0,25,25,49,1591,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,GoGo,41,38,93,8,0,0,25,25,50,1621,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,3,Bahamut,42,39,95,8,0,0,26,26,51,1652,d0b6b7,"[9,14]","[Ice3,Ice3]",[],[]
293,Shiva,boss,4,Calofisteri,43,39,97,8,0,0,27,27,52,1682,d0b6b7,"[9,14]","[Snowstorm,Ice3]",[],[]
293,Shiva,boss,4,Apanda,44,40,99,8,0,0,27,27,53,1713,d0b6b7,"[9,14]","[Snowstorm,Ice3]",[],[]
293,Shiva,boss,4,Apocalypse,45,41,101,9,0,0,28,28,54,1743,d0b6b7,"[9,14]","[Snowstorm,Ice3]",[],[]
293,Shiva,boss,4,Catastroph,46,41,103,9,0,0,28,28,56,1774,d0b6b7,"[9,14]","[Snowstorm,Ice3]",[],[]
293,Shiva,boss,4,Halicarnaso,47,42,105,9,0,0,29,29,57,1804,d0b6b7,"[9,14]","[Snowstorm,Ice3]",[],[]
293,Shiva,boss,4,Twin Tania,48,42,107,9,0,0,29,29,58,1835,d0b6b7,"[9,14]","[Snowstorm,Ice3]",[],[]
293,Shiva,boss,4,Necrophobe,49,43,109,9,0,0,30,30,59,1865,d0b6b7,"[9,14]","[Snowstorm,Ice3]",[],[]
294,Abductor,boss,1,WingRaptor,1,22,13,4,0,0,10,3,0,403,d0b6c8,[],[],[],[]
294,Abductor,boss,1,Karlabos,2,22,16,4,0,1,13,3,0,434,d0b6c8,[],[],[],[]
294,Abductor,boss,1,Siren,3,23,20,4,0,1,16,4,0,464,d0b6c8,[],[],[],[]
294,Abductor,boss,1,Magisa & Forza,4,23,23,5,0,2,19,5,0,495,d0b6c8,[],[],[],[]
294,Abductor,boss,1,Galura,5,24,26,5,0,2,21,5,0,525,d0b6c8,[],[],[],[]
294,Abductor,boss,1,LiquiFlame,6,24,29,5,0,3,24,6,0,556,d0b6c8,[],[],[],[]
294,Abductor,boss,1,Sergeant & DeathClaw,7,25,33,5,0,3,27,7,0,586,d0b6c8,[],[],[],[]
294,Abductor,boss,1,Ifrit,8,25,36,5,0,4,30,7,0,617,d0b6c8,[],[],[],[]
294,Abductor,boss,1,Shiva,9,26,39,5,0,4,33,8,0,647,d0b6c8,[],[],[],[]
294,Abductor,boss,1,Byblos,10,26,42,5,0,5,36,9,0,677,d0b6c8,[],[],[],[]
294,Abductor,boss,1,Crayclaw,11,27,45,6,0,5,39,9,0,708,d0b6c8,[],[],[],[]
294,Abductor,boss,1,Sandworm,12,27,49,6,0,6,42,10,0,738,d0b6c8,[],[],[],[]
294,Abductor,boss,2,AdamanTiMi,13,28,52,6,0,6,45,10,0,769,d0b6c8,[],[],[],[]
294,Abductor,boss,2,Sol Cannon,14,28,55,6,0,7,48,11,0,799,d0b6c8,[],[],[],[]
294,Abductor,boss,2,ArchaeAvis,15,29,58,6,0,7,50,12,0,830,d0b6c8,[],[],[],[]
294,Abductor,boss,2,Chim.Brain,16,29,62,6,0,8,53,12,0,860,d0b6c8,[],[],[],[]
294,Abductor,boss,2,Puroboros,17,30,65,6,0,8,56,13,0,891,d0b6c8,[],[],[],[]
294,Abductor,boss,2,Titan,18,31,68,7,0,8,59,14,0,921,d0b6c8,[],[],[],[]
294,Abductor,boss,2,Gilgamesh 1,19,31,71,7,0,9,62,14,0,952,d0b6c8,[],[],[],[]
294,Abductor,boss,2,Gilgamesh 2,20,32,74,7,0,9,65,15,0,982,d0b6c8,[],[],[],[]
294,Abductor,boss,2,Tyrasaurus,21,32,78,7,0,10,68,16,0,1012,d0b6c8,[],[],[],[]
294,Abductor,boss,2,Abductor,22,33,81,7,0,10,71,16,0,1043,d0b6c8,[],[],[],[]
294,Abductor,boss,2,HiryuuPlant,23,33,84,7,0,11,74,17,0,1073,d0b6c8,[],[],[],[]
294,Abductor,boss,2,Gilgamesh 3 & Enkidou,24,34,87,7,0,11,77,18,0,1104,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Atmos,25,34,91,8,0,12,79,18,0,1134,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Guardians,26,35,94,8,0,12,82,19,0,1165,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Carbunkle,27,35,97,8,0,13,85,20,0,1195,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Gilgamesh 4,28,36,100,8,0,13,88,20,0,1226,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Antlion,29,36,104,8,0,14,91,21,0,1256,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Gargoyles,30,37,107,8,0,14,94,22,0,1286,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Ramuh,31,37,110,8,0,15,97,22,0,1317,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Shoat,32,38,113,9,0,15,100,23,0,1347,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Golem,33,39,116,9,0,15,103,24,0,1378,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Merugene,34,39,120,9,0,16,106,24,0,1408,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Stalker,35,40,123,9,0,16,108,25,0,1439,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Odin,36,40,126,9,0,17,111,26,0,1469,d0b6c8,[],[],[],[]
294,Abductor,boss,3,"Triton, Neregeid & Phobos",37,41,129,9,0,17,114,26,0,1500,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Omniscient,38,41,133,9,0,18,117,27,0,1530,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Minotauros,39,42,136,10,0,18,120,27,0,1561,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Leviathan,40,42,139,10,0,19,123,28,0,1591,d0b6c8,[],[],[],[]
294,Abductor,boss,3,GoGo,41,43,142,10,0,19,126,29,0,1621,d0b6c8,[],[],[],[]
294,Abductor,boss,3,Bahamut,42,43,145,10,0,20,129,29,0,1652,d0b6c8,[],[],[],[]
294,Abductor,boss,4,Calofisteri,43,44,149,10,0,20,132,30,0,1682,d0b6c8,[],[],[],[]
294,Abductor,boss,4,Apanda,44,44,152,10,0,21,135,31,0,1713,d0b6c8,[],[],[],[]
294,Abductor,boss,4,Apocalypse,45,45,155,10,0,21,137,31,0,1743,d0b6c8,[],[],[],[]
294,Abductor,boss,4,Catastroph,46,45,158,11,0,22,140,32,0,1774,d0b6c8,[],[],[],[]
294,Abductor,boss,4,Halicarnaso,47,46,162,11,0,22,143,33,0,1804,d0b6c8,[],[],[],[]
294,Abductor,boss,4,Twin Tania,48,46,165,11,0,23,146,33,0,1835,d0b6c8,[],[],[],[]
294,Abductor,boss,4,Necrophobe,49,47,168,11,0,23,149,34,0,1865,d0b6c8,[],[],[],[]
295,HiryuuPlant,boss,1,WingRaptor,1,26,16,4,0,0,20,17,0,403,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,1,Karlabos,2,26,19,4,0,0,21,18,0,434,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,1,Siren,3,27,22,4,0,0,23,20,0,464,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,1,Magisa & Forza,4,28,25,5,0,0,24,22,0,495,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,1,Galura,5,29,28,5,0,0,26,23,0,525,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,1,LiquiFlame,6,29,31,5,0,0,27,25,0,556,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,1,Sergeant & DeathClaw,7,30,33,5,0,0,29,27,0,586,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,1,Ifrit,8,31,36,5,0,0,30,28,0,617,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,1,Shiva,9,32,39,5,0,0,32,30,0,647,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,1,Byblos,10,32,42,5,0,0,34,32,0,677,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,1,Crayclaw,11,33,45,6,0,0,35,33,0,708,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,1,Sandworm,12,34,48,6,0,0,37,35,0,738,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,2,AdamanTiMi,13,35,51,6,0,0,38,37,0,769,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,2,Sol Cannon,14,35,54,6,0,0,40,38,0,799,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,2,ArchaeAvis,15,36,57,6,0,0,41,40,0,830,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,2,Chim.Brain,16,37,60,6,0,0,43,42,0,860,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,2,Puroboros,17,37,63,6,0,0,44,43,0,891,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,2,Titan,18,38,66,7,0,0,46,45,0,921,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,2,Gilgamesh 1,19,39,68,7,0,0,47,47,0,952,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,2,Gilgamesh 2,20,40,71,7,0,0,49,48,0,982,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,2,Tyrasaurus,21,40,74,7,0,0,51,50,0,1012,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,2,Abductor,22,41,77,7,0,0,52,52,0,1043,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,2,HiryuuPlant,23,42,80,7,0,0,54,53,0,1073,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,2,Gilgamesh 3 & Enkidou,24,43,83,7,0,0,55,55,0,1104,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Atmos,25,43,86,8,0,0,57,57,0,1134,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Guardians,26,44,89,8,0,0,58,59,0,1165,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Carbunkle,27,45,92,8,0,0,60,60,0,1195,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Gilgamesh 4,28,46,95,8,0,0,61,62,0,1226,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Antlion,29,46,98,8,0,0,63,64,0,1256,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Gargoyles,30,47,101,8,0,0,65,65,0,1286,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Ramuh,31,48,103,8,0,0,66,67,0,1317,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Shoat,32,49,106,9,0,0,68,69,0,1347,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Golem,33,49,109,9,0,0,69,70,0,1378,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Merugene,34,50,112,9,0,0,71,72,0,1408,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Stalker,35,51,115,9,0,0,72,74,0,1439,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Odin,36,51,118,9,0,0,74,75,0,1469,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,"Triton, Neregeid & Phobos",37,52,121,9,0,0,75,77,0,1500,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Omniscient,38,53,124,9,0,0,77,79,0,1530,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Minotauros,39,54,127,10,0,0,78,80,0,1561,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Leviathan,40,54,130,10,0,0,80,82,0,1591,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,GoGo,41,55,133,10,0,0,82,84,0,1621,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,3,Bahamut,42,56,136,10,0,0,83,85,0,1652,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,4,Calofisteri,43,57,138,10,0,0,85,87,0,1682,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,4,Apanda,44,57,141,10,0,0,86,89,0,1713,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,4,Apocalypse,45,58,144,10,0,0,88,90,0,1743,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,4,Catastroph,46,59,147,11,0,0,89,92,0,1774,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,4,Halicarnaso,47,60,150,11,0,0,91,94,0,1804,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,4,Twin Tania,48,60,153,11,0,0,92,95,0,1835,d0b6d7,[],[],[],[]
295,HiryuuPlant,boss,4,Necrophobe,49,61,156,11,0,0,94,97,0,1865,d0b6d7,[],[],[],[]
296,HiryuuFlowr,boss,1,WingRaptor,1,13,3,10,0,0,15,15,12,403,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,1,Karlabos,2,14,3,11,0,0,17,17,13,434,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,1,Siren,3,14,4,11,0,0,18,18,14,464,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,1,Magisa & Forza,4,14,4,12,0,0,20,20,15,495,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,1,Galura,5,15,5,12,0,0,22,22,16,525,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,1,LiquiFlame,6,15,5,13,0,0,24,24,17,556,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,1,Sergeant & DeathClaw,7,16,6,13,0,0,26,26,17,586,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,1,Ifrit,8,16,7,13,0,0,27,27,18,617,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,1,Shiva,9,16,7,14,0,0,29,29,19,647,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,1,Byblos,10,17,8,14,0,0,31,31,20,677,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,1,Crayclaw,11,17,8,15,0,0,33,33,21,708,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,1,Sandworm,12,17,9,15,0,0,35,35,22,738,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,2,AdamanTiMi,13,18,9,16,0,0,36,36,23,769,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,2,Sol Cannon,14,18,10,16,0,0,38,38,24,799,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,2,ArchaeAvis,15,19,11,16,0,0,40,40,25,830,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,2,Chim.Brain,16,19,11,17,0,0,42,42,26,860,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,2,Puroboros,17,19,12,17,0,0,44,44,27,891,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,2,Titan,18,20,12,18,0,0,45,45,28,921,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,2,Gilgamesh 1,19,20,13,18,0,0,47,47,28,952,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,2,Gilgamesh 2,20,20,13,19,0,0,49,49,29,982,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,2,Tyrasaurus,21,21,14,19,0,0,51,51,30,1012,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,2,Abductor,22,21,15,19,0,0,53,53,31,1043,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,2,HiryuuPlant,23,21,15,20,0,0,54,54,32,1073,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,2,Gilgamesh 3 & Enkidou,24,22,16,20,0,0,56,56,33,1104,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Atmos,25,22,16,21,0,0,58,58,34,1134,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Guardians,26,23,17,21,0,0,60,60,35,1165,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Carbunkle,27,23,17,22,0,0,61,61,36,1195,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Gilgamesh 4,28,23,18,22,0,0,63,63,37,1226,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Antlion,29,24,19,22,0,0,65,65,38,1256,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Gargoyles,30,24,19,23,0,0,67,67,39,1286,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Ramuh,31,24,20,23,0,0,69,69,39,1317,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Shoat,32,25,20,24,0,0,70,70,40,1347,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Golem,33,25,21,24,0,0,72,72,41,1378,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Merugene,34,25,21,25,0,0,74,74,42,1408,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Stalker,35,26,22,25,0,0,76,76,43,1439,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Odin,36,26,23,25,0,0,78,78,44,1469,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,"Triton, Neregeid & Phobos",37,27,23,26,0,0,79,79,45,1500,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Omniscient,38,27,24,26,0,0,81,81,46,1530,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Minotauros,39,27,24,27,0,0,83,83,47,1561,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Leviathan,40,28,25,27,0,0,85,85,48,1591,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,GoGo,41,28,25,28,0,0,87,87,49,1621,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,3,Bahamut,42,28,26,28,0,0,88,88,50,1652,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,4,Calofisteri,43,29,27,28,0,0,90,90,50,1682,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,4,Apanda,44,29,27,29,0,0,92,92,51,1713,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,4,Apocalypse,45,30,28,29,0,0,94,94,52,1743,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,4,Catastroph,46,30,28,30,0,0,96,96,53,1774,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,4,Halicarnaso,47,30,29,30,0,0,97,97,54,1804,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,4,Twin Tania,48,31,29,31,0,0,99,99,55,1835,d0b716,[],[],[],[]
296,HiryuuFlowr,boss,4,Necrophobe,49,31,30,31,0,0,101,101,56,1865,d0b716,[],[],[],[]
297,HiryuuFlowr,boss,1,WingRaptor,1,11,3,10,0,0,15,15,12,403,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,1,Karlabos,2,12,3,11,0,0,17,17,13,434,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,1,Siren,3,12,4,11,0,0,18,18,14,464,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,1,Magisa & Forza,4,12,4,12,0,0,20,20,15,495,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,1,Galura,5,12,5,12,0,0,22,22,16,525,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,1,LiquiFlame,6,13,5,13,0,0,24,24,17,556,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,1,Sergeant & DeathClaw,7,13,6,13,0,0,26,26,17,586,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,1,Ifrit,8,13,7,13,0,0,27,27,18,617,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,1,Shiva,9,13,7,14,0,0,29,29,19,647,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,1,Byblos,10,14,8,14,0,0,31,31,20,677,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,1,Crayclaw,11,14,8,15,0,0,33,33,21,708,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,1,Sandworm,12,14,9,15,0,0,35,35,22,738,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,2,AdamanTiMi,13,14,9,16,0,0,36,36,23,769,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,2,Sol Cannon,14,15,10,16,0,0,38,38,24,799,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,2,ArchaeAvis,15,15,11,16,0,0,40,40,25,830,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,2,Chim.Brain,16,15,11,17,0,0,42,42,26,860,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,2,Puroboros,17,16,12,17,0,0,44,44,27,891,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,2,Titan,18,16,12,18,0,0,45,45,28,921,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,2,Gilgamesh 1,19,16,13,18,0,0,47,47,28,952,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,2,Gilgamesh 2,20,16,13,19,0,0,49,49,29,982,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,2,Tyrasaurus,21,17,14,19,0,0,51,51,30,1012,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,2,Abductor,22,17,15,19,0,0,53,53,31,1043,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,2,HiryuuPlant,23,17,15,20,0,0,54,54,32,1073,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,2,Gilgamesh 3 & Enkidou,24,17,16,20,0,0,56,56,33,1104,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Atmos,25,18,16,21,0,0,58,58,34,1134,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Guardians,26,18,17,21,0,0,60,60,35,1165,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Carbunkle,27,18,17,22,0,0,61,61,36,1195,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Gilgamesh 4,28,18,18,22,0,0,63,63,37,1226,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Antlion,29,19,19,22,0,0,65,65,38,1256,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Gargoyles,30,19,19,23,0,0,67,67,39,1286,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Ramuh,31,19,20,23,0,0,69,69,39,1317,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Shoat,32,19,20,24,0,0,70,70,40,1347,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Golem,33,20,21,24,0,0,72,72,41,1378,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Merugene,34,20,21,25,0,0,74,74,42,1408,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Stalker,35,20,22,25,0,0,76,76,43,1439,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Odin,36,21,23,25,0,0,78,78,44,1469,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,"Triton, Neregeid & Phobos",37,21,23,26,0,0,79,79,45,1500,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Omniscient,38,21,24,26,0,0,81,81,46,1530,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Minotauros,39,21,24,27,0,0,83,83,47,1561,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Leviathan,40,22,25,27,0,0,85,85,48,1591,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,GoGo,41,22,25,28,0,0,87,87,49,1621,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,3,Bahamut,42,22,26,28,0,0,88,88,50,1652,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,4,Calofisteri,43,22,27,28,0,0,90,90,50,1682,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,4,Apanda,44,23,27,29,0,0,92,92,51,1713,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,4,Apocalypse,45,23,28,29,0,0,94,94,52,1743,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,4,Catastroph,46,23,28,30,0,0,96,96,53,1774,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,4,Halicarnaso,47,23,29,30,0,0,97,97,54,1804,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,4,Twin Tania,48,24,29,31,0,0,99,99,55,1835,d0b721,[],[],[],[]
297,HiryuuFlowr,boss,4,Necrophobe,49,24,30,31,0,0,101,101,56,1865,d0b721,[],[],[],[]
298,HiryuuFlowr,boss,1,WingRaptor,1,16,3,10,0,0,15,15,12,403,d0b72C,[],[],[],[]
298,HiryuuFlowr,boss,1,Karlabos,2,17,3,11,0,0,17,17,13,434,d0b72C,[],[],[],[]
298,HiryuuFlowr,boss,1,Siren,3,17,4,11,0,0,18,18,14,464,d0b72C,[],[],[],[]
298,HiryuuFlowr,boss,1,Magisa & Forza,4,18,4,12,0,0,20,20,15,495,d0b72C,[],[],[],[]
298,HiryuuFlowr,boss,1,Galura,5,18,5,12,0,0,22,22,16,525,d0b72C,[],[],[],[]
298,HiryuuFlowr,boss,1,LiquiFlame,6,18,5,13,0,0,24,24,17,556,d0b72C,[],[],[],[]
