idx,address,shop_type,id,content_name,price,resell_byte,price_byte,int_price,resell
447,F8017C,0,BE,<not used>,0100,1,00,0,HALF
448,F8017E,0,BF,<not used>,0100,1,00,0,HALF
449,F80180,0,C0,<not used>,0100,1,00,0,HALF
450,F80182,0,C1,<not used>,0100,1,00,0,HALF
451,F80184,0,C2,<not used>,0100,1,00,0,HALF
452,F80186,0,C3,<not used>,0100,1,00,0,HALF
453,F80188,0,C4,<not used>,0100,1,00,0,HALF
454,F8018A,0,C5,<not used>,0100,1,00,0,HALF
455,F8018C,0,C6,<not used>,0100,1,00,0,HALF
456,F8018E,0,C7,<not used>,0100,1,00,0,HALF
457,F80190,0,C8,<not used>,0100,1,00,0,HALF
458,F80192,0,C9,<not used>,0100,1,00,0,HALF
459,F80194,0,CA,<not used>,0100,1,00,0,HALF
460,F80196,0,CB,<not used>,0100,1,00,0,HALF
461,F80198,0,CC,<not used>,0100,1,00,0,HALF
462,F8019A,0,CD,<not used>,0100,1,00,0,HALF
463,F8019C,0,CE,<not used>,0100,1,00,0,HALF
464,F8019E,0,CF,<not used>,0100,1,00,0,HALF
465,F801A0,0,D0,<not used>,0100,1,00,0,HALF
466,F801A2,0,D1,<not used>,0100,1,00,0,HALF
467,F801A4,0,D2,<not used>,0100,1,00,0,HALF
468,F801A6,0,D3,<not used>,0100,1,00,0,HALF
469,F801A8,0,D4,<not used>,0100,1,00,0,HALF
470,F801AA,0,D5,<not used>,0100,1,00,0,HALF
471,F801AC,0,D6,<not used>,0100,1,00,0,HALF
472,F801AE,0,D7,<not used>,0100,1,00,0,HALF
473,F801B0,0,D8,<not used>,0100,1,00,0,HALF
474,F801B2,0,D9,<not used>,0100,1,00,0,HALF
475,F801B4,0,DA,<not used>,0100,1,00,0,HALF
476,F801B6,0,DB,<not used>,0100,1,00,0,HALF
477,F801B8,0,DC,<not used>,0100,1,00,0,HALF
478,F801BA,0,DD,<not used>,0100,1,00,0,HALF
479,F801BC,0,DE,<not used>,0100,1,00,0,HALF
480,F801BE,0,DF,<not used>,0100,1,00,0,HALF
481,F801C0,0,E0,<not used>,0100,1,00,0,HALF
482,F801C2,0,E1,<not used>,0100,1,00,0,HALF
483,F801C4,0,E2,<not used>,0100,1,00,0,HALF
484,F801C6,0,E3,<not used>,0100,1,00,0,HALF
485,F801C8,0,E4,<not used>,0100,1,00,0,HALF
486,F801CA,0,E5,<not used>,0100,1,00,0,HALF
487,F801CC,0,E6,<not used>,0100,1,00,0,HALF
488,F801CE,0,E7,<not used>,0100,1,00,0,HALF
489,F801D0,0,E8,<not used>,0100,1,00,0,HALF
490,F801D2,0,E9,<not used>,0100,1,00,0,HALF
491,F801D4,0,EA,<not used>,0100,1,00,0,HALF
492,F801D6,0,EB,<not used>,0100,1,00,0,HALF
493,F801D8,0,EC,<not used>,0100,1,00,0,HALF
494,F801DA,0,ED,<not used>,0100,1,00,0,HALF
495,F801DC,0,EE,<not used>,0100,1,00,0,HALF
496,F801DE,0,EF,<not used>,0100,1,00,0,HALF
497,F801E0,0,F0,<not used>,0100,1,00,0,HALF
498,F801E2,0,F1,<not used>,0100,1,00,0,HALF
499,F801E4,0,F2,<not used>,0100,1,00,0,HALF
500,F801E6,0,F3,<not used>,0100,1,00,0,HALF
501,F801E8,0,F4,<not used>,0100,1,00,0,HALF
502,F801EA,0,F5,<not used>,0100,1,00,0,HALF
503,F801EC,0,F6,<not used>,0100,1,00,0,HALF
504,F801EE,0,F7,<not used>,0100,1,00,0,HALF
505,F801F0,0,F8,<not used>,0100,1,00,0,HALF
506,F801F2,0,F9,<not used>,0100,1,00,0,HALF
507,F801F4,0,FA,<not used>,0100,1,00,0,HALF
508,F801F6,0,FB,<not used>,0100,1,00,0,HALF
509,F801F8,0,FC,<not used>,0100,1,00,0,HALF
510,F801FA,0,FD,<not used>,0100,1,00,0,HALF
511,F801FC,0,FE,<not used>,0100,1,00,0,HALF
512,F801FE,0,FF,<not used>,0100,1,00,0,HALF
513,F80200,7,0,Other  ,0405,4,05,50000,HALF
514,F80202,7,1,Item   ,0405,4,05,50000,HALF
515,F80204,7,2,Row    ,0405,4,05,50000,HALF
516,F80206,7,3,Def.   ,0405,4,05,50000,HALF
517,F80208,7,4,Fight  ,0405,4,05,50000,HALF
518,F8020A,7,5,Guard  ,0405,4,05,50000,HALF
519,F8020C,7,6,Kick   ,0203,2,03,300,HALF
520,F8020E,7,7,BuildUp,0301,3,01,1000,HALF
521,F80210,7,8,Mantra ,020F,2,0F,1500,HALF
522,F80212,7,9,Escape ,0301,3,01,1000,HALF
523,F80214,7,0A,Steal  ,0205,2,05,500,HALF
524,F80216,7,0B,Capture,0301,3,01,1000,HALF
525,F80218,7,0C,Jump   ,0302,3,02,2000,HALF
526,F8021A,7,0D,DrgnSwd,0303,3,03,3000,HALF
527,F8021C,7,0E,Smoke  ,0205,2,05,500,HALF
528,F8021E,7,0F,Image  ,020F,2,0F,1500,HALF
529,F80220,7,10,Throw  ,0303,3,03,3000,HALF
530,F80222,7,11,SwdSlap,0301,3,01,1000,HALF
531,F80224,7,12,GilToss,030F,3,0F,15000,HALF
532,F80226,7,13,Slash  ,0305,3,05,5000,HALF
533,F80228,7,14,Animals,0302,3,02,2000,HALF
534,F8022A,7,15,Aim    ,0301,3,01,1000,HALF
535,F8022C,7,16,X-Fight,0402,4,02,20000,HALF
536,F8022E,7,17,Conjure,0303,3,03,3000,HALF
537,F80230,7,18,Observe,0203,2,03,300,HALF
538,F80232,7,19,Analyze,0207,2,07,700,HALF
539,F80234,7,1A,Tame   ,0301,3,01,1000,HALF
540,F80236,7,1B,Control,0303,3,03,3000,HALF
541,F80238,7,1C,Catch  ,0305,3,05,5000,HALF
542,F8023A,7,1D,Release,0405,4,05,50000,HALF
543,F8023C,7,1E,Combine,0401,4,01,10000,HALF
544,F8023E,7,1F,Drink  ,0302,3,02,2000,HALF
545,F80240,7,20,Pray   ,0303,3,03,3000,HALF
546,F80242,7,21,Revive ,0305,3,05,5000,HALF
547,F80244,7,22,Terrain,0302,3,02,2000,HALF
548,F80246,7,23,Dummy01,0201,2,01,100,HALF
549,F80248,7,24,Hide   ,0301,3,01,1000,HALF
550,F8024A,7,25,Show   ,0301,3,01,1000,HALF
551,F8024C,7,26,Dummy02,0301,3,01,1000,HALF
552,F8024E,7,27,Sing   ,0305,3,05,5000,HALF
553,F80250,7,28,Flirt  ,0301,3,01,1000,HALF
554,F80252,7,29,Dance  ,0305,3,05,5000,HALF
555,F80254,7,2A,Mimic  ,0401,4,01,10000,HALF
556,F80256,7,2B,<not used>,0201,2,01,100,HALF
557,F80258,7,2C,<not used>,0201,2,01,100,HALF
558,F8025A,7,2D,<not used>,0201,2,01,100,HALF
559,F8025C,7,2E,<not used>,0201,2,01,100,HALF
560,F8025E,7,2F,<not used>,0201,2,01,100,HALF
561,F80260,7,30,MgcSwrd1,0205,2,05,500,HALF
562,F80262,7,31,MgcSwrd2,0301,3,01,1000,HALF
563,F80264,7,32,MgcSwrd3,0302,3,02,2000,HALF
564,F80266,7,33,MgcSwrd4,0303,3,03,3000,HALF
565,F80268,7,34,MgcSwrd5,0305,3,05,5000,HALF
566,F8026A,7,35,MgcSwrd6,0308,3,08,8000,HALF
567,F8026C,7,36,<not used>,0201,2,01,100,HALF
568,F8026E,7,37,<not used>,0201,2,01,100,HALF
569,F80270,7,38,White 1,0205,2,05,500,HALF
570,F80272,7,39,White 2,0301,3,01,1000,HALF
571,F80274,7,3A,White 3,0302,3,02,2000,HALF
572,F80276,7,3B,White 4,0303,3,03,3000,HALF
573,F80278,7,3C,White 5,0305,3,05,5000,HALF
574,F8027A,7,3D,White 6,0308,3,08,8000,HALF
575,F8027C,7,3E,<not used>,0201,2,01,100,HALF
576,F8027E,7,3F,<not used>,0201,2,01,100,HALF
577,F80280,7,40,Black 1,0205,2,05,500,HALF
578,F80282,7,41,Black 2,0301,3,01,1000,HALF
579,F80284,7,42,Black 3,0302,3,02,2000,HALF
580,F80286,7,43,Black 4,0303,3,03,3000,HALF
581,F80288,7,44,Black 5,0305,3,05,5000,HALF
582,F8028A,7,45,Black 6,0308,3,08,8000,HALF
583,F8028C,7,46,<not used>,0201,2,01,100,HALF
584,F8028E,7,47,<not used>,0201,2,01,100,HALF
585,F80290,7,48,Dimen 1,0205,2,05,500,HALF
586,F80292,7,49,Dimen 2,0301,3,01,1000,HALF
587,F80294,7,4A,Dimen 3,0302,3,02,2000,HALF
588,F80296,7,4B,Dimen 4,0303,3,03,3000,HALF
589,F80298,7,4C,Dimen 5,0305,3,05,5000,HALF
590,F8029A,7,4D,Dimen 6,0308,3,08,8000,HALF
591,F8029C,7,4E,<not used>,0201,2,01,100,HALF
592,F8029E,7,4F,<not used>,0201,2,01,100,HALF
593,F802A0,7,50,Summon 1,0302,3,02,2000,HALF
594,F802A2,7,51,Summon 2,0304,3,04,4000,HALF
595,F802A4,7,52,Summon 3,0306,3,06,6000,HALF
596,F802A6,7,53,Summon 4,0308,3,08,8000,HALF
597,F802A8,7,54,Summon 5,030C,3,0C,12000,HALF
598,F802AA,7,55,<not used>,0201,2,01,100,HALF
599,F802AC,7,56,<not used>,0201,2,01,100,HALF
600,F802AE,7,57,<not used>,0201,2,01,100,HALF
601,F802B0,7,58,Red 1,0205,2,05,500,HALF
602,F802B2,7,59,Red 2,0301,3,01,1000,HALF
603,F802B4,7,5A,Red 3,0302,3,02,2000,HALF
604,F802B6,7,5B,<not used>,0201,2,01,100,HALF
605,F802B8,7,5C,<not used>,0201,2,01,100,HALF
606,F802BA,7,5D,<not used>,0201,2,01,100,HALF
607,F802BC,7,5E,<not used>,0201,2,01,100,HALF
608,F802BE,7,5F,<not used>,0201,2,01,100,HALF
609,F802C0,7,60,X-Magic,0402,4,02,20000,HALF
610,F802C2,7,61,Blue ,030F,3,0F,15000,HALF
611,F802C4,7,62,<not used>,0201,2,01,100,HALF
612,F802C6,7,63,<not used>,0201,2,01,100,HALF
613,F802C8,7,64,<not used>,0201,2,01,100,HALF
614,F802CA,7,65,<not used>,0201,2,01,100,HALF
615,F802CC,7,66,<not used>,0201,2,01,100,HALF
616,F802CE,7,67,<not used>,0201,2,01,100,HALF
617,F802D0,7,68,Equip <Shld> ,0302,3,02,2000,HALF
618,F802D2,7,69,Equip <Armr> ,0303,3,03,3000,HALF
619,F802D4,7,6A,Equip <Ribn> ,0305,3,05,5000,HALF
620,F802D6,7,6B,Equip <Swrd> ,0302,3,02,2000,HALF
621,F802D8,7,6C,Equip <Sper> ,0302,3,02,2000,HALF
622,F802DA,7,6D,Equip <Katn> ,0302,3,02,2000,HALF
623,F802DC,7,6E,Equip <Axe><Hamr>,0302,3,02,2000,HALF
624,F802DE,7,6F,Equip <Bow> ,0302,3,02,2000,HALF
625,F802E0,7,70,Equip <Whip> ,0302,3,02,2000,HALF
626,F802E2,7,71,Equip <Harp> ,0302,3,02,2000,HALF
627,F802E4,7,72,Agility ,0219,2,19,2500,HALF
628,F802E6,7,73,HP +10% ,0301,3,01,1000,HALF
629,F802E8,7,74,HP +20% ,0302,3,02,2000,HALF
630,F802EA,7,75,HP +30% ,0303,3,03,3000,HALF
631,F802EC,7,76,MP +10% ,0301,3,01,1000,HALF
632,F802EE,7,77,MP +30% ,0303,3,03,3000,HALF
633,F802F0,7,78,Brawl   ,0303,3,03,3000,HALF
634,F802F2,7,79,Dbl Grip,0305,3,05,5000,HALF
635,F802F4,7,7A,2-Handed,0305,3,05,5000,HALF
636,F802F6,7,7B,Medicine,0301,3,01,1000,HALF
637,F802F8,7,7C,Cover   ,0301,3,01,1000,HALF
638,F802FA,7,7D,Counter ,0219,2,19,2500,HALF
639,F802FC,7,7E,Evade   ,0301,3,01,1000,HALF
640,F802FE,7,7F,Learning,0201,2,01,100,HALF
641,F80300,7,80,Barrier ,0301,3,01,1000,HALF
642,F80302,7,81,Berserk ,0301,3,01,1000,HALF
643,F80304,7,82,Caution ,0301,3,01,1000,HALF
644,F80306,7,83,Preemptiv,0301,3,01,1000,HALF
645,F80308,7,84,Passages,0301,3,01,1000,HALF
646,F8030A,7,85,DmgFloor,0301,3,01,1000,HALF
647,F8030C,7,86,Pitfalls,0301,3,01,1000,HALF
648,F8030E,7,87,Equip <Rod> ,0302,3,02,2000,HALF
649,F80310,7,88,Dash,0301,3,01,1000,HALF
650,F80312,7,89,Knight  ,0401,4,01,10000,HALF
651,F80314,7,8A,Monk    ,0308,3,08,8000,HALF
652,F80316,7,8B,Thief   ,0308,3,08,8000,HALF
653,F80318,7,8C,Dragoon ,0401,4,01,10000,HALF
654,F8031A,7,8D,Ninja   ,0401,4,01,10000,HALF
655,F8031C,7,8E,Samurai ,0402,4,02,20000,HALF
656,F8031E,7,8F,Berserkr,0308,3,08,8000,HALF
657,F80320,7,90,Hunter  ,0401,4,01,10000,HALF
658,F80322,7,91,MysticKnt,030C,3,0C,12000,HALF
659,F80324,7,92,WhiteMage,0401,4,01,10000,HALF
660,F80326,7,93,BlackMage,0401,4,01,10000,HALF
661,F80328,7,94,TimeMage,0401,4,01,10000,HALF
662,F8032A,7,95,Summoner,030C,3,0C,12000,HALF
663,F8032C,7,96,BlueMage,0401,4,01,10000,HALF
664,F8032E,7,97,Red Mage,0308,3,08,8000,HALF
665,F80330,7,98,Mediator,0308,3,08,8000,HALF
666,F80332,7,99,Chemist ,030C,3,0C,12000,HALF
667,F80334,7,9A,Geomancr,0308,3,08,8000,HALF
668,F80336,7,9B,Bard    ,0401,4,01,10000,HALF
669,F80338,7,9C,Dancer  ,0401,4,01,10000,HALF
670,F8033A,7,9D,Mimic   ,0402,4,02,20000,HALF
671,F8033C,7,9E,FrLancer,0402,4,02,20000,HALF
672,F8033E,7,9F,<not used>,0100,1,00,0,HALF
673,F80340,7,A0,<not used>,0100,1,00,0,HALF
674,F80342,7,A1,<not used>,0100,1,00,0,HALF
675,F80344,7,A2,<not used>,0100,1,00,0,HALF
676,F80346,7,A3,<not used>,0100,1,00,0,HALF
677,F80348,7,A4,<not used>,0100,1,00,0,HALF
678,F8034A,7,A5,<not used>,0100,1,00,0,HALF
679,F8034C,7,A6,<not used>,0100,1,00,0,HALF
680,F8034E,7,A7,<not used>,0100,1,00,0,HALF
681,F80350,7,A8,<not used>,0100,1,00,0,HALF
682,F80352,7,A9,<not used>,0100,1,00,0,HALF
683,F80354,7,AA,<not used>,0100,1,00,0,HALF
684,F80356,7,AB,<not used>,0100,1,00,0,HALF
685,F80358,7,AC,<not used>,0100,1,00,0,HALF
686,F8035A,7,AD,<not used>,0100,1,00,0,HALF
687,F8035C,7,AE,<not used>,0100,1,00,0,HALF
688,F8035E,7,AF,<not used>,0100,1,00,0,HALF
689,F80360,7,B0,<not used>,0100,1,00,0,HALF
690,F80362,7,B1,<not used>,0100,1,00,0,HALF
691,F80364,7,B2,<not used>,0100,1,00,0,HALF
692,F80366,7,B3,<not used>,0100,1,00,0,HALF
693,F80368,7,B4,<not used>,0100,1,00,0,HALF
694,F8036A,7,B5,<not used>,0100,1,00,0,HALF
695,F8036C,7,B6,<not used>,0100,1,00,0,HALF
696,F8036E,7,B7,<not used>,0100,1,00,0,HALF
697,F80370,7,B8,<not used>,0100,1,00,0,HALF
698,F80372,7,B9,<not used>,0100,1,00,0,HALF
699,F80374,7,BA,<not used>,0100,1,00,0,HALF
700,F80376,7,BB,<not used>,0100,1,00,0,HALF
701,F80378,7,BC,<not used>,0100,1,00,0,HALF
702,F8037A,7,BD,<not used>,0100,1,00,0,HALF
703,F8037C,7,BE,<not used>,0100,1,00,0,HALF
704,F8037E,7,BF,<not used>,0100,1,00,0,HALF
705,F80380,7,C0,<not used>,0100,1,00,0,HALF
706,F80382,7,C1,<not used>,0100,1,00,0,HALF
707,F80384,7,C2,<not used>,0100,1,00,0,HALF
708,F80386,7,C3,<not used>,0100,1,00,0,HALF
709,F80388,7,C4,<not used>,0100,1,00,0,HALF
710,F8038A,7,C5,<not used>,0100,1,00,0,HALF
711,F8038C,7,C6,<not used>,0100,1,00,0,HALF
712,F8038E,7,C7,<not used>,0100,1,00,0,HALF
713,F80390,7,C8,<not used>,0100,1,00,0,HALF
714,F80392,7,C9,<not used>,0100,1,00,0,HALF
715,F80394,7,CA,<not used>,0100,1,00,0,HALF
716,F80396,7,CB,<not used>,0100,1,00,0,HALF
717,F80398,7,CC,<not used>,0100,1,00,0,HALF
718,F8039A,7,CD,<not used>,0100,1,00,0,HALF
719,F8039C,7,CE,<not used>,0100,1,00,0,HALF
720,F8039E,7,CF,<not used>,0100,1,00,0,HALF
721,F803A0,7,D0,<not used>,0100,1,00,0,HALF
722,F803A2,7,D1,<not used>,0100,1,00,0,HALF
723,F803A4,7,D2,<not used>,0100,1,00,0,HALF
724,F803A6,7,D3,<not used>,0100,1,00,0,HALF
725,F803A8,7,D4,<not used>,0100,1,00,0,HALF
726,F803AA,7,D5,<not used>,0100,1,00,0,HALF
727,F803AC,7,D6,<not used>,0100,1,00,0,HALF
728,F803AE,7,D7,<not used>,0100,1,00,0,HALF
729,F803B0,7,D8,<not used>,0100,1,00,0,HALF
730,F803B2,7,D9,<not used>,0100,1,00,0,HALF
731,F803B4,7,DA,<not used>,0100,1,00,0,HALF
732,F803B6,7,DB,<not used>,0100,1,00,0,HALF
733,F803B8,7,DC,<not used>,0100,1,00,0,HALF
734,F803BA,7,DD,<not used>,0100,1,00,0,HALF
735,F803BC,7,DE,<not used>,0100,1,00,0,HALF
736,F803BE,7,DF,<not used>,0100,1,00,0,HALF
737,F803C0,7,E0,<not used>,0100,1,00,0,HALF
738,F803C2,7,E1,<not used>,0100,1,00,0,HALF
739,F803C4,7,E2,<not used>,0100,1,00,0,HALF
740,F803C6,7,E3,<not used>,0100,1,00,0,HALF
741,F803C8,7,E4,<not used>,0100,1,00,0,HALF
742,F803CA,7,E5,<not used>,0100,1,00,0,HALF
743,F803CC,7,E6,<not used>,0100,1,00,0,HALF
744,F803CE,7,E7,<not used>,0100,1,00,0,HALF
745,F803D0,7,E8,<not used>,0100,1,00,0,HALF
746,F803D2,7,E9,<not used>,0100,1,00,0,HALF
747,F803D4,7,EA,<not used>,0100,1,00,0,HALF
748,F803D6,7,EB,<not used>,0100,1,00,0,HALF
749,F803D8,7,EC,<not used>,0100,1,00,0,HALF
750,F803DA,7,ED,<not used>,0100,1,00,0,HALF
751,F803DC,7,EE,<not used>,0100,1,00,0,HALF
752,F803DE,7,EF,<not used>,0100,1,00,0,HALF
753,F803E0,7,F0,<not used>,0100,1,00,0,HALF
754,F803E2,7,F1,<not used>,0100,1,00,0,HALF
755,F803E4,7,F2,<not used>,0100,1,00,0,HALF
756,F803E6,7,F3,<not used>,0100,1,00,0,HALF
757,F803E8,7,F4,<not used>,0100,1,00,0,HALF
758,F803EA,7,F5,<not used>,0100,1,00,0,HALF
759,F803EC,7,F6,<not used>,0100,1,00,0,HALF
760,F803EE,7,F7,<not used>,0100,1,00,0,HALF
761,F803F0,7,F8,<not used>,0100,1,00,0,HALF
762,F803F2,7,F9,<not used>,0100,1,00,0,HALF
763,F803F4,7,FA,<not used>,0100,1,00,0,HALF
764,F803F6,7,FB,<not used>,0100,1,00,0,HALF
765,F803F8,7,FC,<not used>,0100,1,00,0,HALF
766,F803FA,7,FD,<not used>,0100,1,00,0,HALF
767,F803FC,7,FE,<not used>,0100,1,00,0,HALF
768,F803FE,7,FF,<not used>,0100,1,00,0,HALF
